family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR10177	PTN000019791	GO:0000307	C	IBD	false	PomBase:SPAPB2B4.03|MGI:MGI:88316|MGI:MGI:88314|UniProtKB:P24385|MGI:MGI:1329034|WB:WBGene00000870|WB:WBGene00000871|SGD:S000000038|SGD:S000003341|UniProtKB:P24864|MGI:MGI:108042|SGD:S000004812|MGI:MGI:108069|UniProtKB:P20248|UniProtKB:P14635|SGD:S000006324|UniProtKB:P43449|UniProtKB:O96020|SGD:S000006177|SGD:S000003340|UniProtKB:P30281|UniProtKB:Q381B4|MGI:MGI:88313|UniProtKB:P30279	taxon:	20250902
PTHR10177	PTN000019791	GO:0005634	C	IBD	false	MGI:MGI:88316|AGI_LocusCode:AT4G37630|AGI_LocusCode:AT1G80370|SGD:S000004200|FB:FBgn0000404|UniProtKB:Q8WWL7|AGI_LocusCode:AT5G10440|WB:WBGene00000871|SGD:S000002314|UniProtKB:P24864|UniProtKB:Q14094|AGI_LocusCode:AT1G77390|AGI_LocusCode:AT1G44110|PomBase:SPBC582.03|MGI:MGI:108069|UniProtKB:O96020|MGI:MGI:88315|SGD:S000006177|UniProtKB:P43449|SGD:S000003340|AGI_LocusCode:AT1G15570|UniProtKB:Q381B4|MGI:MGI:88313|UniProtKB:P41002|MGI:MGI:88314|WB:WBGene00000865|UniProtKB:P24385|UniProtKB:Q387H2|dictyBase:DDB_G0275493|UniProtKB:P22674|SGD:S000006323|SGD:S000000038|UniProtKB:P51959|WB:WBGene00000868|AGI_LocusCode:AT1G47230|PomBase:SPBC2G2.09c|SGD:S000004812|FB:FBgn0000405|UniProtKB:Q9H8S5|UniProtKB:P20248|UniProtKB:P14635|SGD:S000006324|UniProtKB:P30281|FB:FBgn0015625|MGI:MGI:88302|UniProtKB:P30279|FB:FBgn0010382	taxon:	20260528
PTHR10177	PTN000019791	GO:0005737	C	IBD	false	UniProtKB:P30279|MGI:MGI:88313|MGI:MGI:88302|UniProtKB:Q381B4|SGD:S000003340|UniProtKB:P30281|SGD:S000006177|UniProtKB:P20248|UniProtKB:Q57WP1|UniProtKB:P14635|MGI:MGI:108069|SGD:S000004812|PomBase:SPBC582.03|AGI_LocusCode:AT1G77390|AGI_LocusCode:AT1G44110|UniProtKB:Q14094|MGI:MGI:2145534|SGD:S000002314|WB:WBGene00000868|AGI_LocusCode:AT5G10440|SGD:S000006323|FB:FBgn0000404|MGI:MGI:88311|UniProtKB:O95067|UniProtKB:P22674|UniProtKB:Q387H2|SGD:S000004200|UniProtKB:P24385|AGI_LocusCode:AT5G06150|WB:WBGene00000865|RGD:2295|UniProtKB:P41002	taxon:	20260528
PTHR10177	PTN000019791	GO:0016538	F	IBD	false	UniProtKB:P30281|SGD:S000003340|PomBase:SPBC19F5.01c|CGD:CAL0000189817|PomBase:SPCC4E9.02|MGI:MGI:88313|FB:FBgn0010382|UniProtKB:P30279|CGD:CAL0000185532|PomBase:SPBC2G2.09c|SGD:S000003341|PomBase:SPBC582.03|SGD:S000004812|FB:FBgn0000405|UniProtKB:P20248|UniProtKB:P14635|SGD:S000006324|CGD:CAL0000199358|SGD:S000006177|FB:FBgn0010317|CGD:CAL0000175354|SGD:S000006323|WB:WBGene00000871|FB:FBgn0010315|SGD:S000000038|ZFIN:ZDB-GENE-020418-1|WB:WBGene00000868|SGD:S000002314|MGI:MGI:88316|PomBase:SPAPB2B4.03|WB:WBGene00000865|UniProtKB:P24385|SGD:S000004200|MGI:MGI:1329034|FB:FBgn0000404	taxon:	20260828
PTHR10177	PTN000019791	GO:0000082	P	IBD	false	UniProtKB:P24385|RGD:2293|UniProtKB:P24864|SGD:S000003341|CGD:CAL0000185532|AGI_LocusCode:AT4G34160|CGD:CAL0000199358|SGD:S000006324|FB:FBgn0000404|RGD:621083|WB:WBGene00000871|WB:WBGene00000870|SGD:S000000038|MGI:MGI:88313|UniProtKB:P30279|FB:FBgn0010382	taxon:	20260528
PTHR10177	PTN000020367	GO:0097124	C	IBD	false	MGI:MGI:108069|UniProtKB:P20248	taxon:33213	20211215
PTHR10177	PTN000808611	GO:0097134	C	IBD	false	UniProtKB:P24864|MGI:MGI:88316|WB:WBGene00000871	taxon:6072	20250902
PTHR10177	PTN000808611	GO:1900087	P	IBD	false	WB:WBGene00000871|FB:FBgn0010382	taxon:6072	20230905
PTHR10177	PTN000808639	GO:1900087	P	IBD	false	UniProtKB:P30279	taxon:6072	20230831
PTHR10177	PTN000808767	GO:0007089	P	IBD	false	PomBase:SPAPB2B4.03	taxon:4751	20240314
PTHR10177	PTN002563633	GO:0097135	C	IBD	false	UniProtKB:O96020|MGI:MGI:1329034	taxon:117571	20240729
PTHR10177	PTN002563667	GO:0005759	C	IBD	false	UniProtKB:P14635|MGI:MGI:88302	taxon:117571	20200311
PTHR10177	PTN002563667	GO:0097125	C	IBD	false	UniProtKB:P14635	taxon:117571	20200311
PTHR10177	PTN002563667	GO:0007080	P	IBD	false	UniProtKB:P14635	taxon:117571	20190319
PTHR10177	PTN007424001	GO:0005815	C	IBD	false	PomBase:SPBC582.03|SGD:S000006323|UniProtKB:P41002|PomBase:SPBC2G2.09c|UniProtKB:O95067|UniProtKB:P14635|RGD:2294	taxon:	20251218
