id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O34525,Putative signal peptide peptidase SppA,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),sppA,335,PTHR42987:SF7,SIGNAL PEPTIDE PEPTIDASE SPPA-RELATED,True
P0AG14,Probable protease SohB,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),sohB,349,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
P0AG15,Probable protease SohB,protein,623,Shigella flexneri,Shigella flexneri,sohB,349,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
P45315,Probable protease SohB,protein,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),sohB,353,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
P57370,Probable protease SohB,protein,107806,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS),Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS),sohB,336,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
Q44600,Probable protease SohB,protein,118110,Buchnera aphidicola subsp. Schlechtendalia chinensis,Buchnera aphidicola subsp. Schlechtendalia chinensis,sohB,305,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
Q48513,Putative peptidase PfaP,protein,174,Leptospira borgpetersenii,Leptospira borgpetersenii,pfaP,204,PTHR42987:SF7,SIGNAL PEPTIDE PEPTIDASE SPPA-RELATED,True
Q55682,Putative protease slr0021,protein,1111708,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),slr0021,277,PTHR42987:SF7,SIGNAL PEPTIDE PEPTIDASE SPPA-RELATED,True
Q58067,Putative protease MJ0651,protein,243232,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),MJ0651,311,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
Q89AL0,Putative protease SohB,protein,224915,Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp),Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp),sohB,349,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
Q8K9P8,Probable protease SohB,protein,198804,Buchnera aphidicola subsp. Schizaphis graminum (strain Sg),Buchnera aphidicola subsp. Schizaphis graminum (strain Sg),sohB,342,PTHR42987:SF4,PROTEASE SOHB-RELATED,True
Q9K809,Putative signal peptide peptidase SppA,protein,272558,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),sppA,331,PTHR42987:SF7,SIGNAL PEPTIDE PEPTIDASE SPPA-RELATED,True
Q9X480,Putative signal peptide peptidase SppA,protein,1352,Enterococcus faecium,Enterococcus faecium,sppA,344,PTHR42987:SF7,SIGNAL PEPTIDE PEPTIDASE SPPA-RELATED,True
