gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
PC	48.6824	41.1152	33.4154	9.064960000000001	14.4267	6.97688	4.94144	22.6752	34.4803	33.0846	45.6373	48.223	40.0752	38.2138	21.7495	23.5412	34.8747	28.8352	26.9068	29.7859	28.1836	18.4135	0.89025	6.29061	6.83215	3.42122	5.446940000000001	3.7361699999999995	13.4109	3.46385	6.84617	3.47853	2.2198900000000004	16.7387	8.19093	115.01100000000001	5.675680000000001	14.0607	7.72001	36.4719	11.2026	2.95142	16.995	14.0342	6.84807	7.353610000000001	8.749239999999999	2.6869	10.6347	27.8573	10.5617	6.75092	8.12075	1.0717700000000001
PCK1	62.3083	71.37100000000001	0.42229399999999995	0.30283899999999997	3.7220199999999997	1.54158	0.410225	0.259293	0.278401	0.543197	0.297913	0.47152299999999997	0.5660810000000001	0.359964	0.409821	0.74747	0.546963	0.601869	0.42144	0.62511	26.239	0.041693	0.083218	0.181297	0.130531	0.779222	46.8533	0.573046	0.501704	0.266646	1.0864200000000002	0.512358	0.0994174	147.634	63.4485	529.977	0.181127	1.21365	0.21686999999999998	3.91583	2.64751	0.205116	52.5946	0.281621	0.505147	0.8798379999999999	51.8908	0.133993	0.364747	0.195881	1.42824	0.335915	0.20078900000000002	0.06651839999999999
PCK2	24.9045	18.1273	9.41718	12.0071	13.1099	15.3619	11.6141	2.42456	2.84552	2.67625	6.6537	7.0561300000000005	3.07669	2.84311	2.0613900000000003	3.11253	2.78713	2.1598900000000003	2.88436	3.3632	19.4442	44.6934	56.3723	7.92033	8.348339999999999	5.86634	35.2785	9.73	12.9027	8.99813	7.7173300000000005	2.984	1.25604	28.9449	13.495999999999999	126.52799999999999	19.3266	17.0654	1.10514	14.7496	3.1930099999999997	13.1318	8.50961	10.8903	11.9901	13.5616	62.5222	23.8964	10.5099	23.3893	23.9019	7.53384	11.2912	6.619210000000001
FBP1	11.9673	13.1568	35.4237	5.64406	6.9416	2.2764900000000003	24.4715	1.23593	0.792443	0.8926290000000001	0.598683	0.593314	0.625969	0.718117	0.9187930000000001	1.59063	1.38894	0.736438	2.73811	1.9063299999999999	24.3029	0.0531322	0.338825	2.38897	4.74972	5.68764	28.0508	3.11971	2.4033700000000002	3.41929	4.64687	1.92583	0.478524	76.4813	50.5108	341.36400000000003	138.909	36.5404	0.40284699999999996	8.31402	1.32186	21.8165	14.5052	24.6758	5.06705	4.1535	77.6473	17.0232	63.8822	3.48825	27.445999999999998	2.27409	5.30857	27.4675
FBP2	0.09266060000000001	0.132276	1.08484	0.538619	0.28175300000000003	0.187377	0.230875	0.0569198	0.047788800000000006	0.0470875	0.0	0.0264255	0.05705419999999999	0.047873900000000004	0.162104	0.09743439999999999	0.037455	0.0	0.218244	0.07255	0.144649	0.0	0.0912748	0.050256199999999994	0.0769486	0.0690683	0.26462399999999997	0.11208800000000001	0.024406200000000003	0.0694256	0.0492491	0.141704	0.0759183	0.145428	0.179705	0.358799	0.5294800000000001	0.167267	137.618	0.152853	0.0286428	2.231	0.101281	0.11668599999999998	0.100406	0.0654199	0.22501999999999997	0.0335793	43.0109	3.92945	0.0488579	0.051495900000000004	0.0491279	0.0
G6PC1	0.017781900000000003	0.014890700000000002	0.0114471	0.033533099999999996	0.0283696	0.0441532	0.014012700000000001	0.0	0.0	0.0	0.0416279	0.0944892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012880500000000001	0.0	0.00945831	0.035521199999999996	0.0162661	0.0114868	0.0300528	0.013415999999999999	0.00960212	0.013396700000000001	0.0331806	0.0	0.0	5.55175	0.218385	168.928	0.0214315	0.00365587	0.0	0.0152863	0.016031200000000002	0.0839164	0.012441299999999999	0.014764099999999999	0.0	0.00876233	2.8259	0.0158639	0.0479166	0.204566	0.013914600000000001	0.0174101	0.014420400000000002	0.0100194
G6PC2	0.0458346	0.035039	0.0186136	0.0	0.0	0.0	0.0	0.0473123	0.0474911	0.0394228	0.0	0.0	0.0305561	0.0280767	0.07949149999999999	0.0592548	0.0266435	0.0261795	0.0227615	0.019008	0.081696	0.0	0.0	0.041974000000000004	0.0133591	0.0447765	0.0584806	0.020789099999999998	0.0	0.0259025	0.0433243	0.0	0.00884511	0.0266986	0.10206599999999999	0.0277283	0.0944753	0.0864252	0.00920836	0.0584072	0.0427631	7.56323	0.014883	0.0438846	0.0344465	0.08562239999999999	0.0409352	0.0	0.0737419	2.59755	0.025093	0.033813	0.015331799999999998	0.0
G6PC3	59.501000000000005	57.3569	87.5308	49.8711	55.1575	40.5871	60.5205	35.9482	38.0127	36.3375	34.3606	37.6604	40.6232	42.1621	34.6883	62.5485	37.2591	35.0243	73.1091	50.2976	64.3603	105.495	44.2418	62.1124	72.5265	44.9773	38.8807	50.7509	32.1087	51.6712	55.5746	29.5354	22.3105	37.7696	57.5471	10.2754	53.9444	47.7091	26.2539	81.37	59.4362	21.9532	110.28	68.0894	23.488000000000003	28.3533	38.8348	48.1922	41.364	80.5624	95.8539	66.566	44.1463	13.2243
SLC37A4	12.3173	10.1383	15.6901	11.362	10.1288	8.550189999999999	12.37	5.29022	5.81461	4.27109	17.9769	19.8469	9.05669	8.416039999999999	3.94255	5.99627	4.45444	3.77691	5.12911	4.200480000000001	13.7836	10.9684	23.4583	14.527999999999999	17.3013	9.63551	23.5049	8.95311	11.1547	8.40977	11.9868	4.31369	3.5584599999999997	34.7692	25.4136	77.1861	15.7315	18.2161	24.2518	25.9523	16.3908	34.3569	15.7511	23.5004	13.8287	13.8308	42.5317	17.6861	21.7923	20.3349	18.0669	15.0461	15.7525	3.2682900000000004
LDHA	349.602	356.181	260.627	482.426	397.256	510.305	213.331	63.1926	100.978	91.531	139.34799999999998	112.161	105.07700000000001	161.096	56.7697	102.296	83.5286	66.3959	74.8021	72.6427	291.08099999999996	1101.47	1357.21	167.812	162.846	233.764	195.80900000000003	234.59099999999998	348.57300000000004	266.106	222.743	155.561	89.5536	163.164	245.082	243.011	241.25400000000002	220.46099999999998	305.323	256.231	141.314	54.3716	77.9765	149.168	354.162	391.644	231.55599999999998	161.692	104.51700000000001	112.09100000000001	202.209	171.523	313.64599999999996	219.98
