accession	subsection	rank	protrek_score	cosine	text
A0A3B6GK97	GO_annotation	1	13.3500	0.249334	The GO term for this protein involving molecular function incorporates phospholipase activity.
A0A3B6GK97	GO_annotation	2	11.5909	0.216481	The GO term for this protein involving biological process incorporates oxylipin biosynthetic process.
A0A3B6GK97	GO_annotation	3	11.0909	0.207141	The GO term for this protein involving molecular function incorporates calcium-independent phospholipase A2 activity.
A0A3B6GK97	GO_annotation	4	10.8832	0.203263	The GO term for this protein involving molecular function incorporates lipase activity.
A0A3B6GK97	GO_annotation	5	10.5717	0.197444	The GO term for this protein involving molecular function incorporates phosphatidylinositol deacylase activity.
A0A3B6GK97	GO_annotation	6	10.3096	0.192551	The GO term for this protein involving biological process incorporates defense response.
A0A3B6GK97	GO_annotation	7	10.2332	0.191122	The GO term for this protein involving biological process incorporates negative regulation of auxin metabolic process.
A0A3B6GK97	GO_annotation	8	10.2231	0.190935	The GO term for this protein involving biological process incorporates defense response to parasitic plant.
A0A3B6GK97	GO_annotation	9	9.9818	0.186427	The GO term for this protein involving biological process incorporates response to biotic stimulus.
A0A3B6GK97	GO_annotation	10	9.8787	0.184502	The GO term for this protein involving molecular function incorporates acyloxyacyl hydrolase activity.
A0A3B6GK97	GO_annotation	11	9.8008	0.183047	The GO term for this protein involving biological process incorporates oxylipin metabolic process.
A0A3B6GK97	GO_annotation	12	9.7912	0.182867	The GO term for this protein involving cellular component incorporates suberin network.
A0A3B6GK97	GO_annotation	13	9.7747	0.182559	The GO term for this protein involving molecular function incorporates 1-acyl-2-lysophosphatidylserine acylhydrolase activity.
A0A3B6GK97	GO_annotation	14	9.7342	0.181802	The GO term for this protein involving molecular function incorporates 1,3-diacylglycerol acylhydrolase activity.
A0A3B6GK97	GO_annotation	15	9.7319	0.181760	The GO term for this protein involving molecular function incorporates phosphatidylinositol phosphate kinase activity.
A0A3B6GK97	GO_annotation	16	9.5005	0.177438	The GO term for this protein involving molecular function incorporates 1-phosphatidylinositol-3-phosphate 5-kinase activity.
A0A3B6GK97	GO_annotation	17	9.4801	0.177058	The GO term for this protein involving biological process incorporates systemic acquired resistance.
A0A3B6GK97	GO_annotation	18	9.4412	0.176331	The GO term for this protein involving cellular component incorporates plasmodesma.
A0A3B6GK97	GO_annotation	19	9.3918	0.175408	The GO term for this protein involving cellular component incorporates cell plate.
A0A3B6GK97	GO_annotation	20	9.3821	0.175228	The GO term for this protein involving biological process incorporates seed oilbody biogenesis.
A0A3B6GK97	GO_annotation	21	9.3247	0.174156	The GO term for this protein involving molecular function incorporates gibberellin transmembrane transporter activity.
A0A3B6GK97	GO_annotation	22	9.3240	0.174142	The GO term for this protein involving biological process incorporates protein localization involved in auxin polar transport.
A0A3B6GK97	GO_annotation	23	9.2922	0.173548	The GO term for this protein involving cellular component incorporates filiform apparatus.
A0A3B6GK97	GO_annotation	24	9.2347	0.172473	The GO term for this protein involving biological process incorporates plant-type hypersensitive response.
A0A3B6GK97	GO_annotation	25	9.1739	0.171339	The GO term for this protein involving cellular component incorporates plant-type vacuole.
A0A3B6RKV1	GO_annotation	1	17.1994	0.321229	The GO term for this protein involving molecular function incorporates histone H3K27me2/H3K27me3 demethylase activity.
A0A3B6RKV1	GO_annotation	2	16.6788	0.311506	The GO term for this protein involving molecular function incorporates histone H3K9 demethylase activity.
A0A3B6RKV1	GO_annotation	3	16.3758	0.305846	The GO term for this protein involving biological process incorporates histone H3-K27 demethylation.
A0A3B6RKV1	GO_annotation	4	16.3114	0.304644	The GO term for this protein involving biological process incorporates histone H3-K9 demethylation.
A0A3B6RKV1	GO_annotation	5	16.0725	0.300182	The GO term for this protein involving molecular function incorporates histone H3R2 demethylase activity.
A0A3B6RKV1	GO_annotation	6	15.8522	0.296067	The GO term for this protein involving biological process incorporates histone H3-K4 demethylation.
A0A3B6RKV1	GO_annotation	7	15.8257	0.295572	The GO term for this protein involving molecular function incorporates histone H3K9me/H3K9me2 demethylase activity.
A0A3B6RKV1	GO_annotation	8	15.5280	0.290013	The GO term for this protein involving molecular function incorporates histone demethylase activity.
A0A3B6RKV1	GO_annotation	9	15.3702	0.287065	The GO term for this protein involving molecular function incorporates histone H3K9me2/H3K9me3 demethylase activity.
A0A3B6RKV1	GO_annotation	10	15.1944	0.283782	The GO term for this protein involving molecular function incorporates histone H3R3 demethylase activity.
A0A3B6RKV1	GO_annotation	11	15.0001	0.280152	The GO term for this protein involving biological process incorporates histone H3-R2 demethylation.
A0A3B6RKV1	GO_annotation	12	14.9011	0.278304	The GO term for this protein involving molecular function incorporates histone H3K4me/H3K4me2/H3K4me3 demethylase activity.
A0A3B6RKV1	GO_annotation	13	14.5592	0.271920	The GO term for this protein involving molecular function incorporates histone H3K4 demethylase activity.
A0A3B6RKV1	GO_annotation	14	14.4225	0.269366	The GO term for this protein involving biological process incorporates histone lysine demethylation.
A0A3B6RKV1	GO_annotation	15	14.4006	0.268957	The GO term for this protein involving molecular function incorporates histone H3K56me2/H3K56me3 demethylase activity.
