id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
Q5BL73,DET1- and DDB1-associated protein 1,protein,8364,Xenopus tropicalis,Xenopus tropicalis (Western clawed frog),dda1,101,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q5E9A9,DET1- and DDB1-associated protein 1,protein,9913,Bos taurus,Bos taurus (Bovine),DDA1,102,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q5RD86,DET1- and DDB1-associated protein 1,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),DDA1,102,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q5U550,DET1- and DDB1-associated protein 1,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),dda1,101,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q5ZK14,DET1- and DDB1-associated protein 1,protein,9031,Gallus gallus,Gallus gallus (Chicken),DDA1,102,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q6IDA6,Protein LOWER TEMPERATURE 1,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),LOT1,162,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q7T2A3,DET1- and DDB1-associated protein 1,protein,7955,Danio rerio,Danio rerio (Zebrafish),dda1,104,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q9BW61,DET1- and DDB1-associated protein 1,protein,9606,Homo sapiens,Homo sapiens (Human),DDA1,102,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q9D9Z5,DET1- and DDB1-associated protein 1,protein,10090,Mus musculus,Mus musculus (Mouse),Dda1,102,PTHR31879:SF2,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
Q9FFS4,DET1- and DDB1-associated protein 1,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),DDA1,101,PTHR31879:SF8,DET1- AND DDB1-ASSOCIATED PROTEIN 1,True
