family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR43895	PTN000678822	GO:0004674	F	IBD	false	AGI_LocusCode:AT1G30270|AGI_LocusCode:AT3G01090|AGI_LocusCode:AT3G29160|CGD:CAL0000198568|FB:FBgn0023169|FB:FBgn0025625|FB:FBgn0031784|FB:FBgn0038630|FB:FBgn0262103|MGI:MGI:104754|MGI:MGI:106924|MGI:MGI:1202065|MGI:MGI:1336173|MGI:MGI:1347557|MGI:MGI:1347559|MGI:MGI:1918349|MGI:MGI:1923020|MGI:MGI:1929914|MGI:MGI:2145955|MGI:MGI:2148775|MGI:MGI:2445031|MGI:MGI:2685946|PomBase:SPAC57A10.02|PomBase:SPAC644.06c|PomBase:SPBC19C2.05|PomBase:SPBC4F6.06|PomBase:SPCC1020.10|PomBase:SPCC297.03|PomBase:SPCC74.03c|RGD:1359167|RGD:1563268|RGD:1566256|RGD:3387|RGD:620893|RGD:69407|RGD:69653|SGD:S000000931|SGD:S000001531|SGD:S000001584|SGD:S000002529|SGD:S000002655|SGD:S000002885|SGD:S000004086|SGD:S000005127|SGD:S000005759|UniProtKB:C8V9K6|UniProtKB:O14757|UniProtKB:O60285|UniProtKB:P54646|UniProtKB:P57059|UniProtKB:Q0D4J7|UniProtKB:Q13131|UniProtKB:Q14680|UniProtKB:Q6SA08|UniProtKB:Q6ZI44|UniProtKB:Q8IWQ3|UniProtKB:Q8IY84|UniProtKB:Q8TDC3|UniProtKB:Q96PF2|UniProtKB:Q96PN8|UniProtKB:Q9BXA6|UniProtKB:Q9BXA7|UniProtKB:Q9H093|UniProtKB:Q9H0K1|UniProtKB:Q9NRH2|WB:WBGene00002210|WB:WBGene00003919|WB:WBGene00004719|WB:WBGene00020142|WB:WBGene00021012|ZFIN:ZDB-GENE-040426-1724	taxon:	20260828
PTHR43895	PTN000680273	GO:0061762	P	IBD	false	UniProtKB:Q96RR4	taxon:33213	20211119
PTHR43895	PTN001217432	GO:0005938	C	IBD	false	SGD:S000005759	taxon:4751	20220924
PTHR43895	PTN001218266	GO:0004683	F	IBD	false	RGD:62023	taxon:	20170228
PTHR43895	PTN001218266	GO:0005516	F	IBD	false	RGD:62023	taxon:	20170228
PTHR43895	PTN002389494	GO:0005634	C	IBD	false	PomBase:SPCC1259.13|SGD:S000000478	taxon:33154	20211119
PTHR43895	PTN002389494	GO:0005737	C	IBD	false	PomBase:SPCC1259.13	taxon:33154	20170228
PTHR43895	PTN002389494	GO:0035861	C	IBD	false	PomBase:SPCC1259.13	taxon:33154	20171018
PTHR43895	PTN002389494	GO:0007095	P	IBD	false	PomBase:SPCC1259.13	taxon:33154	20210601
PTHR43895	PTN002519176	GO:0005737	C	IBD	false	FB:FBgn0038167|FB:FBgn0260934|MGI:MGI:2446296|MGI:MGI:99638|RGD:619882|SGD:S000000015|UniProtKB:P27448|UniProtKB:Q6DE87|UniProtKB:Q7KZI7|UniProtKB:Q91821|UniProtKB:Q96L34|UniProtKB:Q96RG2|UniProtKB:Q9IA88|UniProtKB:Q9P0L2|UniProtKB:Q9Y2K2|WB:WBGene00003916	taxon:	20260529
PTHR43895	PTN002519176	GO:0004674	F	IBD	false	AGI_LocusCode:AT3G45240|CGD:CAL0000201729|FB:FBgn0038167|FB:FBgn0260934|RGD:619882|RGD:62023|RGD:708483|SGD:S000000015|SGD:S000005405|UniProtKB:P27448|UniProtKB:Q7KZI7|UniProtKB:Q96L34|UniProtKB:Q96RG2|UniProtKB:Q9IA88|UniProtKB:Q9P0L2|UniProtKB:Q9Y2K2|WB:WBGene00003916	taxon:	20250903
PTHR43895	PTN002519176	GO:0035556	P	IBD	false	RGD:619882|UniProtKB:Q7KZI7|UniProtKB:Q9IA88|UniProtKB:Q9P0L2|ZFIN:ZDB-GENE-040426-896	taxon:	20240919
PTHR43895	PTN002803827	GO:0051726	P	IBD	false	PomBase:SPAC57A10.02|PomBase:SPCC297.03	taxon:2759	20240321
PTHR43895	PTN002804299	GO:0005737	C	IBD	false	PomBase:SPAC57A10.02|PomBase:SPCC297.03|SGD:S000000931|SGD:S000001531	taxon:451864	20221008
PTHR43895	PTN002804299	GO:0042149	P	IBD	false	PomBase:SPCC297.03|SGD:S000000931|SGD:S000001531	taxon:451864	20240924
PTHR43895	PTN008686316	GO:0004674	F	IBD	false	AGI_LocusCode:AT2G30360|MGI:MGI:1341870|PomBase:SPCC1259.13|PomBase:SPCC1919.01|RGD:1308653|RGD:620092|SGD:S000000478|SGD:S000003147|UniProtKB:Q15831|WB:WBGene00000518	taxon:	20230407
PTHR43895	PTN008686316	GO:0007165	P	IBD	false	AGI_LocusCode:AT1G29230|AGI_LocusCode:AT2G30360|AGI_LocusCode:AT2G34180|MGI:MGI:1341870|PomBase:SPCC1259.13|SGD:S000000478|UniProtKB:Q15831|UniProtKB:Q96RR4	taxon:	20250413
