id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A6NKC9,SH2 domain-containing protein 7,protein,9606,Homo sapiens,Homo sapiens (Human),SH2D7,451,PTHR14388:SF6,SH2 DOMAIN-CONTAINING PROTEIN 7,True
A6X942,SH2 domain-containing protein 4B,protein,10090,Mus musculus,Mus musculus (Mouse),Sh2d4b,431,PTHR14388:SF7,SH2 DOMAIN-CONTAINING PROTEIN 4B,True
Q08CX2,SH2 domain-containing protein 4A,protein,8364,Xenopus tropicalis,Xenopus tropicalis (Western clawed frog),sh2d4a,453,PTHR14388:SF5,SH2 DOMAIN-CONTAINING PROTEIN 4A,True
Q56A36,Hematopoietic SH2 domain-containing protein homolog,protein,7955,Danio rerio,Danio rerio (Zebrafish),hsh2d,365,PTHR14388:SF3,HEMATOPOIETIC SH2 DOMAIN-CONTAINING PROTEIN,True
Q5SQS7,SH2 domain-containing protein 4B,protein,9606,Homo sapiens,Homo sapiens (Human),SH2D4B,431,PTHR14388:SF7,SH2 DOMAIN-CONTAINING PROTEIN 4B,True
Q6AYC8,SH2 domain-containing protein 4A,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Sh2d4a,422,PTHR14388:SF5,SH2 DOMAIN-CONTAINING PROTEIN 4A,True
Q6VYH9,Hematopoietic SH2 domain-containing protein,protein,10090,Mus musculus,Mus musculus (Mouse),Hsh2d,334,PTHR14388:SF3,HEMATOPOIETIC SH2 DOMAIN-CONTAINING PROTEIN,True
Q8BI17,SH2 domain-containing protein 7,protein,10090,Mus musculus,Mus musculus (Mouse),Sh2d7,458,PTHR14388:SF6,SH2 DOMAIN-CONTAINING PROTEIN 7,True
Q96JZ2,Hematopoietic SH2 domain-containing protein,protein,9606,Homo sapiens,Homo sapiens (Human),HSH2D,352,PTHR14388:SF3,HEMATOPOIETIC SH2 DOMAIN-CONTAINING PROTEIN,True
Q9D7V1,SH2 domain-containing protein 4A,protein,10090,Mus musculus,Mus musculus (Mouse),Sh2d4a,421,PTHR14388:SF5,SH2 DOMAIN-CONTAINING PROTEIN 4A,True
Q9H788,SH2 domain-containing protein 4A,protein,9606,Homo sapiens,Homo sapiens (Human),SH2D4A,454,PTHR14388:SF5,SH2 DOMAIN-CONTAINING PROTEIN 4A,True
Q9NP31,SH2 domain-containing protein 2A,protein,9606,Homo sapiens,Homo sapiens (Human),SH2D2A,389,PTHR14388:SF9,SH2 DOMAIN-CONTAINING PROTEIN 2A,True
Q9QXK9,SH2 domain-containing protein 2A,protein,10090,Mus musculus,Mus musculus (Mouse),Sh2d2a,374,PTHR14388:SF9,SH2 DOMAIN-CONTAINING PROTEIN 2A,True
