id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A1L8EXB5,Actin-related protein 2/3 complex subunit 1A-B,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),arpc1a-b,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
O15143,Actin-related protein 2/3 complex subunit 1B,protein,9606,Homo sapiens,Homo sapiens (Human),ARPC1B,372,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
O80856,Actin-related protein 2/3 complex subunit 1A,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),ARPC1A,378,PTHR10709:SF2,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT,True
O88656,Actin-related protein 2/3 complex subunit 1B,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Arpc1b,372,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
O96622,Actin-related protein 2/3 complex subunit 1,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),arcA,369,PTHR10709:SF2,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT,True
P38328,Actin-related protein 2/3 complex subunit 1,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),ARC40,384,PTHR10709:SF2,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT,True
P78774,Actin-related protein 2/3 complex subunit 1,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),arc1,377,PTHR10709:SF2,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT,True
Q1JP79,Actin-related protein 2/3 complex subunit 1A,protein,9913,Bos taurus,Bos taurus (Bovine),ARPC1A,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
Q58CQ2,Actin-related protein 2/3 complex subunit 1B,protein,9913,Bos taurus,Bos taurus (Bovine),ARPC1B,372,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
Q6GNU1,Actin-related protein 2/3 complex subunit 1B-B,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),arpc1b-b,369,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
Q7ZXD5,Actin-related protein 2/3 complex subunit 1B-A,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),arpc1b-a,369,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
Q8AVT9,Actin-related protein 2/3 complex subunit 1A-A,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),arpc1a-a,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
Q92747,Actin-related protein 2/3 complex subunit 1A,protein,9606,Homo sapiens,Homo sapiens (Human),ARPC1A,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
Q99PD4,Actin-related protein 2/3 complex subunit 1A,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Arpc1a,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
Q9R0Q6,Actin-related protein 2/3 complex subunit 1A,protein,10090,Mus musculus,Mus musculus (Mouse),Arpc1a,370,PTHR10709:SF11,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1A,True
Q9SJW6,Actin-related protein 2/3 complex subunit 1B,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),ARPC1B,378,PTHR10709:SF2,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT,True
Q9WV32,Actin-related protein 2/3 complex subunit 1B,protein,10090,Mus musculus,Mus musculus (Mouse),Arpc1b,372,PTHR10709:SF10,ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 1B,True
