id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A1A7L1,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,glnD,890,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A1JP85,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,393305,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),glnD,892,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A1KU16,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,272831,Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),glnD,852,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A1V572,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,320388,Burkholderia mallei (strain SAVP1),Burkholderia mallei (strain SAVP1),glnD,858,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A2SB69,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,412022,Burkholderia mallei (strain NCTC 10229),Burkholderia mallei (strain NCTC 10229),glnD,858,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A3M4Q8,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,400667,Acinetobacter baumannii (strain ATCC 17978 / DSM 105126 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377),Acinetobacter baumannii (strain ATCC 17978 / DSM 105126 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377),glnD,887,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A3MKU6,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,320389,Burkholderia mallei (strain NCTC 10247),Burkholderia mallei (strain NCTC 10247),glnD,858,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A3NAV0,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,320373,Burkholderia pseudomallei (strain 668),Burkholderia pseudomallei (strain 668),glnD,858,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A3NWN4,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,357348,Burkholderia pseudomallei (strain 1106a),Burkholderia pseudomallei (strain 1106a),glnD,858,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
A4JF78,Bifunctional uridylyltransferase/uridylyl-removing enzyme,protein,269482,Burkholderia vietnamiensis (strain G4 / LMG 22486),Burkholderia vietnamiensis (strain G4 / LMG 22486),glnD,859,PTHR47320:SF1,BIFUNCTIONAL URIDYLYLTRANSFERASE_URIDYLYL-REMOVING ENZYME,True
