id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O94361,Uncharacterized acyltransferase C428.14,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),SPBC428.14,350,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
P32129,1-acylglycerol-3-phosphate O-acyltransferase YihG,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),yihG,310,PTHR10983:SF15,ACYLTRANSFERASE YIHG-RELATED,True
P38226,2-acyl-1-lysophosphatidylinositol acyltransferase,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),CST26,397,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q08750,Protein MUM3,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),MUM3,479,PTHR10983:SF70,PROTEIN MUM3,True
Q11087,Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-12,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,acl-12,391,PTHR10983:SF14,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE ACL-12-RELATED,True
Q12185,Uncharacterized acyltransferase YDR018C,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),YDR018C,396,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q20800,Lysophosphatidylinositol acyltransferase 10,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,bus-18,391,PTHR10983:SF20,LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE 10,True
Q3UN02,Lysocardiolipin acyltransferase 1,protein,10090,Mus musculus,Mus musculus (Mouse),Lclat1,376,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q41745,1-acyl-sn-glycerol-3-phosphate acyltransferase PLS1,protein,4577,Zea mays,Zea mays (Maize),PLS1,374,PTHR10983:SF75,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE PLS1,True
Q4R581,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,protein,9541,Macaca fascicularis,Macaca fascicularis (Crab-eating macaque),AGPAT4,378,PTHR10983:SF8,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE DELTA,True
Q5E9R2,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,protein,9913,Bos taurus,Bos taurus (Bovine),AGPAT4,378,PTHR10983:SF8,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE DELTA,True
Q5F3X0,Lysocardiolipin acyltransferase 1,protein,9031,Gallus gallus,Gallus gallus (Chicken),LCLAT1,378,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q5R757,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),AGPAT4,378,PTHR10983:SF8,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE DELTA,True
Q5RA57,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),AGPAT3,376,PTHR10983:SF9,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE GAMMA,True
Q6IWY1,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,protein,3712,Brassica oleracea,Brassica oleracea (Wild cabbage),LPAT2,391,PTHR10983:SF24,"1-ACYLGLYCEROL-3-PHOSPHATE O-ACYLTRANSFERASE 3, ISOFORM E-RELATED",True
Q6NYV8,Lysocardiolipin acyltransferase 1,protein,7955,Danio rerio,Danio rerio (Zebrafish),lclat1,388,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q6UWP7,Lysocardiolipin acyltransferase 1,protein,9606,Homo sapiens,Homo sapiens (Human),LCLAT1,414,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q8K4X7,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,protein,10090,Mus musculus,Mus musculus (Mouse),Agpat4,378,PTHR10983:SF8,1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE DELTA,True
Q8L4Y2,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),LPAT4,378,PTHR10983:SF16,LYSOCARDIOLIPIN ACYLTRANSFERASE 1,True
Q8LG50,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),LPAT2,389,PTHR10983:SF24,"1-ACYLGLYCEROL-3-PHOSPHATE O-ACYLTRANSFERASE 3, ISOFORM E-RELATED",True
Q91YX5,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,protein,10090,Mus musculus,Mus musculus (Mouse),Lpgat1,370,PTHR10983:SF2,ACYL-COA:LYSOPHOSPHATIDYLGLYCEROL ACYLTRANSFERASE 1,True
