term_id	label	is_obsolete	fetched_date
GO:0000012	single strand break repair	false	2026-02-10T14:41:12.485289
GO:0000015	phosphopyruvate hydratase complex	false	2026-02-10T14:41:12.485654
GO:0000017	alpha-glucoside transport	false	2026-02-10T14:41:12.485824
GO:0000030	mannosyltransferase activity	false	2026-02-10T14:41:12.486160
GO:0000045	autophagosome assembly	false	2026-02-10T14:41:12.486284
GO:0000049	tRNA binding	false	2026-02-10T14:41:12.486384
GO:0000055	ribosomal large subunit export from nucleus	false	2026-02-10T14:41:12.486512
GO:0000056	ribosomal small subunit export from nucleus	false	2026-02-10T14:41:12.486601
GO:0000077	DNA damage checkpoint signaling	false	2026-02-10T14:41:12.486720
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	false	2026-02-10T14:41:12.486808
GO:0000082	G1/S transition of mitotic cell cycle	false	2026-02-10T14:41:12.486892
GO:0000086	G2/M transition of mitotic cell cycle	false	2026-02-10T14:41:12.486993
GO:0000104	succinate dehydrogenase activity	false	2026-02-10T14:41:12.487113
GO:0000118	histone deacetylase complex	false	2026-02-10T14:41:12.487293
GO:0000122	negative regulation of transcription by RNA polymerase II	false	2026-02-10T14:41:12.487447
GO:0000123	histone acetyltransferase complex	false	2026-02-10T14:41:12.487555
GO:0000124	SAGA complex	false	2026-02-10T14:41:12.487651
GO:0000131	incipient cellular bud site	false	2026-02-10T14:41:12.487741
GO:0000132	establishment of mitotic spindle orientation	false	2026-02-10T14:41:12.487827
GO:0000133	polarisome	false	2026-02-10T14:41:12.487912
GO:0000137	Golgi cis cisterna	false	2026-02-10T14:41:12.488000
GO:0000139	Golgi membrane	false	2026-02-10T14:41:12.488085
GO:0000149	SNARE binding	false	2026-02-10T14:41:12.488211
GO:0000151	ubiquitin ligase complex	false	2026-02-10T14:41:12.488296
GO:0000152	nuclear ubiquitin ligase complex	false	2026-02-10T14:41:12.488379
GO:0000153	cytoplasmic ubiquitin ligase complex	false	2026-02-10T14:41:12.488460
GO:0000155	phosphorelay sensor kinase activity	false	2026-02-10T14:41:12.488562
GO:0000156	phosphorelay response regulator activity	false	2026-02-10T14:41:12.488644
GO:0000160	phosphorelay signal transduction system	false	2026-02-10T14:41:12.488728
GO:0000165	MAPK cascade	false	2026-02-10T14:41:12.488810
GO:0000166	nucleotide binding	false	2026-02-10T14:41:12.489121
GO:0000175	3'-5'-RNA exonuclease activity	false	2026-02-10T14:41:12.489310
GO:0000182	rDNA binding	false	2026-02-10T14:41:12.489435
GO:0000183	rDNA heterochromatin formation	false	2026-02-10T14:41:12.489536
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	false	2026-02-10T14:41:12.489667
GO:0000209	protein polyubiquitination	false	2026-02-10T14:41:12.489925
GO:0000210	NAD+ diphosphatase activity	false	2026-02-10T14:41:12.490018
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	false	2026-02-10T14:41:12.490104
GO:0000226	microtubule cytoskeleton organization	false	2026-02-10T14:41:12.490391
GO:0000228	nuclear chromosome	false	2026-02-10T14:41:12.490684
GO:0000242	pericentriolar material	false	2026-02-10T14:41:12.490840
GO:0000246	Delta24(24-1) sterol reductase activity	false	2026-02-10T14:41:12.490985
GO:0000248	C-5 sterol desaturase activity	false	2026-02-10T14:41:12.491124
GO:0000266	mitochondrial fission	false	2026-02-10T14:41:12.491293
GO:0000272	polysaccharide catabolic process	false	2026-02-10T14:41:12.491440
GO:0000278	mitotic cell cycle	false	2026-02-10T14:41:12.491590
GO:0000281	mitotic cytokinesis	false	2026-02-10T14:41:12.491684
GO:0000287	magnesium ion binding	false	2026-02-10T14:41:12.491769
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	false	2026-02-10T14:41:12.491852
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	false	2026-02-10T14:41:12.491973
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	false	2026-02-10T14:41:12.492216
GO:0000302	response to reactive oxygen species	false	2026-02-10T14:41:12.492427
GO:0000303	response to superoxide	false	2026-02-10T14:41:12.492552
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	false	2026-02-10T14:41:12.492647
GO:0000322	storage vacuole	false	2026-02-10T14:41:12.492772
GO:0000324	fungal-type vacuole	false	2026-02-10T14:41:12.492861
GO:0000325	plant-type vacuole	false	2026-02-10T14:41:12.492941
GO:0000328	fungal-type vacuole lumen	false	2026-02-10T14:41:12.493037
GO:0000329	fungal-type vacuole membrane	false	2026-02-10T14:41:12.493115
GO:0000333	telomerase catalytic core complex	false	2026-02-10T14:41:12.493191
GO:0000338	protein deneddylation	false	2026-02-10T14:41:12.493270
GO:0000373	Group II intron splicing	false	2026-02-10T14:41:12.493521
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	false	2026-02-10T14:41:12.493608
GO:0000398	mRNA splicing, via spliceosome	false	2026-02-10T14:41:12.493864
GO:0000400	four-way junction DNA binding	false	2026-02-10T14:41:12.493953
GO:0000403	Y-form DNA binding	false	2026-02-10T14:41:12.494033
GO:0000405	bubble DNA binding	false	2026-02-10T14:41:12.494108
GO:0000407	phagophore assembly site	false	2026-02-10T14:41:12.494183
GO:0000411	positive regulation of transcription by galactose	false	2026-02-10T14:41:12.494259
GO:0000421	autophagosome membrane	false	2026-02-10T14:41:12.494389
GO:0000422	autophagy of mitochondrion	false	2026-02-10T14:41:12.494468
GO:0000423	mitophagy	false	2026-02-10T14:41:12.494547
GO:0000425	pexophagy	false	2026-02-10T14:41:12.494677
GO:0000428	DNA-directed RNA polymerase complex	false	2026-02-10T14:41:12.494926
GO:0000502	proteasome complex	false	2026-02-10T14:41:12.495161
GO:0000510	H3-H4 histone complex chaperone activity	false	2026-02-10T14:41:12.495331
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	false	2026-02-10T14:41:12.495770
GO:0000578	embryonic axis specification	false	2026-02-10T14:41:12.495925
GO:0000712	resolution of meiotic recombination intermediates	false	2026-02-10T14:41:12.496404
GO:0000719	photoreactive repair	false	2026-02-10T14:41:12.496711
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	false	2026-02-10T14:41:12.496849
GO:0000722	telomere maintenance via recombination	false	2026-02-10T14:41:12.496987
GO:0000723	telomere maintenance	false	2026-02-10T14:41:12.497078
GO:0000724	double-strand break repair via homologous recombination	false	2026-02-10T14:41:12.497163
GO:0000725	recombinational repair	false	2026-02-10T14:41:12.497250
GO:0000729	DNA double-strand break processing	false	2026-02-10T14:41:12.497332
GO:0000730	DNA recombinase assembly	false	2026-02-10T14:41:12.497411
GO:0000731	DNA synthesis involved in DNA repair	false	2026-02-10T14:41:12.497487
GO:0000753	cell morphogenesis involved in conjugation with cellular fusion	false	2026-02-10T14:41:12.497674
GO:0000774	adenyl-nucleotide exchange factor activity	false	2026-02-10T14:41:12.497918
GO:0000775	chromosome, centromeric region	false	2026-02-10T14:41:12.498015
GO:0000776	kinetochore	false	2026-02-10T14:41:12.498096
GO:0000781	chromosome, telomeric region	false	2026-02-10T14:41:12.498183
GO:0000783	nuclear telomere cap complex	false	2026-02-10T14:41:12.498264
GO:0000785	chromatin	false	2026-02-10T14:41:12.498343
GO:0000786	nucleosome	false	2026-02-10T14:41:12.498468
GO:0000791	euchromatin	false	2026-02-10T14:41:12.498552
GO:0000792	heterochromatin	false	2026-02-10T14:41:12.498628
GO:0000793	condensed chromosome	false	2026-02-10T14:41:12.498705
GO:0000794	condensed nuclear chromosome	false	2026-02-10T14:41:12.498782
GO:0000795	synaptonemal complex	false	2026-02-10T14:41:12.498859
GO:0000800	lateral element	false	2026-02-10T14:41:12.498934
GO:0000801	central element	false	2026-02-10T14:41:12.499009
GO:0000805	X chromosome	false	2026-02-10T14:41:12.499083
GO:0000815	ESCRT III complex	false	2026-02-10T14:41:12.499215
GO:0000819	sister chromatid segregation	false	2026-02-10T14:41:12.499343
GO:0000822	inositol hexakisphosphate binding	false	2026-02-10T14:41:12.499443
GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity	false	2026-02-10T14:41:12.499604
GO:0000828	inositol hexakisphosphate kinase activity	false	2026-02-10T14:41:12.499711
GO:0000829	diphosphoinositol pentakisphosphate kinase activity	false	2026-02-10T14:41:12.499792
GO:0000831	inositol hexakisphosphate 6-kinase activity	false	2026-02-10T14:41:12.499869
GO:0000832	inositol hexakisphosphate 5-kinase activity	false	2026-02-10T14:41:12.499946
GO:0000836	Hrd1p ubiquitin ligase complex	false	2026-02-10T14:41:12.500019
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	false	2026-02-10T14:41:12.500184
GO:0000900	mRNA regulatory element binding translation repressor activity	false	2026-02-10T14:41:12.500311
GO:0000902	cell morphogenesis	false	2026-02-10T14:41:12.500403
GO:0000910	cytokinesis	false	2026-02-10T14:41:12.500487
GO:0000917	division septum assembly	false	2026-02-10T14:41:12.500686
GO:0000918	division septum site selection	false	2026-02-10T14:41:12.500775
GO:0000920	septum digestion after cytokinesis	false	2026-02-10T14:41:12.500860
GO:0000922	spindle pole	false	2026-02-10T14:41:12.500969
GO:0000930	gamma-tubulin complex	false	2026-02-10T14:41:12.501055
GO:0000931	gamma-tubulin ring complex	false	2026-02-10T14:41:12.501141
GO:0000932	P-body	false	2026-02-10T14:41:12.501220
GO:0000935	division septum	false	2026-02-10T14:41:12.501300
GO:0000940	outer kinetochore	false	2026-02-10T14:41:12.501532
GO:0000956	nuclear-transcribed mRNA catabolic process	false	2026-02-10T14:41:12.501798
GO:0000957	mitochondrial RNA catabolic process	false	2026-02-10T14:41:12.501890
GO:0000974	Prp19 complex	false	2026-02-10T14:41:12.501987
GO:0000976	transcription cis-regulatory region binding	false	2026-02-10T14:41:12.502070
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	false	2026-02-10T14:41:12.502150
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	false	2026-02-10T14:41:12.502231
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	false	2026-02-10T14:41:12.502309
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	false	2026-02-10T14:41:12.502389
GO:0000987	cis-regulatory region sequence-specific DNA binding	false	2026-02-10T14:41:12.502467
GO:0001000	bacterial-type RNA polymerase core enzyme binding	false	2026-02-10T14:41:12.502547
GO:0001046	core promoter sequence-specific DNA binding	false	2026-02-10T14:41:12.502682
GO:0001094	TFIID-class transcription factor complex binding	false	2026-02-10T14:41:12.502845
GO:0001112	DNA-templated transcription open complex formation	false	2026-02-10T14:41:12.502984
GO:0001163	RNA polymerase I transcription regulatory region sequence-specific DNA binding	false	2026-02-10T14:41:12.503238
GO:0001172	RNA-templated transcription	false	2026-02-10T14:41:12.503486
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	false	2026-02-10T14:41:12.503580
GO:0001216	DNA-binding transcription activator activity	false	2026-02-10T14:41:12.503700
GO:0001217	DNA-binding transcription repressor activity	false	2026-02-10T14:41:12.503787
GO:0001221	transcription coregulator binding	false	2026-02-10T14:41:12.503909
GO:0001222	transcription corepressor binding	false	2026-02-10T14:41:12.503993
GO:0001223	transcription coactivator binding	false	2026-02-10T14:41:12.504077
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	false	2026-02-10T14:41:12.504160
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	false	2026-02-10T14:41:12.504242
GO:0001401	SAM complex	false	2026-02-10T14:41:12.504364
GO:0001405	PAM complex, Tim23 associated import motor	false	2026-02-10T14:41:12.504518
GO:0001501	skeletal system development	false	2026-02-10T14:41:12.504603
GO:0001502	cartilage condensation	false	2026-02-10T14:41:12.504682
GO:0001503	ossification	false	2026-02-10T14:41:12.504763
GO:0001508	action potential	false	2026-02-10T14:41:12.505002
GO:0001515	opioid peptide activity	false	2026-02-10T14:41:12.505092
GO:0001516	prostaglandin biosynthetic process	false	2026-02-10T14:41:12.505171
GO:0001518	voltage-gated sodium channel complex	false	2026-02-10T14:41:12.505251
GO:0001522	pseudouridine synthesis	false	2026-02-10T14:41:12.505330
GO:0001523	retinoid metabolic process	false	2026-02-10T14:41:12.505407
GO:0001525	angiogenesis	false	2026-02-10T14:41:12.505520
GO:0001527	microfibril	false	2026-02-10T14:41:12.505601
GO:0001530	lipopolysaccharide binding	false	2026-02-10T14:41:12.505679
GO:0001533	cornified envelope	false	2026-02-10T14:41:12.505757
GO:0001540	amyloid-beta binding	false	2026-02-10T14:41:12.505858
GO:0001541	ovarian follicle development	false	2026-02-10T14:41:12.505937
GO:0001554	luteolysis	false	2026-02-10T14:41:12.506015
GO:0001556	oocyte maturation	false	2026-02-10T14:41:12.506092
GO:0001558	regulation of cell growth	false	2026-02-10T14:41:12.506169
GO:0001568	blood vessel development	false	2026-02-10T14:41:12.506251
GO:0001569	branching involved in blood vessel morphogenesis	false	2026-02-10T14:41:12.506326
GO:0001570	vasculogenesis	false	2026-02-10T14:41:12.506405
GO:0001578	microtubule bundle formation	false	2026-02-10T14:41:12.506483
GO:0001588	dopamine neurotransmitter receptor activity, coupled via Gs	false	2026-02-10T14:41:12.506615
GO:0001596	angiotensin type I receptor activity	false	2026-02-10T14:41:12.506714
GO:0001618	virus receptor activity	false	2026-02-10T14:41:12.506830
GO:0001649	osteoblast differentiation	false	2026-02-10T14:41:12.506961
GO:0001652	granular component	false	2026-02-10T14:41:12.507086
GO:0001654	eye development	false	2026-02-10T14:41:12.507185
GO:0001656	metanephros development	false	2026-02-10T14:41:12.507274
GO:0001657	ureteric bud development	false	2026-02-10T14:41:12.507355
GO:0001658	branching involved in ureteric bud morphogenesis	false	2026-02-10T14:41:12.507434
GO:0001659	temperature homeostasis	false	2026-02-10T14:41:12.507515
GO:0001661	conditioned taste aversion	false	2026-02-10T14:41:12.507597
GO:0001662	behavioral fear response	false	2026-02-10T14:41:12.507678
GO:0001664	G protein-coupled receptor binding	false	2026-02-10T14:41:12.507758
GO:0001666	response to hypoxia	false	2026-02-10T14:41:12.508109
GO:0001669	acrosomal vesicle	false	2026-02-10T14:41:12.508298
GO:0001671	ATPase activator activity	false	2026-02-10T14:41:12.508412
GO:0001673	male germ cell nucleus	false	2026-02-10T14:41:12.508505
GO:0001674	female germ cell nucleus	false	2026-02-10T14:41:12.508592
GO:0001676	long-chain fatty acid metabolic process	false	2026-02-10T14:41:12.508810
GO:0001678	intracellular glucose homeostasis	false	2026-02-10T14:41:12.508978
GO:0001694	histamine biosynthetic process	false	2026-02-10T14:41:12.509079
GO:0001701	in utero embryonic development	false	2026-02-10T14:41:12.509186
GO:0001702	gastrulation with mouth forming second	false	2026-02-10T14:41:12.509321
GO:0001706	endoderm formation	false	2026-02-10T14:41:12.509400
GO:0001708	cell fate specification	false	2026-02-10T14:41:12.509477
GO:0001709	cell fate determination	false	2026-02-10T14:41:12.509559
GO:0001711	endodermal cell fate commitment	false	2026-02-10T14:41:12.509650
GO:0001714	endodermal cell fate specification	false	2026-02-10T14:41:12.509735
GO:0001716	L-amino-acid oxidase activity	false	2026-02-10T14:41:12.509814
GO:0001725	stress fiber	false	2026-02-10T14:41:12.509910
GO:0001726	ruffle	false	2026-02-10T14:41:12.509987
GO:0001731	formation of translation preinitiation complex	false	2026-02-10T14:41:12.510156
GO:0001732	formation of cytoplasmic translation initiation complex	false	2026-02-10T14:41:12.510312
GO:0001736	establishment of planar polarity	false	2026-02-10T14:41:12.510428
GO:0001738	morphogenesis of a polarized epithelium	false	2026-02-10T14:41:12.510522
GO:0001741	XY body	false	2026-02-10T14:41:12.510607
GO:0001754	eye photoreceptor cell differentiation	false	2026-02-10T14:41:12.510698
GO:0001755	neural crest cell migration	false	2026-02-10T14:41:12.510779
GO:0001756	somitogenesis	false	2026-02-10T14:41:12.510859
GO:0001757	somite specification	false	2026-02-10T14:41:12.510938
GO:0001758	retinal dehydrogenase (NAD+) activity	false	2026-02-10T14:41:12.511019
GO:0001764	neuron migration	false	2026-02-10T14:41:12.511101
GO:0001772	immunological synapse	false	2026-02-10T14:41:12.511262
GO:0001773	myeloid dendritic cell activation	false	2026-02-10T14:41:12.511393
GO:0001774	microglial cell activation	false	2026-02-10T14:41:12.511492
GO:0001775	cell activation	false	2026-02-10T14:41:12.511578
GO:0001776	leukocyte homeostasis	false	2026-02-10T14:41:12.511657
GO:0001778	plasma membrane repair	false	2026-02-10T14:41:12.511737
GO:0001779	natural killer cell differentiation	false	2026-02-10T14:41:12.511813
GO:0001782	B cell homeostasis	false	2026-02-10T14:41:12.511920
GO:0001783	B cell apoptotic process	false	2026-02-10T14:41:12.511998
GO:0001784	phosphotyrosine residue binding	false	2026-02-10T14:41:12.512077
GO:0001786	phosphatidylserine binding	false	2026-02-10T14:41:12.512153
GO:0001806	type IV hypersensitivity	false	2026-02-10T14:41:12.512242
