"name"	"url"	"byte_range"	"bytes"	"sha256"	"status"	"content_type"	"content_range"	"etag"	"last_modified"
"uniprot:A1A4G5"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AA1A4G5&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"256"	"b378dd1266dad5acbeeec79d319b6f295e87d8a751ce6693c64e6de43b6e9b8d"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:Q9C0E8"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AQ9C0E8&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"374"	"464f6bfad45577769dcda649d655ff06905c2410eda06170e44d8c7acb2a92bc"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P07948"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP07948&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"520"	"eb0f6dbbf7aa013b5f92ed313cb25d87478ba67d24adc6af1607a1894815092d"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P27348"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP27348&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"303"	"99f35b57ad7fae4c826a2f8b34586861edcc5019dec758e69848e3a008ebb6bd"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P31946"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP31946&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"915"	"4e1515ae09d5bdbe96c9b0c4cc80811d5062329a3c5361c4cce3678d4583e12e"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P61981"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP61981&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"299"	"850368316298534e391e9f30f4cf39a1c094855ada1a593a33f7164b0503c7f2"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P62258"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP62258&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"301"	"b1b89e2f7f9f241fd8284c2317ea4b4f707a7825d9b440aaedaa924f47610904"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P63104"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP63104&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"718"	"e56d446635dfb445218f088b4f15bc659f54673cc642e5e662ba29649962bf84"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:E7ESK7"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AE7ESK7&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"248"	"87991aa3c3d8f44538fe3dd04e457d384d8bd6b21e9b8b68d3616235cadd4ab9"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:Q04917"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AQ04917&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"208"	"86e57d42456f62b49969c6b361f160f573873acfbfe7076968e422278ee60372"	"200"	"text/plain;format=tsv"	""	""	""
"uniprot:P31947"	"https://rest.uniprot.org/uniprotkb/search?query=accession%3AP31947&format=tsv&fields=accession%2Cid%2Cgene_primary%2Cgene_names%2Cprotein_name%2Clength%2Corganism_id%2Creviewed%2Cxref_ensembl"	""	"249"	"f365cbe948dd07ed3f134622efd5d354e462f81eef61253487bf4d3708e32415"	"200"	"text/plain;format=tsv"	""	""	""
