family_id,review_status,term_scopes,unresolved_terms,family_wide_terms
PTHR10102,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR10131,COMPLETE,UNRESOLVED: 1,1,0
PTHR10139,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR10177,COMPLETE,UNRESOLVED: 1,1,0
PTHR10194,COMPLETE,UNRESOLVED: 1,1,0
PTHR10196,COMPLETE,UNRESOLVED: 1,1,0
PTHR10283,COMPLETE,UNRESOLVED: 1,1,0
PTHR10380,COMPLETE,UNRESOLVED: 1,1,0
PTHR10383,COMPLETE,No term grants asserted,0,0
PTHR10410,COMPLETE,UNRESOLVED: 1,1,0
PTHR10414,COMPLETE,UNRESOLVED: 1,1,0
PTHR10472,COMPLETE,UNRESOLVED: 1,1,0
PTHR10489,COMPLETE,UNRESOLVED: 1,1,0
PTHR10553,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR10589,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR10623,COMPLETE,UNRESOLVED: 1,1,0
PTHR10638,COMPLETE,UNRESOLVED: 1,1,0
PTHR10648,COMPLETE,UNRESOLVED: 6,6,0
PTHR10680,COMPLETE,UNRESOLVED: 2,2,0
PTHR10724,COMPLETE,UNRESOLVED: 2,2,0
PTHR10746,COMPLETE,UNRESOLVED: 1,1,0
PTHR10807,COMPLETE,UNRESOLVED: 8,8,0
PTHR10809,COMPLETE,UNRESOLVED: 1,1,0
PTHR10859,COMPLETE,UNRESOLVED: 1,1,0
PTHR10871,COMPLETE,UNRESOLVED: 1,1,0
PTHR10913,COMPLETE,No term grants asserted,0,0
PTHR10920,COMPLETE,No term grants asserted,0,0
PTHR10937,COMPLETE,UNRESOLVED: 1,1,0
PTHR10985,COMPLETE,UNRESOLVED: 2,2,0
PTHR10997,COMPLETE,UNRESOLVED: 1,1,0
PTHR11012,COMPLETE,UNRESOLVED: 1,1,0
PTHR11021,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR11034,COMPLETE,No term grants asserted,0,0
PTHR11042,COMPLETE,UNRESOLVED: 1,1,0
PTHR11085,COMPLETE,UNRESOLVED: 1,1,0
PTHR11134,COMPLETE,UNRESOLVED: 1,1,0
PTHR11200,COMPLETE,No term grants asserted,0,0
PTHR11208,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR11223,COMPLETE,UNRESOLVED: 1,1,0
PTHR11347,COMPLETE,No term grants asserted,0,0
PTHR11349,COMPLETE,UNRESOLVED: 1,1,0
PTHR11473,COMPLETE,UNRESOLVED: 1,1,0
PTHR11475,COMPLETE,No term grants asserted,0,0
PTHR11527,COMPLETE,UNRESOLVED: 5,5,0
PTHR11586,COMPLETE,UNRESOLVED: 1,1,0
PTHR11588,COMPLETE,UNRESOLVED: 1,1,0
PTHR11592,COMPLETE,UNRESOLVED: 1,1,0
PTHR11615,COMPLETE,UNRESOLVED: 1,1,0
PTHR11630,COMPLETE,UNRESOLVED: 1,1,0
PTHR11640,COMPLETE,UNRESOLVED: 1,1,0
PTHR11644,COMPLETE,No term grants asserted,0,0
PTHR11669,COMPLETE,UNRESOLVED: 1,1,0
PTHR11711,COMPLETE,UNRESOLVED: 1,1,0
PTHR11712,COMPLETE,UNRESOLVED: 1,1,0
PTHR11728,COMPLETE,No term grants asserted,0,0
PTHR11733,COMPLETE,UNRESOLVED: 1,1,0
PTHR11742,COMPLETE,No term grants asserted,0,0
PTHR11753,COMPLETE,UNRESOLVED: 1,1,0
PTHR11782,COMPLETE,No term grants asserted,0,0
PTHR11814,COMPLETE,UNRESOLVED: 2,2,0
PTHR11824,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR11825,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR11863,COMPLETE,UNRESOLVED: 1,1,0
PTHR11935,COMPLETE,UNRESOLVED: 1,1,0
PTHR11952,COMPLETE,UNRESOLVED: 1,1,0
PTHR11972,COMPLETE,UNRESOLVED: 1,1,0
PTHR12064,COMPLETE,UNRESOLVED: 3,3,0
PTHR12210,COMPLETE,UNRESOLVED: 1,1,0
PTHR12242,COMPLETE,No term grants asserted,0,0
PTHR12311,COMPLETE,UNRESOLVED: 1,1,0
PTHR12363,COMPLETE,UNRESOLVED: 1,1,0
PTHR12444,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR12449,COMPLETE,No term grants asserted,0,0
PTHR12450,COMPLETE,UNRESOLVED: 1,1,0
PTHR12469,COMPLETE,UNRESOLVED: 1,1,0
PTHR12480,COMPLETE,UNRESOLVED: 5,5,0
PTHR12514,COMPLETE,FAMILY_WIDE: 2,0,2
PTHR12563,COMPLETE,FAMILY_WIDE: 1; UNRESOLVED: 1,1,1
PTHR12566,COMPLETE,FAMILY_WIDE: 2,0,2
PTHR12618,COMPLETE,No term grants asserted,0,0
PTHR12632,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR12654,COMPLETE,No term grants asserted,0,0
PTHR12728,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR12959,COMPLETE,FAMILY_WIDE: 2,0,2
PTHR13085,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR13131,COMPLETE,No term grants asserted,0,0
PTHR13195,COMPLETE,UNRESOLVED: 1,1,0
PTHR13205,COMPLETE,UNRESOLVED: 1,1,0
PTHR13283,COMPLETE,No term grants asserted,0,0
PTHR13301,COMPLETE,UNRESOLVED: 1,1,0
PTHR13393,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR13408,COMPLETE,FAMILY_WIDE: 2,0,2
PTHR13547,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR13667,COMPLETE,No term grants asserted,0,0
PTHR13976,COMPLETE,UNRESOLVED: 1,1,0
PTHR13980,COMPLETE,FAMILY_WIDE: 2,0,2
PTHR14338,COMPLETE,No term grants asserted,0,0
PTHR14440,COMPLETE,No term grants asserted,0,0
PTHR14495,COMPLETE,No term grants asserted,0,0
PTHR14773,COMPLETE,UNRESOLVED: 2,2,0
PTHR15245,COMPLETE,No term grants asserted,0,0
PTHR15256,COMPLETE,No term grants asserted,0,0
PTHR15921,COMPLETE,No term grants asserted,0,0
PTHR16515,COMPLETE,No term grants asserted,0,0
PTHR18896,COMPLETE,No term grants asserted,0,0
