id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O67304,Peptide transporter CstA,protein,224324,Aquifex aeolicus (strain VF5),Aquifex aeolicus (strain VF5),cstA,555,PTHR30252:SF0,PEPTIDE TRANSPORTER CSTA,True
O86233,Uncharacterized membrane protein HI_1126.1,protein,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),HI_1126.1,371,PTHR30252:SF4,CARBON STARVATION,True
O86234,Uncharacterized protein HI_1127,protein,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),HI_1127,138,PTHR30252:SF4,CARBON STARVATION,True
P15078,Peptide transporter CstA,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),cstA,701,PTHR30252:SF2,PEPTIDE TRANSPORTER CSTA,True
P39396,Pyruvate/proton symporter BtsT,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),btsT,716,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
P56190,Peptide transporter CstA,protein,85962,Helicobacter pylori (strain ATCC 700392 / 26695),Helicobacter pylori (strain ATCC 700392 / 26695),cstA,687,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
P94532,Peptide transporter CstA,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),cstA,598,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
P9WP46,Peptide transporter CstA,protein,83331,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),cstA,758,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
P9WP47,Peptide transporter CstA,protein,83332,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),cstA,758,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
Q0P9Y2,Peptide transporter CstA,protein,192222,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),cstA,703,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
Q9ZK47,Peptide transporter CstA,protein,85963,Helicobacter pylori (strain J99 / ATCC 700824),Helicobacter pylori (strain J99 / ATCC 700824),cstA,687,PTHR30252:SF3,PYRUVATE_PROTON SYMPORTER BTST,True
