id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A2Y4S9,Cytochrome c,protein,39946,Oryza sativa subsp. indica,Oryza sativa subsp. indica (Rice),CC-1,112,,,True
A8WQY3,Cytochrome c 2.1,protein,6238,Caenorhabditis briggsae,Caenorhabditis briggsae,cyc-2.1,112,,,True
A8X769,Probable cytochrome c 2.2,protein,6238,Caenorhabditis briggsae,Caenorhabditis briggsae,cyc-2.2,135,,,True
B4USV4,Cytochrome c,protein,30611,Otolemur garnettii,Otolemur garnettii (Small-eared galago),CYCS,105,,,True
D5QVH0,Cytochrome c-554,protein,426,Methylosinus trichosporium,Methylosinus trichosporium,MettrDRAFT_3796,132,,,True
O13393,Cytochrome c,protein,322104,Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545),Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast),CYC1,110,,,True
O22642,Cytochrome c,protein,64177,Fritillaria agrestis,Fritillaria agrestis (Stinkbells),CYTC,113,,,True
O23138,Cytochrome c-1,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),CYTC-1,114,,,True
O93863,Cytochrome c,protein,4918,Pachysolen tannophilus,Pachysolen tannophilus (Yeast),CYC1,110,,,True
P00002,Cytochrome c,protein,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),CYCS,105,,,True
P00003,Cytochrome c,protein,9511,Ateles sp.,Ateles sp. (Spider monkey),CYCS,105,,,True
P00004,Cytochrome c,protein,9796,Equus caballus,Equus caballus (Horse),CYCS,105,,,True
P00007,Cytochrome c,protein,9833,Hippopotamus amphibius,Hippopotamus amphibius (Hippopotamus),CYCS,105,,,True
P00008,Cytochrome c,protein,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),CYCS,105,,,True
P00011,Cytochrome c,protein,9615,Canis lupus familiaris,Canis lupus familiaris (Dog),CYCS,105,,,True
P00012,Cytochrome c,protein,9715,Mirounga leonina,Mirounga leonina (Southern elephant seal),CYCS,105,,,True
P00013,Cytochrome c,protein,9433,Miniopterus schreibersii,Miniopterus schreibersii (Schreibers's long-fingered bat),CYCS,105,,,True
P00014,Cytochrome c,protein,9317,Macropus giganteus,Macropus giganteus (Eastern gray kangaroo),CYCS,105,,,True
P00015,"Cytochrome c, testis-specific",protein,10090,Mus musculus,Mus musculus (Mouse),Cyct,105,,,True
P00017,Cytochrome c,protein,9234,Aptenodytes patagonicus,Aptenodytes patagonicus (King penguin),CYC,105,,,True
P00018,Cytochrome c,protein,8790,Dromaius novaehollandiae,Dromaius novaehollandiae (Emu),CYC,105,,,True
P00019,Cytochrome c,protein,8801,Struthio camelus,Struthio camelus (Common ostrich),CYC,105,,,True
P00020,Cytochrome c,protein,8839,Anas platyrhynchos,Anas platyrhynchos (Mallard),CYC,105,,,True
P00021,Cytochrome c,protein,8932,Columba livia,Columba livia (Rock dove),CYC,105,,,True
P00022,Cytochrome c,protein,8475,Chelydra serpentina,Chelydra serpentina (Snapping turtle),,105,,,True
P00024,Cytochrome c,protein,8400,Aquarana catesbeiana,Aquarana catesbeiana (American bullfrog),,105,,,True
P00025,Cytochrome c,protein,8226,Katsuwonus pelamis,Katsuwonus pelamis (Skipjack tuna),cyc,104,,,True
P00026,Cytochrome c iso-1/iso-2,protein,7962,Cyprinus carpio,Cyprinus carpio (Common carp),cyc,104,,,False
P00027,Cytochrome c,protein,7798,Squalus suckleyi,Squalus suckleyi (Puget Sound dogfish),cyc,105,,,True
P00028,Cytochrome c,protein,245074,Entosphenus tridentatus,Entosphenus tridentatus (Pacific lamprey),cyc,105,,,True
P00029,Cytochrome c,protein,7604,Asterias rubens,Asterias rubens (Common European starfish),,104,,,True
P00030,Cytochrome c,protein,6396,Eisenia fetida,Eisenia fetida (Red wiggler worm),,108,,,True
P00031,Cytochrome c,protein,6697,Macrobrachium malcolmsonii,Macrobrachium malcolmsonii (Monsoon river-prawn),,105,,,True
P00032,Cytochrome c,protein,6535,Cornu aspersum,Cornu aspersum (Brown garden snail),,104,,,False
P00035,Cytochrome c,protein,7368,Haematobia irritans,Haematobia irritans (Horn fly),,108,,,True
P00036,Cytochrome c,protein,7375,Lucilia cuprina,Lucilia cuprina (Green bottle fly),,108,,,True
P00037,Cytochrome c,protein,7127,Samia cynthia,Samia cynthia (Ailanthus silkmoth),,108,,,True
P00038,Cytochrome c,protein,7460,Apis mellifera,Apis mellifera (Honeybee),cytC,108,,,True
P00039,Cytochrome c,protein,7130,Manduca sexta,Manduca sexta (Tobacco hawkmoth),,108,,,True
P00040,Cytochrome c,protein,7010,Schistocerca gregaria,Schistocerca gregaria (Desert locust),,108,,,True
P00041,Cytochrome c,protein,4909,Pichia kudriavzevii,Pichia kudriavzevii (Yeast),CYC1,109,,,True
P00042,Cytochrome c,protein,4927,Wickerhamomyces anomalus,Wickerhamomyces anomalus (Yeast),,109,,,True
P00043,Cytochrome c,protein,284592,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968),Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast),CYC1,110,,,True
P00044,Cytochrome c isoform 1,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),CYC1,109,,,True
P00045,Cytochrome c isoform 2,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),CYC7,113,,,True
P00046,Cytochrome c,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),cyc1,109,,,True
P00047,Cytochrome c,protein,5541,Thermomyces lanuginosus,Thermomyces lanuginosus (Thermophilic fungus),,111,,,True
P00048,Cytochrome c,protein,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),cyc-1,108,,,True
P00049,Cytochrome c,protein,5271,Ustilago sphaerogena,Ustilago sphaerogena (Smut fungus),,107,,,True
P00051,Cytochrome c,protein,3661,Cucurbita maxima,Cucurbita maxima (Pumpkin),,111,,,True
P00052,Cytochrome c,protein,3916,Vigna radiata var. radiata,Vigna radiata var. radiata (Mung bean),,111,,,True
P00053,Cytochrome c,protein,3483,Cannabis sativa,Cannabis sativa (Hemp),,111,,,False
P00054,Cytochrome c,protein,4182,Sesamum indicum,Sesamum indicum (Oriental sesame),,111,,,False
P00056,Cytochrome c,protein,4577,Zea mays,Zea mays (Maize),,111,,,False
P00057,Cytochrome c,protein,3988,Ricinus communis,Ricinus communis (Castor bean),,111,,,False
P00058,Cytochrome c,protein,3634,Gossypium barbadense,Gossypium barbadense (Sea Island cotton),,111,,,False
P00059,Cytochrome c,protein,3631,Abutilon theophrasti,Abutilon theophrasti (Velvet-leaf),,111,,,False
P00060,Cytochrome c,protein,4081,Solanum lycopersicum,Solanum lycopersicum (Tomato),,111,,,True
P00061,Cytochrome c,protein,4113,Solanum tuberosum,Solanum tuberosum (Potato),,111,,,True
P00062,Cytochrome c,protein,4202,Sambucus nigra,Sambucus nigra (European elder),,111,,,True
P00063,Cytochrome c,protein,4023,Acer negundo,Acer negundo (Box elder),,112,,,True
