# PANTHER groundings known to be wrong, awaiting curation.
#
# Each row names ONE descriptor (module + declared family + its representative
# members). Anything not listed here still fails validation, so this register
# cannot hide a new mistake. It may only SHRINK: fix the grounding, then delete
# the row. A row that stops applying is itself a validation error.
#
# kind=fabricated-id            the authored label names a different protein than
#                               the id -- the id was guessed, not mistyped.
# kind=wrong-family-right-name  the id is a real family whose name fits, but
#                               PANTHER classifies this protein in another one.
#
# None of these descriptors carries an ancestral_node, so no IBD/evolutionary
# inference is built on the bad placement; fixing one is a grounding decision,
# not a re-derivation. Verify the intended protein before changing any id -- the
# representative member, not the label, is the reliable anchor.
module	declared_family	members	member_real_family	kind	note
modules/adrenal_steroidogenesis.yaml	PANTHER:PTHR43245	P26439	PTHR10366:SF784	fabricated-id	label '3 BETA-HYDROXYSTEROID DEHYDROGENASE/DELTA 5-->4-ISOMERASE' vs id's real name 'BIFUNCTIONAL POLYMYXIN RESISTANCE PROTEIN ARNA'
modules/adrenal_steroidogenesis.yaml	PANTHER:PTHR24289	P08686	PTHR24281:SF83	fabricated-id	label 'CYTOCHROME P450' vs id's real name 'STEROID 17-ALPHA-HYDROXYLASE/17,20 LYASE'
modules/bile_acid_biosynthesis.yaml	PANTHER:PTHR24279	Q02318	PTHR24291:SF6	wrong-family-right-name	label 'CYTOCHROME P450 27' vs id's real name 'CYTOCHROME P450'
modules/bile_acid_synthesis_sidechain_conjugation.yaml	PANTHER:PTHR24279	Q02318	PTHR24291:SF6	wrong-family-right-name	label 'CYTOCHROME P450' vs id's real name 'CYTOCHROME P450'
modules/cholesterol_synthesis_post_lanosterol.yaml	PANTHER:PTHR24304	Q16850	PTHR24286:SF191	wrong-family-right-name	label 'CYTOCHROME P450' vs id's real name 'CYTOCHROME P450 FAMILY 7'
modules/cholesterol_synthesis_post_lanosterol.yaml	PANTHER:PTHR43245	Q15738	PTHR10366:SF564	fabricated-id	label 'STEROID DEHYDROGENASE' vs id's real name 'BIFUNCTIONAL POLYMYXIN RESISTANCE PROTEIN ARNA'
modules/cobalamin_absorption_transport.yaml	PANTHER:PTHR24251	O60494	PTHR47537:SF2	fabricated-id	label 'CUBILIN' vs id's real name 'OVOCHYMASE-RELATED'
modules/dicty_cgmp_chemotaxis_arm.yaml	PANTHER:PTHR44329	Q8MVR1	PTHR23257:SF711	fabricated-id	label 'LEUCINE-RICH REPEAT AND ROC/COR DOMAIN PROTEIN' vs id's real name 'SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED'
modules/dicty_dif1_biosynthesis.yaml	PANTHER:PTHR43712	Q8T638	PTHR11746:SF199	wrong-family-right-name	label 'PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED' vs id's real name 'PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED'
modules/dicty_sdf2_encapsulation_relay.yaml	PANTHER:PTHR43394	Q23868	PTHR24221:SF395	fabricated-id	label 'ABC TRANSPORTER-RELATED' vs id's real name 'ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL'
modules/fructolysis.yaml	PANTHER:PTHR42774	P50053	PTHR43085:SF55	fabricated-id	label 'Ketohexokinase-related' vs id's real name 'PHOSPHOTRANSFERASE SYSTEM TRANSPORT PROTEIN'
modules/kynurenine_nad_de_novo.yaml	PANTHER:PTHR48081	Q63HM1	PTHR23024:SF574	fabricated-id	label 'KYNURENINE FORMAMIDASE' vs id's real name 'AB HYDROLASE SUPERFAMILY PROTEIN C4A8.06C'
modules/mitochondrial_complex_i_core.yaml	PANTHER:PTHR43105	P28331	PTHR11615:SF6	fabricated-id	label 'NADH-UBIQUINONE OXIDOREDUCTASE 75 KDA SUBUNIT' vs id's real name 'RESPIRATORY NITRATE REDUCTASE'
modules/mitochondrial_complex_ii.yaml	PANTHER:PTHR11375	O14521	PTHR13337:SF6	fabricated-id	label 'SUCCINATE DEHYDROGENASE CYTOCHROME B SMALL SUBUNIT' vs id's real name 'ACIDIC LEUCINE-RICH NUCLEAR PHOSPHOPROTEIN 32'
modules/peroxisomal_beta_oxidation.yaml	PANTHER:PTHR45024	P51659	PTHR13078:SF56	fabricated-id	label 'PEROXISOMAL MULTIFUNCTIONAL ENZYME TYPE 2' vs id's real name 'DEHYDROGENASES, SHORT CHAIN'
modules/peroxisomal_beta_oxidation.yaml	PANTHER:PTHR42870	P22307	PTHR24314:SF20	fabricated-id	label 'NON-SPECIFIC LIPID-TRANSFER PROTEIN' vs id's real name 'ACETYL-COA C-ACETYLTRANSFERASE'
modules/purine_nucleotide_catabolism.yaml	PANTHER:PTHR45444	P47989	PTHR11908:SF80	wrong-family-right-name	label 'XANTHINE DEHYDROGENASE / OXIDASE' vs id's real name 'XANTHINE DEHYDROGENASE'
modules/purine_salvage_and_catabolism.yaml	PANTHER:PTHR45444	P47989	PTHR11908:SF80	wrong-family-right-name	label 'XANTHINE DEHYDROGENASE' vs id's real name 'XANTHINE DEHYDROGENASE'
modules/retinoid_visual_cycle.yaml	PANTHER:PTHR43157	Q96NR8|Q9NYR8	PTHR24320:SF275,PTHR43391:SF8	fabricated-id	label 'RETINOL DEHYDROGENASE' vs id's real name 'PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS F PROTEIN-RELATED'
modules/retinoid_visual_cycle.yaml	PANTHER:PTHR43157	Q8TC12	PTHR24320:SF227	fabricated-id	label 'RETINOL DEHYDROGENASE' vs id's real name 'PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS F PROTEIN-RELATED'
modules/serotonin_melatonin_biosynthesis.yaml	PANTHER:PTHR43712	P46597	PTHR11746:SF199	fabricated-id	label 'ACETYLSEROTONIN O-METHYLTRANSFERASE' vs id's real name 'PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED'
