family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR24072	PTN000632671	GO:0005886	C	IBD	false	AGI_LocusCode:AT1G20090|AGI_LocusCode:AT1G75840|AGI_LocusCode:AT2G17800|AGI_LocusCode:AT3G48040|AGI_LocusCode:AT4G28950|AGI_LocusCode:AT4G35020|AGI_LocusCode:AT5G45970|AGI_LocusCode:AT5G62880|CGD:CAL0000184710|CGD:CAL0000192659|CGD:CAL0000196388|FB:FBgn0010333|FB:FBgn0010341|FB:FBgn0014020|MGI:MGI:106028|MGI:MGI:106211|MGI:MGI:107949|MGI:MGI:1096342|MGI:MGI:1921984|MGI:MGI:97845|PomBase:SPAC110.03|PomBase:SPAC23C4.08|RGD:619755|RGD:628824|RGD:71043|SGD:S000001763|SGD:S000004219|SGD:S000005124|UniProtKB:I3LVS7|UniProtKB:P08134|UniProtKB:P15153|UniProtKB:P17081|UniProtKB:P31021|UniProtKB:P60953|UniProtKB:P61586|UniProtKB:P62745|UniProtKB:P63000|UniProtKB:Q6ZHA3|UniProtKB:Q7L0Q8|UniProtKB:Q92730|UniProtKB:Q9H4E5|WB:WBGene00000390|WB:WBGene00000424|WB:WBGene00003239|WB:WBGene00004287|WB:WBGene00004357|dictyBase:DDB_G0268622|dictyBase:DDB_G0269176|dictyBase:DDB_G0269178|dictyBase:DDB_G0277869|dictyBase:DDB_G0280975|dictyBase:DDB_G0293526	taxon:	20260828
PTHR24072	PTN000632671	GO:0003924	F	IBD	false	AGI_LocusCode:AT3G63150|AGI_LocusCode:AT4G35020|CGD:CAL0000184710|CGD:CAL0000197260|FB:FBgn0010333|FB:FBgn0010341|FB:FBgn0014011|FB:FBgn0014020|FB:FBgn0039532|MGI:MGI:106211|MGI:MGI:1096342|MGI:MGI:1916831|MGI:MGI:97845|MGI:MGI:97846|PomBase:SPAC110.03|PomBase:SPAC16.01|PomBase:SPAC16A10.04|PomBase:SPAC1F7.04|PomBase:SPAC23C4.08|RGD:619755|RGD:619921|RGD:71043|SGD:S000000046|SGD:S000001380|SGD:S000001763|SGD:S000004219|SGD:S000005034|SGD:S000005124|SGD:S000006369|UniProtKB:P15153|UniProtKB:P17081|UniProtKB:P60763|UniProtKB:P60953|UniProtKB:P61586|UniProtKB:P63000|UniProtKB:P84095|UniProtKB:Q8IXI2|UniProtKB:Q9H4E5|WB:WBGene00000390|WB:WBGene00000424|WB:WBGene00003239|WB:WBGene00004287|WB:WBGene00004357	taxon:	20260828
PTHR24072	PTN000632671	GO:0005525	F	IBD	false	AGI_LocusCode:AT1G75840|AGI_LocusCode:AT4G35020|CGD:CAL0000192612|CGD:CAL0000192659|CGD:CAL0000196388|FB:FBgn0039140|MGI:MGI:108446|MGI:MGI:97845|RGD:619755|RGD:619921|RGD:71043|SGD:S000001380|UniProtKB:P15153|UniProtKB:P31021|UniProtKB:P60953|UniProtKB:P61586|UniProtKB:P63000|UniProtKB:Q15669|UniProtKB:Q24816|UniProtKB:Q8IXI2|UniProtKB:Q9H4E5|UniProtKB:Q9SSX0|WB:WBGene00000390|WB:WBGene00000424|WB:WBGene00004287|WB:WBGene00004357|dictyBase:DDB_G0277869	taxon:	20250903
PTHR24072	PTN000632671	GO:0007015	P	IBD	false	FB:FBgn0010333|FB:FBgn0010341|FB:FBgn0014011|FB:FBgn0014020|FB:FBgn0039532|MGI:MGI:108446|MGI:MGI:1096342|MGI:MGI:97845|RGD:619755|RGD:71043|UniProtKB:P15153|UniProtKB:P60953|UniProtKB:P61586|UniProtKB:P63000|UniProtKB:Q92730|UniProtKB:Q9HBH0|WB:WBGene00003239|WB:WBGene00004287|dictyBase:DDB_G0269178|dictyBase:DDB_G0279605	taxon:	20260828
PTHR24072	PTN000632671	GO:0007165	P	IBD	false	AGI_LocusCode:AT2G17800|CGD:CAL0000192659|FB:FBgn0010333|FB:FBgn0010341|FB:FBgn0014011|FB:FBgn0039532|MGI:MGI:106211|MGI:MGI:108446|MGI:MGI:1096342|MGI:MGI:1916831|MGI:MGI:1931551|MGI:MGI:97845|MGI:MGI:97846|RGD:619755|RGD:619921|SGD:S000004219|SGD:S000006369|UniProtKB:I3LVS7|UniProtKB:P17081|UniProtKB:P60763|UniProtKB:P60953|UniProtKB:P61586|UniProtKB:P63000|UniProtKB:P84095|UniProtKB:Q8IXI1|UniProtKB:Q8IXI2|WB:WBGene00000424|WB:WBGene00003239|ZFIN:ZDB-GENE-030131-8783|ZFIN:ZDB-GENE-040322-2|dictyBase:DDB_G0268622|dictyBase:DDB_G0269178|dictyBase:DDB_G0277869|dictyBase:DDB_G0280975|dictyBase:DDB_G0293526	taxon:	20260828
PTHR24072	PTN000633070	GO:0051489	P	IBD	false	MGI:MGI:106211|UniProtKB:P60953	taxon:32524	20230320
PTHR24072	PTN000633451	GO:0000281	P	IBD	false	dictyBase:DDB_G0268622|dictyBase:DDB_G0269240|dictyBase:DDB_G0280975	taxon:554915	20170503
PTHR24072	PTN000633534	GO:0005741	C	IBD	false	SGD:S000000046|UniProtKB:Q8IXI1|UniProtKB:Q8IXI2	taxon:2759	20230320
PTHR24072	PTN000633534	GO:0005886	C	IRD	true	PANTHER:PTN000632671	taxon:2759	20260828
PTHR24072	PTN000633534	GO:0007005	P	IBD	false	AGI_LocusCode:AT5G27540|CGD:CAL0000185710|UniProtKB:Q8IXI1|UniProtKB:Q8IXI2|WB:WBGene00019544	taxon:2759	20241120
