id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O83416,Flagellar assembly protein FliH,protein,243276,Treponema pallidum (strain Nichols),Treponema pallidum (strain Nichols),fliH,309,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P15934,Flagellar assembly protein FliH,protein,99287,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),fliH,235,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P23449,Probable flagellar assembly protein FliH,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),fliH,208,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P31068,Flagellar assembly protein FliH,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),fliH,228,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P33211,Type 3 secretion system stator protein,protein,380,Rhizobium fredii,Rhizobium fredii,sctL,135,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P52611,Flagellar assembly protein FliH,protein,224326,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31),Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31),fliH,306,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P55716,Type 3 secretion system stator protein,protein,394,Sinorhizobium fredii (strain NBRC 101917 / NGR234),Sinorhizobium fredii (strain NBRC 101917 / NGR234),sctL,208,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P57177,Flagellar assembly protein FliH,protein,107806,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS),Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS),fliH,220,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
P69976,Type 3 secretion system stator protein,protein,632,Yersinia pestis,Yersinia pestis,sctL,221,PTHR34982:SF4,TYPE 3 SECRETION SYSTEM STATOR PROTEIN,True
P69977,Type 3 secretion system stator protein,protein,273123,Yersinia pseudotuberculosis serotype I (strain IP32953),Yersinia pseudotuberculosis serotype I (strain IP32953),sctL,221,PTHR34982:SF4,TYPE 3 SECRETION SYSTEM STATOR PROTEIN,True
Q01253,Type 3 secretion system stator protein,protein,630,Yersinia enterocolitica,Yersinia enterocolitica,sctL,223,PTHR34982:SF4,TYPE 3 SECRETION SYSTEM STATOR PROTEIN,True
Q89AZ8,Flagellar assembly protein FliH,protein,224915,Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp),Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp),fliH,225,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
Q8KA43,Flagellar assembly protein FliH,protein,198804,Buchnera aphidicola subsp. Schizaphis graminum (strain Sg),Buchnera aphidicola subsp. Schizaphis graminum (strain Sg),fliH,221,PTHR34982:SF1,FLAGELLAR ASSEMBLY PROTEIN FLIH,True
