id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O35711,Liprin-beta-2,protein,10090,Mus musculus,Mus musculus (Mouse),Ppfibp2,882,PTHR12587:SF18,LIPRIN-BETA-2,True
O75145,Liprin-alpha-3,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIA3,1194,PTHR12587:SF4,LIPRIN-ALPHA-3,True
O75334,Liprin-alpha-2,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIA2,1257,PTHR12587:SF6,LIPRIN-ALPHA-2,True
O75335,Liprin-alpha-4,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIA4,1185,PTHR12587:SF5,LIPRIN-ALPHA-4,True
P60469,Liprin-alpha-3,protein,10090,Mus musculus,Mus musculus (Mouse),Ppfia3,1194,PTHR12587:SF4,LIPRIN-ALPHA-3,True
Q13136,Liprin-alpha-1,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIA1,1202,PTHR12587:SF15,LIPRIN-ALPHA-1,True
Q21049,Liprin-alpha,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,syd-2,1139,PTHR12587:SF20,"LIPRIN-ALPHA, ISOFORM E",True
Q86W92,Liprin-beta-1,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIBP1,1011,PTHR12587:SF16,LIPRIN-BETA-1,True
Q8BSS9,Liprin-alpha-2,protein,10090,Mus musculus,Mus musculus (Mouse),Ppfia2,1257,PTHR12587:SF6,LIPRIN-ALPHA-2,True
Q8C8U0,Liprin-beta-1,protein,10090,Mus musculus,Mus musculus (Mouse),Ppfibp1,969,PTHR12587:SF16,LIPRIN-BETA-1,True
Q8ND30,Liprin-beta-2,protein,9606,Homo sapiens,Homo sapiens (Human),PPFIBP2,876,PTHR12587:SF18,LIPRIN-BETA-2,True
Q91Z79,Liprin-alpha-3,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Ppfia3,1192,PTHR12587:SF4,LIPRIN-ALPHA-3,True
Q91Z80,Liprin-alpha-4,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Ppfia4,1043,PTHR12587:SF5,LIPRIN-ALPHA-4,True
Q94071,Liprin-beta homolog,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,hlb-1,1004,PTHR12587:SF14,AT31531P,True
