GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	REFERENCE
UniProtKB	A0A087WUV0	ZNF892	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A087WUV0	ZNF892	enables	GO:0001227		ECO:0000256	GO_REF:0000117
UniProtKB	A0A0U1RQI7	KLF18	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A0U1RQI7	KLF18	enables	GO:0001228		ECO:0000256	GO_REF:0000117
UniProtKB	A0A1B0GTS1	HSFX4	enables	GO:0003700		ECO:0000256	GO_REF:0000002
UniProtKB	A0A1B0GTS1	HSFX4	enables	GO:0003700		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1B0GWH4	HSFX3	enables	GO:0000981		ECO:0005556	GO_REF:0000113
UniProtKB	A0A1B0GWH4	HSFX3	enables	GO:0003700		ECO:0000256	GO_REF:0000002
UniProtKB	A0A1B0GWH4	HSFX3	enables	GO:0003700		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PPF3	DUXB	enables	GO:0000981		ECO:0000256	GO_REF:0000002
UniProtKB	A0A1W2PPF3	DUXB	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PPK0	CPHXL2	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PPM1	CPHXL	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PQ73	ERFL	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PQ73	ERFL	enables	GO:0003700		ECO:0000256	GO_REF:0000002
UniProtKB	A0A1W2PQL4	ZNF722	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PRP0	FOXL3	enables	GO:0000981		ECO:0000318	GO_REF:0000033
UniProtKB	A0A1W2PRP0	FOXL3	enables	GO:0003700		ECO:0000256	GO_REF:0000002
UniProtKB	A0A2Z4LIS9	FOXO3B	enables	GO:0000981		ECO:0000318	GO_REF:0000033
