id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0B1M7,Ribose import ATP-binding protein RbsA 2,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),rbsA2,506,PTHR43790:SF3,D-ALLOSE IMPORT ATP-BINDING PROTEIN ALSA-RELATED,True
A0B297,Putative ribose/galactose/methyl galactoside import ATP-binding protein 2,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),Bcen2424_5039,512,PTHR43790:SF3,D-ALLOSE IMPORT ATP-BINDING PROTEIN ALSA-RELATED,True
A0B3Z7,Arabinose import ATP-binding protein AraG 2,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),araG2,515,PTHR43790:SF6,ARABINOSE IMPORT ATP-BINDING PROTEIN ARAG,True
A0K4E8,Arabinose import ATP-binding protein AraG 1,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),araG1,503,PTHR43790:SF6,ARABINOSE IMPORT ATP-BINDING PROTEIN ARAG,True
A0K6Q0,Putative ribose/galactose/methyl galactoside import ATP-binding protein 1,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),Bcen2424_1425,524,PTHR43790:SF7,GALACTOSE_METHYL GALACTOSIDE IMPORT ATP-BINDING PROTEIN MGLA,True
A0K718,Ribose import ATP-binding protein RbsA 1,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),rbsA1,517,PTHR43790:SF3,D-ALLOSE IMPORT ATP-BINDING PROTEIN ALSA-RELATED,True
A0KE25,Putative ribose/galactose/methyl galactoside import ATP-binding protein 3,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),Bcen2424_6709,514,PTHR43790:SF3,D-ALLOSE IMPORT ATP-BINDING PROTEIN ALSA-RELATED,True
A0KE53,Xylose import ATP-binding protein XylG,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),xylG,519,PTHR43790:SF1,XYLOSE IMPORT ATP-BINDING PROTEIN XYLG,True
A1JJ55,Autoinducer 2 import ATP-binding protein LsrA,protein,393305,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),lsrA,527,PTHR43790:SF2,AUTOINDUCER 2 IMPORT ATP-BINDING PROTEIN LSRA,True
A2RKA7,Nucleoside import ATP-binding protein NupA,protein,416870,Lactococcus lactis subsp. cremoris (strain MG1363),Lactococcus lactis subsp. cremoris (strain MG1363),nupA,506,PTHR43790:SF4,GUANOSINE IMPORT ATP-BINDING PROTEIN NUPO,True
