family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR24286	PTN000669383	GO:0004497	F	IBD	false	AGI_LocusCode:AT1G05160|AGI_LocusCode:AT2G32440|AGI_LocusCode:AT3G13730|AGI_LocusCode:AT3G19270|AGI_LocusCode:AT3G30180|AGI_LocusCode:AT3G50660|AGI_LocusCode:AT4G19230|AGI_LocusCode:AT4G36380|AGI_LocusCode:AT5G14400|AGI_LocusCode:AT5G36110|AGI_LocusCode:AT5G38970|AGI_LocusCode:AT5G45340|AGI_LocusCode:AT5G48000|MGI:MGI:1096359|RGD:631379|UniProtKB:A0A140JWM8|UniProtKB:A0A3Q7HBJ5|UniProtKB:A0A3Q7HS74|UniProtKB:F6H9N6|UniProtKB:I1H7R8|UniProtKB:I1HL09|UniProtKB:K4CEE8|UniProtKB:O43174|UniProtKB:Q2MJ20|UniProtKB:Q2RAP4|UniProtKB:Q50LE0|UniProtKB:Q5CCK1|UniProtKB:Q5CCK3|UniProtKB:Q5VRM7|UniProtKB:Q6V0L0|UniProtKB:Q8GSQ1|UniProtKB:Q9NR63|UniProtKB:Q9PUB4|ZFIN:ZDB-GENE-990415-44	taxon:2759	20260828
PTHR24286	PTN000669442	GO:0016709	F	IBD	false	AGI_LocusCode:AT3G13730|AGI_LocusCode:AT4G36380	taxon:3398	20170228
PTHR24286	PTN000669512	GO:0009687	P	IBD	false	AGI_LocusCode:AT4G19230|UniProtKB:K4CI52	taxon:3398	20250903
PTHR24286	PTN001209376	GO:0016491	F	IBD	false	AGI_LocusCode:AT1G05160|AGI_LocusCode:AT2G28860|AGI_LocusCode:AT2G32440|AGI_LocusCode:AT2G34490|AGI_LocusCode:AT2G34500|AGI_LocusCode:AT3G13730|AGI_LocusCode:AT3G19270|AGI_LocusCode:AT3G30180|AGI_LocusCode:AT3G50660|AGI_LocusCode:AT4G19230|AGI_LocusCode:AT4G36380|AGI_LocusCode:AT5G14400|AGI_LocusCode:AT5G36110|AGI_LocusCode:AT5G38970|AGI_LocusCode:AT5G45340|AGI_LocusCode:AT5G48000|CGD:CAL0000176310|MGI:MGI:106040|MGI:MGI:1096359|RGD:2481|RGD:631379|SGD:S000001049|SGD:S000004617|UniProtKB:A0A140JWM8|UniProtKB:A0A3Q7HBJ5|UniProtKB:A0A3Q7HS74|UniProtKB:F6H9N6|UniProtKB:I1H7R8|UniProtKB:I1HL09|UniProtKB:K4CEE8|UniProtKB:O43174|UniProtKB:P9WPP9|UniProtKB:Q16850|UniProtKB:Q1T7C2|UniProtKB:Q2MJ20|UniProtKB:Q2RAP4|UniProtKB:Q50LE0|UniProtKB:Q5CCK1|UniProtKB:Q5CCK3|UniProtKB:Q5VRM7|UniProtKB:Q6V0L0|UniProtKB:Q8GSQ1|UniProtKB:Q9NR63|UniProtKB:Q9PUB4|ZFIN:ZDB-GENE-040625-2|ZFIN:ZDB-GENE-990415-44	taxon:	20260828
PTHR24286	PTN001209378	GO:0006696	P	IBD	false	PomBase:SPAC19A8.04|SGD:S000004617	taxon:451864	20240425
PTHR24286	PTN001209420	GO:0010295	F	IBD	false	AGI_LocusCode:AT3G19270	taxon:3398	20170228
PTHR24286	PTN001209423	GO:0048868	P	IBD	false	UniProtKB:Q5VRM7	taxon:3193	20240726
PTHR24286	PTN001958056	GO:0009695	P	IBD	false	AGI_LocusCode:AT5G42650	taxon:1437201	20170228
PTHR24286	PTN001958088	GO:0010295	F	IBD	false	AGI_LocusCode:AT4G19230|AGI_LocusCode:AT5G45340	taxon:71275	20170228
PTHR24286	PTN001958194	GO:0016135	P	IBD	false	UniProtKB:F6H9N6|UniProtKB:Q2MJ20	taxon:71275	20260529
PTHR24286	PTN001958375	GO:0005783	C	IBD	false	AGI_LocusCode:AT1G05160|AGI_LocusCode:AT2G32440	taxon:3398	20170228
PTHR24286	PTN001958375	GO:0051777	F	IBD	false	AGI_LocusCode:AT1G05160|AGI_LocusCode:AT2G32440|UniProtKB:Q5VRM7	taxon:3398	20200809
PTHR24286	PTN002386488	GO:0007417	P	IBD	false	MGI:MGI:1096359|MGI:MGI:2679699|ZFIN:ZDB-GENE-030131-2908|ZFIN:ZDB-GENE-050714-2|ZFIN:ZDB-GENE-990415-44	taxon:7711	20240425
PTHR24286	PTN002386488	GO:0034653	P	IBD	false	MGI:MGI:1096359|RGD:631379|UniProtKB:O43174|UniProtKB:Q6V0L0|UniProtKB:Q9NR63|UniProtKB:Q9PUB4|ZFIN:ZDB-GENE-030131-2908|ZFIN:ZDB-GENE-990415-44	taxon:7711	20260828
PTHR24286	PTN004687922	GO:0009687	P	IBD	false	AGI_LocusCode:AT2G29090	taxon:3398	20240425
PTHR24286	PTN007789019	GO:0010268	P	IBD	false	AGI_LocusCode:AT4G36380|AGI_LocusCode:AT5G05690|AGI_LocusCode:AT5G38970|UniProtKB:Q8GSQ1	taxon:58023	20240919
PTHR24286	PTN007789019	GO:0016132	P	IBD	false	AGI_LocusCode:AT3G13730|AGI_LocusCode:AT3G30180|AGI_LocusCode:AT3G50660|AGI_LocusCode:AT4G36380|AGI_LocusCode:AT5G05690|AGI_LocusCode:AT5G14400|AGI_LocusCode:AT5G38970|UniProtKB:Q2RAP4|UniProtKB:Q5CCK1|UniProtKB:Q5CCK3|UniProtKB:Q6F4F5	taxon:58023	20240919
