EntryID	ECNumber	Organism	UniprotID	Substrate	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	PubMedID
699	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.005		-	M	7061426
699	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7061426
699	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km_A	Km	D-Glucose	4.6E-5		3E-6	M	7061426
699	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km_B	Km	ATP	6.0E-4		4E-5	M	7061426
700	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7061426
700	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose	0.005		-	M	7061426
700	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km_B	Km	ATP	5.8E-4		4E-5	M	7061426
700	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km_A	Km	D-Glucose	4.8E-5		4E-6	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Ki_p	Ki	D-Glucose 6-phosphate	1.5E-5		2E-6	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	2.5E-4	0.001	-	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	I	concentration	D-Glucose 1,6-biphosphate	0.0	1.0E-4	-	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	P	concentration	D-Glucose 6-phosphate	0.0	7.7E-5	-	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Ki_I	Ki	D-Glucose 1,6-biphosphate	2.2E-5		2E-6	M	7061426
701	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.0025		-	M	7061426
702	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km_A	Km	D-Glucose	4.7E-5		3E-6	M	7061426
702	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7061426
702	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.005		-	M	7061426
702	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km_B	Km	ATP	6.2E-4		3E-5	M	7061426
703	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	Km	Km	D-Mannose	7.0E-5		-	M	7061426
704	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	Km	Km	D-Mannose	7.0E-5		-	M	7061426
705	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	Km	Km	D-Fructose	0.01		-	M	7061426
706	2.7.1.1	Homo sapiens	P19367	D-Fructose;ATP	Km	Km	D-Fructose	0.0117		-	M	7061426
707	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	Km	Km	D-Fructose	0.013		-	M	7061426
708	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	Km	Km	2-Deoxy-D-glucose	7.7E-4		-	M	7061426
709	2.7.1.1	Homo sapiens	P19367	ATP;2-Deoxy-D-glucose	Km	Km	2-Deoxy-D-glucose	5.6E-4		-	M	7061426
710	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	Km	Km	2-Deoxy-D-glucose	0.00116		-	M	7061426
711	2.7.1.1	Homo sapiens	P19367	D-Glucosamine;ATP	Km	Km	D-Glucosamine	0.0015		-	M	7061426
712	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucosamine	Km	Km	D-Glucosamine	5.0E-4		-	M	7061426
713	2.7.1.1	Homo sapiens	P19367	D-Glucosamine;ATP	Km	Km	D-Glucosamine	5.0E-4		-	M	7061426
714	2.7.1.1	Homo sapiens	P19367	ITP;D-Glucose	Km	Km	ITP	0.005		-	M	7061426
715	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	Km	Km	ITP	0.008		-	M	7061426
716	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	Km	Km	ITP	0.01		-	M	7061426
717	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	P	concentration	D-Glucose 6-phosphate	0.0	7.7E-5	-	M	7061426
717	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.0025		-	M	7061426
717	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki_p	Ki	D-Glucose 6-phosphate	1.3E-5		2E-6	M	7061426
717	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I	concentration	D-Glucose 1,6-biphosphate	0.0	1.0E-4	-	M	7061426
717	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki_I	Ki	D-Glucose 1,6-biphosphate	2.2E-5		2.5E-6	M	7061426
718	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	P	concentration	D-Glucose 6-phosphate	0.0	7.7E-5	-	M	7061426
718	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I	concentration	D-Glucose 1,6-biphosphate	0.0	1.0E-4	-	M	7061426
718	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki_I	Ki	D-Glucose 1,6-biphosphate	2.1E-5		2E-6	M	7061426
718	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki_p	Ki	D-Glucose 6-phosphate	1.5E-5		2.6E-6	M	7061426
718	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.0025		-	M	7061426
719	2.7.1.1	Homo sapiens	P19367	D-Mannose;ATP	Km	Km	D-Mannose	1.0E-4		-	M	7061426
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	Km_Glu	Km	D-Glucose	9.3E-5		-	M	4258865
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	A	concentration	D-Glucose	3.0E-4	0.001	-	M	4258865
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	Km_Mg	Km	Mg2+	0.0023		-	M	4258865
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	I	concentration	2,3-Diphosphoglycerate	0.0	0.005	-	M	4258865
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	C	concentration	Mg2+	2.5E-4	0.003	-	M	4258865
2362	2.7.1.1	Homo sapiens		ATP;D-Glucose	B	concentration	ATP	0.001		-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	I	concentration	2,3-Diphosphoglycerate	0.0	0.005	-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	C	concentration	Mg2+	0.003		-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	A	concentration	D-Glucose	0.001		-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	Ki	Ki	2,3-Diphosphoglycerate	0.0055		-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	B	concentration	ATP	1.5E-4	7.5E-4	-	M	4258865
2369	2.7.1.1	Homo sapiens		ATP;D-Glucose	Km	Km	ATP	6.0E-4		-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	Km	Km	ATP	0.0022		-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	I	concentration	2,3-Diphosphoglycerate	0.0	0.005	-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	A	concentration	D-Glucose	0.001		-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	C	concentration	Mg2+	0.003		-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	B	concentration	ATP	3.0E-4	0.002	-	M	4258865
2372	2.7.1.1	Homo sapiens		D-Glucose;ATP	Ki	Ki	2,3-Diphosphoglycerate	0.004		-	M	4258865
2916	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	K	Hill constant	D-Glucose	0.006		4E-4	M	7730377
2916	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		0.00133336		8.3335E-5	katal*g^(-1)	7730377
2916	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7730377
2916	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	D-Glucose	1.0E-4	0.1	-	M	7730377
2916	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	n	Hill coefficient	D-Glucose	1.73		4E-2	-	7730377
2917	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	n	Hill coefficient	D-Glucose	2.9		-	-	7730377
2917	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		1.00002E-4		3.3334E-6	katal*g^(-1)	7730377
2917	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	K	Hill constant	D-Glucose	0.0021		1.1E-4	M	7730377
2917	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7730377
2917	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	D-Glucose	1.0E-4	0.001	-	M	7730377
2918	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	n	Hill coefficient	D-Glucose	1.0		1E-1	-	7730377
2918	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		2.1E-4	M	7730377
2918	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	K	Hill constant	D-Glucose	3.4E-4		5E-5	M	7730377
2918	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		1.100022E-4		3.3334E-6	katal*g^(-1)	7730377
2918	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-4	0.001	-	M	7730377
2919	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	n	Hill coefficient	D-Glucose	0.95		7E-2	-	7730377
2919	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		1.00002E-5		3.3334E-6	katal*g^(-1)	7730377
2919	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-4	0.001	-	M	7730377
2919	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2919	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	K	Hill constant	D-Glucose	1.5E-4		4E-5	M	7730377
2920	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2920	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		0.00133336		1.83337E-4	katal*g^(-1)	7730377
2920	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	K	Hill constant	D-Glucose	0.0021		1.9E-4	M	7730377
2920	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	n	Hill coefficient	D-Glucose	1.53		1.3E-1	-	7730377
2920	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-4	0.001	-	M	7730377
2921	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	K	Hill constant	D-Glucose	1.5E-4		1E-5	M	7730377
2921	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		3.3334E-5		5.0001E-6	katal*g^(-1)	7730377
2921	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-4	0.001	-	M	7730377
2921	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	n	Hill coefficient	D-Glucose	1.0		5E-2	-	7730377
2921	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2922	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	Km	Km	D-Mannose	0.0044		3E-4	M	7730377
2922	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2922	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	Vmax	Vmax		0.001133356		-	katal*g^(-1)	7730377
2923	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2923	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Vmax	Vmax		3.600072E-5		-	katal*g^(-1)	7730377
2923	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	B	concentration	ATP	0.001		-	M	7730377
2923	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Km	Km	D-Mannose	0.00374		1.15E-3	M	7730377
2924	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	Km	Km	D-Mannose	2.1E-4		4E-5	M	7730377
2924	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2924	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	B	concentration	ATP	0.001		-	M	7730377
2924	2.7.1.1	Homo sapiens	P35557	D-Mannose;ATP	Vmax	Vmax		5.533444E-5		-	katal*g^(-1)	7730377
2925	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Vmax	Vmax		5.66678E-6		-	katal*g^(-1)	7730377
2925	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2925	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Km	Km	D-Mannose	1.2E-4		2E-5	M	7730377
2925	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	B	concentration	ATP	0.001		-	M	7730377
2926	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	B	concentration	ATP	0.001		-	M	7730377
2926	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Km	Km	D-Mannose	0.0022		2.3E-4	M	7730377
2926	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Vmax	Vmax		0.001013354		-	katal*g^(-1)	7730377
2926	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2927	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	B	concentration	ATP	0.001		-	M	7730377
2927	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Vmax	Vmax		2.33338E-5		-	katal*g^(-1)	7730377
2927	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	S	concentration	D-Mannose	5.0E-5	0.6	-	M	7730377
2927	2.7.1.1	Homo sapiens	P35557	ATP;D-Mannose	Km	Km	D-Mannose	8.0E-5		1E-5	M	7730377
2928	2.7.1.1	Homo sapiens	P35557	2-Deoxy-D-glucose;ATP	S	concentration	2-Deoxy-D-glucose	5.0E-5	0.6	-	M	7730377
2928	2.7.1.1	Homo sapiens	P35557	2-Deoxy-D-glucose;ATP	Vmax	Vmax		0.001133356		-	katal*g^(-1)	7730377
2928	2.7.1.1	Homo sapiens	P35557	2-Deoxy-D-glucose;ATP	Km	Km	2-Deoxy-D-glucose	0.018		2.5E-3	M	7730377
2929	2.7.1.1	Homo sapiens	P35557	ATP;2-Deoxy-D-glucose	Km	Km	2-Deoxy-D-glucose	0.0019		3E-4	M	7730377
