id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0L190,Multidrug resistance protein MdtL,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),mdtL,396,PTHR43124:SF3,CHLORAMPHENICOL EFFLUX PUMP RV0191,True
A1ABA7,Probable sugar efflux transporter,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,sotB,396,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A1AHK2,Purine ribonucleoside efflux pump NepI,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,nepI,396,PTHR43124:SF5,PURINE RIBONUCLEOSIDE EFFLUX PUMP NEPI,True
A1AHP3,Multidrug resistance protein MdtL,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,mdtL,391,PTHR43124:SF3,CHLORAMPHENICOL EFFLUX PUMP RV0191,True
A4WAE6,Probable sugar efflux transporter,protein,399742,Enterobacter sp. (strain 638),Enterobacter sp. (strain 638),sotB,398,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A5UFU0,Probable sugar efflux transporter,protein,374931,Haemophilus influenzae (strain PittGG),Haemophilus influenzae (strain PittGG),sotB,396,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A6T8Y8,Probable sugar efflux transporter,protein,272620,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),sotB,399,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A6UZY0,Probable sugar efflux transporter,protein,381754,Pseudomonas paraeruginosa (strain DSM 24068 / PA7),Pseudomonas paraeruginosa (strain DSM 24068 / PA7),sotB,396,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A7ZLY4,Probable sugar efflux transporter,protein,331111,Escherichia coli O139:H28 (strain E24377A / ETEC),Escherichia coli O139:H28 (strain E24377A / ETEC),sotB,396,PTHR43124:SF4,SUGAR EFFLUX TRANSPORTER,True
A7ZTR5,Multidrug resistance protein MdtL,protein,331111,Escherichia coli O139:H28 (strain E24377A / ETEC),Escherichia coli O139:H28 (strain E24377A / ETEC),mdtL,391,PTHR43124:SF3,CHLORAMPHENICOL EFFLUX PUMP RV0191,True
