action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name
MARK_AS_OVER_ANNOTATED	A0A2K5UJ34	Macaca fascicularis	GO:0032474	otolith morphogenesis	PTN001275231	PTHR31859	TETRATRICOPEPTIDE REPEAT PROTEIN 39 FAMILY MEMBER	PTHR31859:SF1	TETRATRICOPEPTIDE REPEAT PROTEIN 39C
MARK_AS_OVER_ANNOTATED	A0A8B6GS20	Mytilus galloprovincialis	GO:0010507	negative regulation of autophagy	PTN000086907	PTHR10807	MYOTUBULARIN-RELATED	PTHR10807:SF73	LD06050P
MARK_AS_OVER_ANNOTATED	ALB	Canis lupus familiaris	GO:0036094	small molecule binding	PTN000147397	PTHR11385	SERUM ALBUMIN-RELATED	PTHR11385:SF15	ALBUMIN
MARK_AS_OVER_ANNOTATED	ALB	Felis catus	GO:0036094	small molecule binding	PTN002604567	PTHR11385	SERUM ALBUMIN-RELATED	PTHR11385:SF15	ALBUMIN
MARK_AS_OVER_ANNOTATED	Betv1	Betula pendula	GO:0005634	nucleus	PTN007850272	PTHR31213	OS08G0374000 PROTEIN-RELATED	PTHR31213:SF55	STRESS-INDUCED PROTEIN SAM22
MARK_AS_OVER_ANNOTATED	DDO	Octopus vulgaris	GO:0005737	cytoplasm	PTN000898250	PTHR11530	D-AMINO ACID OXIDASE	PTHR11530:SF17	RE49860P
MARK_AS_OVER_ANNOTATED	IRE1	Hypocrea jecorina (strain QM6a)	GO:0051082	unfolded protein binding	PTN001017826	PTHR13954	IRE1-RELATED	PTHR13954:SF6	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE
MARK_AS_OVER_ANNOTATED	IRE1	Hypocrea jecorina (strain QM6a)	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	PTN001017826	PTHR13954	IRE1-RELATED	PTHR13954:SF6	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE
MARK_AS_OVER_ANNOTATED	K9IMD0	Desmodus rotundus	GO:0019731	antibacterial humoral response	PTN000159979	PTHR11485	TRANSFERRIN	PTHR11485:SF55	LACTOTRANSFERRIN
MARK_AS_OVER_ANNOTATED	K9IWR0	Desmodus rotundus	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	PTN000158030	PTHR11471	TUMOR NECROSIS FACTOR FAMILY MEMBER	PTHR11471:SF31	LYMPHOTOXIN-ALPHA
MARK_AS_OVER_ANNOTATED	K9IWR0	Desmodus rotundus	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	PTN000158030	PTHR11471	TUMOR NECROSIS FACTOR FAMILY MEMBER	PTHR11471:SF31	LYMPHOTOXIN-ALPHA
MARK_AS_OVER_ANNOTATED	K9J287	Desmodus rotundus	GO:0003677	DNA binding	PTN001684743	PTHR11371	DEOXYRIBONUCLEASE	PTHR11371:SF28	DEOXYRIBONUCLEASE-1-LIKE 1
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005737	cytoplasm		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005829	cytosol		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0009570	chloroplast stroma		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006000	fructose metabolic process	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006002	fructose 6-phosphate metabolic process	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE
MARK_AS_OVER_ANNOTATED	OCTS1	Octopus vulgaris	GO:0004364	glutathione transferase activity	PTN007515140	PTHR11571	GLUTATHIONE S-TRANSFERASE	PTHR11571:SF150	GLUTATHIONE S-TRANSFERASE
MARK_AS_OVER_ANNOTATED	OCTS1	Octopus vulgaris	GO:0006749	glutathione metabolic process	PTN007515140	PTHR11571	GLUTATHIONE S-TRANSFERASE	PTHR11571:SF150	GLUTATHIONE S-TRANSFERASE
MARK_AS_OVER_ANNOTATED	OLFML2A	Piliocolobus tephrosceles	GO:0007165	signal transduction	PTN000573914	PTHR23192	OLFACTOMEDIN-RELATED	PTHR23192:SF29	OLFACTOMEDIN-LIKE PROTEIN 2A
MARK_AS_OVER_ANNOTATED	PP_3157	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042578	phosphoric ester hydrolase activity	PTN005150789	PTHR43200	PHOSPHATASE	PTHR43200:SF6	3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE
MARK_AS_OVER_ANNOTATED	PP_4379	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044550	secondary metabolite biosynthetic process	PTN002147079	PTHR34069	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3	PTHR34069:SF2	BETA-KETOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III
MARK_AS_OVER_ANNOTATED	PP_4545	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044550	secondary metabolite biosynthetic process	PTN002436757	PTHR34069	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3	PTHR34069:SF2	BETA-KETOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III
MARK_AS_OVER_ANNOTATED	alg8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0085029	extracellular matrix assembly	PTN002740694	PTHR22913	HYALURONAN SYNTHASE	PTHR22913:SF12	MANNURONAN SYNTHASE
