action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name	aspect	mode	mode_label	mode_source	mode_note	reviewer_reason
MARK_AS_OVER_ANNOTATED	A0A2K5UJ34	Macaca fascicularis	GO:0032474	otolith morphogenesis	PTN001275231	PTHR31859	TETRATRICOPEPTIDE REPEAT PROTEIN 39 FAMILY MEMBER	PTHR31859:SF1	TETRATRICOPEPTIDE REPEAT PROTEIN 39C	biological_process	3	GENERIC_CONTEXT	curated	fish-specific structure (otolith) propagated to a mammal: taxon context	Otoliths are fish-specific structures. Macaques have otoconia, not otoliths. The TreeGrafter transfer from zebrafish propagated a taxon-inappropriate term. While the gene may be involved in inner ear development in mammals, this specific term should not be applied to a primate protein.
MARK_AS_OVER_ANNOTATED	A0A8B6GS20	Mytilus galloprovincialis	GO:0010507	negative regulation of autophagy	PTN000086907	PTHR10807	MYOTUBULARIN-RELATED	PTHR10807:SF73	LD06050P	biological_process	2	PSEUDOENZYME	curated	MTMR9 pseudophosphatase (no catalytic Cys); regulatory role only	MTMR9 does not directly regulate autophagy. Its role is indirect, through modulation of active MTMR partners. The evidence for a specifically negative regulatory role is weak; some data suggest the opposite direction.
MARK_AS_OVER_ANNOTATED	ALB	Canis lupus familiaris	GO:0036094	small molecule binding	PTN000147397	PTHR11385	SERUM ALBUMIN-RELATED	PTHR11385:SF15	ALBUMIN	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	Uninformative broad parent of the specific binding functions.
MARK_AS_OVER_ANNOTATED	ALB	Felis catus	GO:0036094	small molecule binding	PTN002604567	PTHR11385	SERUM ALBUMIN-RELATED	PTHR11385:SF15	ALBUMIN	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	Uninformative broad parent of the specific binding functions.
MARK_AS_OVER_ANNOTATED	Betv1	Betula pendula	GO:0005634	nucleus	PTN007850272	PTHR31213	OS08G0374000 PROTEIN-RELATED	PTHR31213:SF55	STRESS-INDUCED PROTEIN SAM22	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Over-propagated with the ABA-receptor annotations; inconsistent with the cytoplasmic localization of Bet v 1.
MARK_AS_OVER_ANNOTATED	DDO	Octopus vulgaris	GO:0005737	cytoplasm	PTN000898250	PTHR11530	D-AMINO ACID OXIDASE	PTHR11530:SF17	RE49860P	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	DDO has a C-terminal SKL microbody targeting signal (residues 334-336) and is annotated to peroxisomal matrix (GO:0005782) by ISS to human and bovine orthologs. Cytoplasm is too general and adds no information beyond the more specific peroxisomal matrix annotation.
MARK_AS_OVER_ANNOTATED	IRE1	Hypocrea jecorina (strain QM6a)	GO:0051082	unfolded protein binding	PTN001017826	PTHR13954	IRE1-RELATED	PTHR13954:SF6	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE	molecular_function	3	GENERIC_CONTEXT	curated	uninformative/obsolete binding term; sensor, not chaperone	GO:0051082 is now formally obsolete. While IRE1 detects unfolded proteins in the ER lumen, its binding serves a sensor/signaling function, not a chaperone function. IRE1 does not assist protein folding. The unfolded protein sensing function is already captured by GO:0036498 (IRE1-mediated unfolded p
MARK_AS_OVER_ANNOTATED	IRE1	Hypocrea jecorina (strain QM6a)	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	PTN001017826	PTHR13954	IRE1-RELATED	PTHR13954:SF6	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE	biological_process	3	GENERIC_CONTEXT	curated	fungi lack classical apoptosis; mammalian-context process	Filamentous fungi do not have classical apoptosis. This annotation is inferred from mammalian IRE1 orthologs via TreeGrafter. Following the yeast IRE1 (P32361) precedent where the same annotation was marked as over-annotated for the same reason. The core function of T. reesei IRE1 is the UPR signali
MARK_AS_OVER_ANNOTATED	K9IMD0	Desmodus rotundus	GO:0019731	antibacterial humoral response	PTN000159979	PTHR11485	TRANSFERRIN	PTHR11485:SF55	LACTOTRANSFERRIN	biological_process	4	MISPLACEMENT	curated	draculin: neofunctionalized lactoferrin homolog (anticoagulant), family process contradicted	No direct evidence for antibacterial humoral response in draculin studies; experimental data instead support anticoagulant activity in saliva [PMID:7740503; PMID:10556567; PMID:9795244].
MARK_AS_OVER_ANNOTATED	K9IWR0	Desmodus rotundus	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	PTN000158030	PTHR11471	TUMOR NECROSIS FACTOR FAMILY MEMBER	PTHR11471:SF31	LYMPHOTOXIN-ALPHA	biological_process	3	GENERIC_CONTEXT	curated	specific downstream signalling process inherited from mammalian lymphotoxin, unevidenced	Specific pathway regulation is not directly evidenced for this DESRO protein.
MARK_AS_OVER_ANNOTATED	K9IWR0	Desmodus rotundus	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	PTN000158030	PTHR11471	TUMOR NECROSIS FACTOR FAMILY MEMBER	PTHR11471:SF31	LYMPHOTOXIN-ALPHA	biological_process	3	GENERIC_CONTEXT	curated	specific downstream signalling process inherited from mammalian lymphotoxin, unevidenced	Specific apoptotic pathway regulation is not directly evidenced for this protein.
MARK_AS_OVER_ANNOTATED	K9J287	Desmodus rotundus	GO:0003677	DNA binding	PTN001684743	PTHR11371	DEOXYRIBONUCLEASE	PTHR11371:SF28	DEOXYRIBONUCLEASE-1-LIKE 1	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	Annotation is inferred from domain/TreeGrafter without direct experimental evidence.
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005737	cytoplasm		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The term is too general. For the HDH domain, the correct localization is chloroplast stroma (GO:0009570), which is already annotated. For the ARV1 domain, the correct localization is ER membrane (GO:0005789). Applied to a gene prediction artifact.
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005829	cytosol		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	For the HDH domain, the mature protein is chloroplast stroma-localized, not cytosolic. For the ARV1 domain, the protein is ER membrane-localized. Cytosol is not the functional localization for either domain. Applied to a gene prediction artifact.
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0009570	chloroplast stroma		PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	While this is the most accurate localization for the HDH domain, it is applied to a gene prediction artifact. The true HDH gene is NCGR_LOCUS4558 (A0A811MHP4). The chloroplast stroma localization is fundamentally incompatible with the ER membrane localization of the ARV1 domain on the same polypepti
