source_group,reference_set,term_mode,organism,gene,aspect,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1
hf_catalogue,goa_all,raw,AGKCO,fibrolase,molecular_function,3,6,14,13,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222,12,2,1,0.8571428571428571,0.9230769230769231,0.888888888888889
hf_catalogue,goa_all,raw,AGKCO,fibrolase,biological_process,2,2,19,8,1,1,1,0.5,0.5,0.5,6,13,2,0.3157894736842105,0.75,0.44444444444444436
hf_catalogue,goa_all,raw,AGKCO,fibrolase,cellular_component,1,2,2,5,1,0,1,1.0,0.5,0.6666666666666666,2,0,3,1.0,0.4,0.5714285714285715
hf_catalogue,goa_all,raw,ARATH,COP1,molecular_function,2,7,12,18,2,0,5,1.0,0.2857142857142857,0.4444444444444445,12,0,6,1.0,0.6666666666666666,0.8
hf_catalogue,goa_all,raw,ARATH,COP1,biological_process,9,14,73,86,7,2,7,0.7777777777777778,0.5,0.6086956521739131,45,28,41,0.6164383561643836,0.5232558139534884,0.5660377358490567
hf_catalogue,goa_all,raw,ARATH,COP1,cellular_component,2,5,22,25,2,0,3,1.0,0.4,0.5714285714285715,22,0,3,1.0,0.88,0.9361702127659575
hf_catalogue,goa_all,raw,ARATH,ETR1,molecular_function,3,13,15,36,3,0,10,1.0,0.23076923076923078,0.375,15,0,21,1.0,0.4166666666666667,0.5882352941176471
hf_catalogue,goa_all,raw,ARATH,ETR1,biological_process,18,25,100,126,17,1,8,0.9444444444444444,0.68,0.7906976744186047,95,5,31,0.95,0.753968253968254,0.8407079646017698
hf_catalogue,goa_all,raw,ARATH,ETR1,cellular_component,0,2,0,15,0,0,2,,0.0,,0,0,15,,0.0,
hf_catalogue,goa_all,raw,BACSU,amyE,molecular_function,1,6,6,11,1,0,5,1.0,0.16666666666666666,0.2857142857142857,6,0,5,1.0,0.5454545454545454,0.7058823529411764
hf_catalogue,goa_all,raw,BACSU,amyE,biological_process,1,1,14,4,0,1,1,0.0,0.0,,4,10,0,0.2857142857142857,1.0,0.4444444444444445
hf_catalogue,goa_all,raw,BACSU,amyE,cellular_component,1,1,2,2,1,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,BACSU,aprE,molecular_function,2,5,10,13,1,1,4,0.5,0.2,0.28571428571428575,9,1,4,0.9,0.6923076923076923,0.7826086956521738
hf_catalogue,goa_all,raw,BACSU,aprE,biological_process,2,4,28,29,1,1,3,0.5,0.25,0.3333333333333333,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495
hf_catalogue,goa_all,raw,BACSU,aprE,cellular_component,1,2,1,5,0,1,2,0.0,0.0,,0,1,5,0.0,0.0,
hf_catalogue,goa_all,raw,BACSU,comK,molecular_function,3,1,24,3,0,3,1,0.0,0.0,,1,23,2,0.041666666666666664,0.3333333333333333,0.07407407407407407
hf_catalogue,goa_all,raw,BACSU,comK,biological_process,2,2,11,19,0,2,2,0.0,0.0,,3,8,16,0.2727272727272727,0.15789473684210525,0.19999999999999998
hf_catalogue,goa_all,raw,BACSU,divIVA,molecular_function,1,2,3,3,1,0,1,1.0,0.5,0.6666666666666666,3,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,BACSU,divIVA,biological_process,2,4,17,21,0,2,4,0.0,0.0,,5,12,16,0.29411764705882354,0.23809523809523808,0.2631578947368421
hf_catalogue,goa_all,raw,BACSU,divIVA,cellular_component,1,1,1,3,0,1,1,0.0,0.0,,0,1,3,0.0,0.0,
hf_catalogue,goa_all,raw,BACSU,fliY,molecular_function,1,3,7,8,1,0,2,1.0,0.3333333333333333,0.5,7,0,1,1.0,0.875,0.9333333333333333
hf_catalogue,goa_all,raw,BACSU,fliY,biological_process,4,7,23,33,3,1,4,0.75,0.42857142857142855,0.5454545454545454,21,2,12,0.9130434782608695,0.6363636363636364,0.75
hf_catalogue,goa_all,raw,BACSU,fliY,cellular_component,4,4,20,9,1,3,3,0.25,0.25,0.25,6,14,3,0.3,0.6666666666666666,0.41379310344827586
hf_catalogue,goa_all,raw,BACSU,ftsZ,molecular_function,2,5,10,24,2,0,3,1.0,0.4,0.5714285714285715,10,0,14,1.0,0.4166666666666667,0.5882352941176471
hf_catalogue,goa_all,raw,BACSU,ftsZ,biological_process,1,5,2,19,1,0,4,1.0,0.2,0.33333333333333337,2,0,17,1.0,0.10526315789473684,0.1904761904761905
hf_catalogue,goa_all,raw,BACSU,ftsZ,cellular_component,2,3,3,5,2,0,1,1.0,0.6666666666666666,0.8,3,0,2,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,BACSU,secA,molecular_function,1,4,2,28,0,1,4,0.0,0.0,,1,1,27,0.5,0.03571428571428571,0.06666666666666667
hf_catalogue,goa_all,raw,BACSU,secA,biological_process,2,6,46,18,0,2,6,0.0,0.0,,16,30,2,0.34782608695652173,0.8888888888888888,0.5
hf_catalogue,goa_all,raw,BACSU,secA,cellular_component,1,5,7,11,0,1,5,0.0,0.0,,1,6,10,0.14285714285714285,0.09090909090909091,0.1111111111111111
hf_catalogue,goa_all,raw,BACSU,sigF,molecular_function,2,5,5,20,1,1,4,0.5,0.2,0.28571428571428575,4,1,16,0.8,0.2,0.32000000000000006
hf_catalogue,goa_all,raw,BACSU,sigF,biological_process,2,5,7,35,1,1,4,0.5,0.2,0.28571428571428575,6,1,29,0.8571428571428571,0.17142857142857143,0.2857142857142857
hf_catalogue,goa_all,raw,BACSU,sigF,cellular_component,3,1,9,3,0,3,1,0.0,0.0,,1,8,2,0.1111111111111111,0.3333333333333333,0.16666666666666666
hf_catalogue,goa_all,raw,BACSU,sigK,molecular_function,1,6,2,21,1,0,5,1.0,0.16666666666666666,0.2857142857142857,2,0,19,1.0,0.09523809523809523,0.17391304347826084
hf_catalogue,goa_all,raw,BACSU,sigK,biological_process,3,5,38,35,2,1,3,0.6666666666666666,0.4,0.5,28,10,7,0.7368421052631579,0.8,0.7671232876712328
hf_catalogue,goa_all,raw,BACSU,sigK,cellular_component,2,1,10,3,0,2,1,0.0,0.0,,1,9,2,0.1,0.3333333333333333,0.15384615384615383
hf_catalogue,goa_all,raw,BACSU,spo0A,molecular_function,4,4,9,10,1,3,3,0.25,0.25,0.25,5,4,5,0.5555555555555556,0.5,0.5263157894736842
hf_catalogue,goa_all,raw,BACSU,spo0A,biological_process,5,12,45,74,4,1,8,0.8,0.3333333333333333,0.47058823529411764,45,0,29,1.0,0.6081081081081081,0.7563025210084033
hf_catalogue,goa_all,raw,BACSU,spo0A,cellular_component,2,1,9,3,1,1,0,0.5,1.0,0.6666666666666666,3,6,0,0.3333333333333333,1.0,0.5
hf_catalogue,goa_all,raw,BACSU,spoIIE,molecular_function,1,5,2,10,1,0,4,1.0,0.2,0.33333333333333337,2,0,8,1.0,0.2,0.33333333333333337
hf_catalogue,goa_all,raw,BACSU,spoIIE,biological_process,2,1,17,6,0,2,1,0.0,0.0,,0,17,6,0.0,0.0,
