source_group,reference_set,term_mode,aspect,n_gene_aspects,n_genes,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,exact_macro_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1,closure_macro_f1
all_sources,goa_all,leaf_filtered,all_aspects,410,139,3763,6254,16378,25918,1821,1942,4433,0.48392240233855965,0.2911736488647266,0.363581910751722,0.48470920452709715,13248,3130,12670,0.8088899743558432,0.5111505517401034,0.6264422167580859,0.6657775595833411
all_sources,goa_all,leaf_filtered,biological_process,138,138,2771,3783,12215,19159,1035,1736,2748,0.37351136773727894,0.2735923869944489,0.31583765639304245,0.39573147533492753,9430,2785,9729,0.7720016373311502,0.4921968787515006,0.6011346975202397,0.5811713204736182
all_sources,goa_all,leaf_filtered,cellular_component,134,134,505,1139,2282,3318,407,98,732,0.805940594059406,0.35733099209833186,0.4951338199513382,0.6028944909363487,2085,197,1233,0.9136722173531989,0.6283905967450272,0.7446428571428572,0.7877426937868827
all_sources,goa_all,leaf_filtered,molecular_function,138,138,487,1332,1881,3441,379,108,953,0.7782340862422998,0.28453453453453453,0.4167124793842771,0.4534406068970812,1733,148,1708,0.9213184476342371,0.5036326649229875,0.6512589252160842,0.6362423518195518
all_sources,goa_all,raw,all_aspects,410,139,10682,6254,16378,25918,2496,8186,3758,0.23366410784497285,0.3991045730732331,0.2947567312234294,0.47374034563188244,13248,3130,12670,0.8088899743558432,0.5111505517401034,0.6264422167580859,0.6657775595833411
all_sources,goa_all,raw,biological_process,138,138,8481,3783,12215,19159,1393,7088,2390,0.16424949887984908,0.3682262754427703,0.2271689497716895,0.3558230084194677,9430,2785,9729,0.7720016373311502,0.4921968787515006,0.6011346975202397,0.5811713204736182
all_sources,goa_all,raw,cellular_component,134,134,1143,1139,2282,3318,566,577,573,0.49518810148731407,0.49692712906057945,0.49605609114811566,0.5984898612041529,2085,197,1233,0.9136722173531989,0.6283905967450272,0.7446428571428572,0.7877426937868827
all_sources,goa_all,raw,molecular_function,138,138,1058,1332,1881,3441,537,521,795,0.5075614366729678,0.40315315315315314,0.44937238493723847,0.46519906741926775,1733,148,1708,0.9213184476342371,0.5036326649229875,0.6512589252160842,0.6362423518195518
all_sources,goa_experimental,leaf_filtered,all_aspects,320,120,3534,3136,15211,15095,1622,1912,1514,0.45897000565930957,0.517219387755102,0.4863568215892054,0.6498345348756815,11764,3447,3331,0.7733876799684439,0.779330904272938,0.7763479179040453,0.8204650442483801
all_sources,goa_experimental,leaf_filtered,biological_process,103,103,2640,1933,11477,11273,951,1689,982,0.36022727272727273,0.49198137609932746,0.41591952766236606,0.5413334773351001,8572,2905,2701,0.7468850744968197,0.7604009580413377,0.7535824175824175,0.7515114818458799
all_sources,goa_experimental,leaf_filtered,cellular_component,113,113,465,592,2121,2111,333,132,259,0.7161290322580646,0.5625,0.630085146641438,0.7083567272675019,1779,342,332,0.8387553041018387,0.842728564661298,0.8407372400756145,0.8661434518785314
all_sources,goa_experimental,leaf_filtered,molecular_function,104,104,429,611,1613,1711,338,91,273,0.7878787878787878,0.5531914893617021,0.65,0.6914661592573419,1413,200,298,0.8760074395536268,0.82583284628872,0.8501805054151623,0.8394644673807996
all_sources,goa_experimental,raw,all_aspects,320,120,10197,3136,15211,15095,2017,8180,1119,0.19780327547317839,0.6431760204081632,0.3025575639390985,0.5947370128988281,11764,3447,3331,0.7733876799684439,0.779330904272938,0.7763479179040453,0.8204650442483801
all_sources,goa_experimental,raw,biological_process,103,103,8159,1933,11477,11273,1148,7011,785,0.1407035175879397,0.5938954992240041,0.22750693618707887,0.4689774380679054,8572,2905,2701,0.7468850744968197,0.7604009580413377,0.7535824175824175,0.7515114818458799
all_sources,goa_experimental,raw,cellular_component,113,113,1082,592,2121,2111,437,645,155,0.40388170055452866,0.7381756756756757,0.5221027479091996,0.6578639224663253,1779,342,332,0.8387553041018387,0.842728564661298,0.8407372400756145,0.8661434518785314
all_sources,goa_experimental,raw,molecular_function,104,104,956,611,1613,1711,432,524,179,0.45188284518828453,0.707037643207856,0.5513720485003191,0.6452943516233655,1413,200,298,0.8760074395536268,0.82583284628872,0.8501805054151623,0.8394644673807996
hf_catalogue,goa_all,leaf_filtered,all_aspects,283,95,912,2369,5817,10474,665,247,1704,0.7291666666666666,0.28070915998311524,0.4053642182261506,0.5178765816216372,5012,805,5462,0.8616125150421179,0.4785182356310865,0.6153090663556565,0.6709357502654343
hf_catalogue,goa_all,leaf_filtered,biological_process,94,94,472,1249,3749,7109,323,149,926,0.684322033898305,0.2586068855084067,0.3753631609529343,0.4479780244735271,3182,567,3927,0.848759669245132,0.44760163173442113,0.5861116227666237,0.572238228938477
hf_catalogue,goa_all,leaf_filtered,cellular_component,94,94,211,464,1080,1551,159,52,305,0.7535545023696683,0.3426724137931034,0.4711111111111112,0.6363254668258489,928,152,623,0.8592592592592593,0.5983236621534493,0.7054351957430633,0.7944849258254155
hf_catalogue,goa_all,leaf_filtered,molecular_function,95,95,229,656,988,1814,183,46,473,0.7991266375545851,0.27896341463414637,0.4135593220338983,0.4659044990815312,902,86,912,0.9129554655870445,0.4972436604189636,0.6438258386866523,0.6501649380355432
hf_catalogue,goa_all,raw,all_aspects,283,95,952,2369,5817,10474,691,261,1678,0.7258403361344538,0.2916842549598987,0.41613971695272506,0.5254972687964375,5012,805,5462,0.8616125150421179,0.4785182356310865,0.6153090663556565,0.6709357502654343
hf_catalogue,goa_all,raw,biological_process,94,94,487,1249,3749,7109,333,154,916,0.6837782340862423,0.266613290632506,0.3836405529953917,0.4548053986511437,3182,567,3927,0.848759669245132,0.44760163173442113,0.5861116227666237,0.572238228938477
hf_catalogue,goa_all,raw,cellular_component,94,94,227,464,1080,1551,169,58,295,0.7444933920704846,0.3642241379310345,0.4891461649782924,0.647599370326643,928,152,623,0.8592592592592593,0.5983236621534493,0.7054351957430633,0.7944849258254155
hf_catalogue,goa_all,raw,molecular_function,95,95,238,656,988,1814,189,49,467,0.7941176470588235,0.28810975609756095,0.4228187919463087,0.470713030827563,902,86,912,0.9129554655870445,0.4972436604189636,0.6438258386866523,0.6501649380355432
