family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR23065	PTN000552124	GO:0005905	C	IBD	false	MGI:MGI:3505790|UniProtKB:O14526|UniProtKB:Q0JRZ9	taxon:33213	20200809
PTHR23065	PTN000552124	GO:0030136	C	IBD	false	UniProtKB:Q0JRZ9	taxon:33213	20241120
PTHR23065	PTN000552124	GO:0048268	P	IBD	false	UniProtKB:Q0JRZ9|UniProtKB:O14526	taxon:33213	20180411
PTHR23065	PTN000552124	GO:0072583	P	IBD	false	UniProtKB:O14526|WB:WBGene00018974|UniProtKB:Q0JRZ9	taxon:33213	20180411
PTHR23065	PTN000860688	GO:0005768	C	IBD	false	WB:WBGene00018467|UniProtKB:Q9UNF0	taxon:	20200809
PTHR23065	PTN000860688	GO:0005543	F	IBD	false	MGI:MGI:1345181|UniProtKB:Q9BY11|UniProtKB:Q9UNF0|RGD:3247	taxon:	20180411
PTHR23065	PTN000860688	GO:0007010	P	IBD	false	RGD:3247|FB:FBgn0053094	taxon:	20200809
PTHR23065	PTN000860688	GO:0030100	P	IBD	false	ZFIN:ZDB-GENE-040426-2596|MGI:MGI:1345181|RGD:3247|MGI:MGI:1345153|MGI:MGI:1891410	taxon:	20230406
PTHR23065	PTN000860688	GO:0097320	P	IBD	false	UniProtKB:Q9UNF0|UniProtKB:Q9UKS6|MGI:MGI:1891410|MGI:MGI:1345153|RGD:3247|UniProtKB:Q9BY11|MGI:MGI:1345181	taxon:	20180411
PTHR23065	PTN001128861	GO:0032153	C	IBD	false	PomBase:SPAC13A11.01c|SGD:S000004635|PomBase:SPBC11C11.02|PomBase:SPAC20G8.05c|SGD:S000000626|JaponicusDB:SJAG_03596	taxon:4751	20250903
PTHR23065	PTN001128861	GO:0007010	P	IBD	false	SGD:S000004635|PomBase:SPAC13A11.01c|SGD:S000000626|PomBase:SPBC11C11.02|PomBase:SPAC20G8.05c	taxon:4751	20240731
PTHR23065	PTN001128862	GO:0000935	C	IBD	false	PomBase:SPAC13A11.01c	taxon:451864	20180411
PTHR23065	PTN001128862	GO:0005096	F	IBD	false	PomBase:SPAC13A11.01c|SGD:S000001847	taxon:451864	20180411
PTHR23065	PTN001128862	GO:0007264	P	IBD	false	SGD:S000001847	taxon:451864	20180411
PTHR23065	PTN001128880	GO:0120104	C	IBD	false	PomBase:SPAC20G8.05c|PomBase:SPBC11C11.02	taxon:451864	20180411
PTHR23065	PTN001128880	GO:0005543	F	IBD	false	PomBase:SPBC11C11.02|PomBase:SPAC20G8.05c|SGD:S000004635	taxon:451864	20210905
PTHR23065	PTN001890901	GO:0048812	P	IBD	false	MGI:MGI:1202388	taxon:7711	20180411
PTHR23065	PTN002347704	GO:0030139	C	IBD	false	PomBase:SPBC4C3.06|SGD:S000000626	taxon:451864	20250903
PTHR23065	PTN002347704	GO:0032185	P	IBD	false	SGD:S000000626	taxon:451864	20180411
PTHR23065	PTN002347713	GO:0031982	C	IBD	false	dictyBase:DDB_G0271676|dictyBase:DDB_G0290233|dictyBase:DDB_G0274695	taxon:554915	20230406
PTHR23065	PTN002347713	GO:0008017	F	IBD	false	dictyBase:DDB_G0271676|dictyBase:DDB_G0274695	taxon:554915	20180411
PTHR23065	PTN002347713	GO:0016050	P	IBD	false	dictyBase:DDB_G0271676|dictyBase:DDB_G0290233|dictyBase:DDB_G0274695	taxon:554915	20180411
PTHR23065	PTN002347713	GO:0030041	P	IBD	false	dictyBase:DDB_G0271676|dictyBase:DDB_G0274695	taxon:554915	20180411
PTHR23065	PTN002747256	GO:0005737	C	IBD	false	PomBase:SPBC4C3.06|dictyBase:DDB_G0290233|PomBase:SPBC11C11.02|PomBase:SPAC13A11.01c|FB:FBgn0053094|UniProtKB:Q0JRZ9|PomBase:SPAC20G8.05c|SGD:S000000626|UniProtKB:Q9UNF0|SGD:S000004635|RGD:69411|FB:FBgn0259734|UniProtKB:O43586|MGI:MGI:1345181|dictyBase:DDB_G0274695|RGD:3247|dictyBase:DDB_G0271812|UniProtKB:Q9DDA9|FB:FBgn0037702|JaponicusDB:SJAG_03596|UniProtKB:Q9UKS6|WB:WBGene00018467|dictyBase:DDB_G0271676|UniProtKB:O14526|MGI:MGI:1891410|MGI:MGI:1345153|MGI:MGI:1335088|MGI:MGI:1321396|UniProtKB:Q9BY11	taxon:2759	20260601
PTHR23065	PTN002747256	GO:0005886	C	IBD	false	RGD:3247|ZFIN:ZDB-GENE-040426-984|FB:FBgn0053094|WB:WBGene00018974|UniProtKB:Q9DDA9|PomBase:SPAC20G8.05c|FB:FBgn0037702|UniProtKB:O14526|MGI:MGI:1345153|UniProtKB:O43586|MGI:MGI:1321396|ZFIN:ZDB-GENE-120613-1|MGI:MGI:1345181|UniProtKB:Q9UNF0|MGI:MGI:3505790|RGD:69411	taxon:2759	20260601
PTHR23065	PTN002747273	GO:0048488	P	IBD	false	RGD:1565396|MGI:MGI:3505790	taxon:117571	20180411
PTHR23065	PTN002747361	GO:0048812	P	IBD	false	RGD:3247	taxon:117571	20180411
PTHR23065	PTN002747361	GO:1900006	P	IBD	false	RGD:3247	taxon:117571	20180411
PTHR23065	PTN009017043	GO:0030674	F	IBD	false	UniProtKB:Q9BX66|MGI:MGI:1913066|MGI:MGI:700014	taxon:	20250821
