id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A1C3U0,Probable lysosomal cobalamin transporter,protein,344612,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),ACLA_057360,564,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A1DB12,Probable lysosomal cobalamin transporter,protein,331117,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181),Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181),NFIA_096740,563,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A2R920,Probable lysosomal cobalamin transporter,protein,425011,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),An16g09150,576,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A4RE85,Probable lysosomal cobalamin transporter,protein,242507,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958),Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus),MGG_00740,586,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A6QTW5,Probable lysosomal cobalamin transporter,protein,2059318,Ajellomyces capsulatus (strain NAm1 / WU24),Ajellomyces capsulatus (strain NAm1 / WU24) (Darling's disease fungus),HCAG_00821,590,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A6RN41,Probable lysosomal cobalamin transporter,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),BC1G_01863,593,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A7F2V9,Probable lysosomal cobalamin transporter,protein,665079,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1),Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold),SS1G_12257,596,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
A7RM45,Probable lysosomal cobalamin transporter,protein,45351,Nematostella vectensis,Nematostella vectensis (Starlet sea anemone),v1g160387,546,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
B0YA61,Probable lysosomal cobalamin transporter,protein,451804,Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10),Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10),AFUB_083530,572,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
B2AA26,Probable lysosomal cobalamin transporter,protein,515849,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383),Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),Pa_1_2600,596,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
B2WCU2,Probable lysosomal cobalamin transporter,protein,426418,Pyrenophora tritici-repentis (strain Pt-1C-BFP),Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus),PTRG_07801,591,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
Q0D219,Probable lysosomal cobalamin transporter,protein,341663,Aspergillus terreus (strain NIH 2624 / FGSC A1156),Aspergillus terreus (strain NIH 2624 / FGSC A1156),ATEG_00015,578,PTHR16130:SF2,LYSOSOMAL COBALAMIN TRANSPORT ESCORT PROTEIN LMBD1,True
