organism	gene	pmid	year	n_structures	pdb_ids	category	cited_evidence_codes	latest_goa_year	latest_exp_goa_year	in_publications_cache	in_ai_review
9POAL	rbcL	PMID:22609438	2012	3	1WDD;3AXK;3AXM	GAP_NO_EXP_CURATION		2026		True	True
ACET2	P10478	PMID:11601976	2001	2	1JJF;1JT2	GAP_OPPORTUNITY		2025	2013	False	False
ACET2	P10478	PMID:7664125	1995	1	1XYZ	GAP_OPPORTUNITY		2025	2013	True	True
ACET2	P15329	PMID:18436237	2008	1	2VPT	GAP_NO_EXP_CURATION		2025		False	False
ACET2	P71143	PMID:15913653	2005	1	2BM3	GAP_NO_EXP_CURATION		2025		True	True
ACET2	ancA	PMID:23118225	2012	1	3UL4	GAP_NO_EXP_CURATION		2025		False	False
ACET2	celA	PMID:11884144	2002	1	1KWF	GAP_NO_EXP_CURATION		2025		True	True
ACET2	celA	PMID:12198299	2002	1	1IS9	GAP_NO_EXP_CURATION		2025		False	False
ACET2	celA	PMID:8805535	1996	1	1CEM	GAP_NO_EXP_CURATION		2025		True	True
ACET2	celD	PMID:22707718	2012	1	4FL4	GAP_NO_EXP_CURATION		2025		True	False
ACET2	cipA	PMID:14623971	2003	1	1OHZ	CITED	IPI	2025	2025	True	True
ACET2	cipA	PMID:16384918	2006	1	2B59	CITED	IPI	2025	2025	True	True
ACET2	cipA	PMID:17360613	2007	1	2CCL	CITED	IPI	2025	2025	True	True
ACET2	cipA	PMID:20070943	2010	1	3KCP	GAP_OPPORTUNITY		2025	2025	False	False
ACET2	cipA	PMID:27924829	2016	1	5G5D	GAP_OPPORTUNITY		2025	2025	False	False
ACET2	cipA	PMID:8918451	1996	1	1NBC	GAP_OPPORTUNITY		2025	2025	False	False
ACET2	cipA	PMID:9083107	1997	1	1ANU	GAP_OPPORTUNITY		2025	2025	False	False
ACET2	cipA	PMID:9402065	1997	1	1AOH	GAP_OPPORTUNITY		2025	2025	False	False
ANOGA	D7r4	PMID:17928288	2007	5	2PQL;2QEB;2QEH;2QEO;2QEV	GAP_OPPORTUNITY		2026	2024	True	True
ARATH	CERK1	PMID:22654057	2012	2	4EBY;4EBZ	CITED	IDA,IPI	2026	2026	True	True
ARATH	COI1	PMID:20927106	2010	3	3OGK;3OGL;3OGM	GAP_OPPORTUNITY				True	True
ARATH	COP1	PMID:27041596	2016	1	5IGO	GAP_OPPORTUNITY		2025	2025	False	False
ARATH	COP1	PMID:31304983	2019	8	6QTO;6QTQ;6QTR;6QTS;6QTT;6QTU;6QTV;6QTX	GAP_OPPORTUNITY		2025	2025	False	False
ARATH	COP1	PMID:35442727	2022	1	7VGG	GAP_OPPORTUNITY		2025	2025	False	False
ARATH	CRY1	PMID:15299148	2004	2	1U3C;1U3D	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CRY1	PMID:31304983	2019	1	6QTW	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CRY2	PMID:32398826	2020	2	6K8I;6K8K	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CRY2	PMID:33199893	2020	1	6M79	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CRY2	PMID:33398020	2021	1	6X24	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CRY2	PMID:36371635	2023	2	7X0X;7X0Y	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	CTR1	PMID:22155294	2012	2	3P86;3PPZ	GAP_OPPORTUNITY				False	False
ARATH	DRB1	PMID:20462493	2010	3	3ADG;3ADI;3ADJ	CITED	IPI	2026	2026	True	True
ARATH	DRB1	PMID:20735118	2010	2	2L2M;2L2N	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	EDS1	PMID:35857644	2022	1	7XJP	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	EDS1	PMID:39939758	2025	2	8YL6;8YL7	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	EDS1	PMID:39939760	2025	2	8YN0;8YN1	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	ETR1	PMID:10647185	1999	1	1DCF	GAP_OPPORTUNITY		2025	2025	False	False
ARATH	ETR1	PMID:25451923	2015	1	4PL9	GAP_OPPORTUNITY		2025	2025	False	False
ARATH	GID1A	PMID:19037309	2008	2	2ZSH;2ZSI	CITED	IDA,IPI	2026	2026	True	True
ARATH	GID1A	PMID:40542507	2025	3	9LUM;9LUN;9LUP	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	GID1A	PMID:40768360	2025	3	9O4J;9O4K;9OI8	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	HEN1	PMID:19812675	2009	1	3HTX	GAP_OPPORTUNITY		2026	2024	False	False
ARATH	OST1	PMID:21983340	2011	2	3ZUT;3ZUU	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	OST1	PMID:22116026	2012	1	3UJG	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	OST1	PMID:22160701	2011	1	3UC4	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PAD4	PMID:35857645	2022	2	7XDD;7XEY	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PAD4	PMID:39509471	2024	2	8ZW9;8ZWA	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:19898494	2009	1	3K90	CITED	IPI	2026	2026	True	True
ARATH	PYR1	PMID:19933100	2009	1	3K3K	CITED	IDA,IMP	2026	2026	True	True
ARATH	PYR1	PMID:20729860	2010	1	3NJO	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:21357183	2011	1	3QN1	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:21847091	2011	1	3ZVU	CITED	IPI	2026	2026	True	True
ARATH	PYR1	PMID:24792952	2014	1	3WG8	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:25652827	2015	1	4WVO	CITED	IPI	2026	2026	True	True
ARATH	PYR1	PMID:28949512	2017	2	5UR5;5UR6	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:29620349	2018	1	5YGV	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	PYR1	PMID:37872402	2024	1	8EY0	GAP_OPPORTUNITY		2026	2026	False	False
ARATH	TFL1	PMID:16424903	2006	1	1WKO	GAP_OPPORTUNITY		2026	2019	False	False
BACSU	amyE	PMID:14617662	2003	1	1UA7	GAP_NO_EXP_CURATION		2025		False	False
