id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0AI64,Gamma-glutamyl phosphate reductase,protein,386043,Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),proA,415,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0K4I3,Gamma-glutamyl phosphate reductase,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),proA,423,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0KNQ8,Gamma-glutamyl phosphate reductase,protein,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),proA,417,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0LCZ1,Gamma-glutamyl phosphate reductase,protein,156889,Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),proA,423,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0LPG2,Gamma-glutamyl phosphate reductase,protein,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),proA,416,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0PU04,Gamma-glutamyl phosphate reductase,protein,362242,Mycobacterium ulcerans (strain Agy99),Mycobacterium ulcerans (strain Agy99),proA,423,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0PXA4,Gamma-glutamyl phosphate reductase,protein,386415,Clostridium novyi (strain NT),Clostridium novyi (strain NT),proA,417,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A0R115,Gamma-glutamyl phosphate reductase,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),proA,424,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1A1U9,Gamma-glutamyl phosphate reductase,protein,367928,Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a),Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a),proA,427,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1A7V4,Gamma-glutamyl phosphate reductase,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,proA,417,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1AUT0,Gamma-glutamyl phosphate reductase,protein,338966,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),proA,418,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1AVH0,Gamma-glutamyl phosphate reductase,protein,413404,Ruthia magnifica subsp. Calyptogena magnifica,Ruthia magnifica subsp. Calyptogena magnifica,proA,419,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1BAM3,Gamma-glutamyl phosphate reductase,protein,318586,Paracoccus denitrificans (strain Pd 1222),Paracoccus denitrificans (strain Pd 1222),proA,423,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1JNX6,Gamma-glutamyl phosphate reductase,protein,393305,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),proA,419,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1KAH8,Gamma-glutamyl phosphate reductase,protein,418699,Azoarcus sp. (strain BH72),Azoarcus sp. (strain BH72),proA,419,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1KLC0,Gamma-glutamyl phosphate reductase,protein,410289,Mycobacterium bovis (strain BCG / Pasteur 1173P2),Mycobacterium bovis (strain BCG / Pasteur 1173P2),proA,415,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1KTV4,Gamma-glutamyl phosphate reductase,protein,272831,Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),proA,420,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1S8L1,Gamma-glutamyl phosphate reductase,protein,326297,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),proA,420,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1SHP5,Gamma-glutamyl phosphate reductase,protein,196162,Nocardioides sp. (strain ATCC BAA-499 / JS614),Nocardioides sp. (strain ATCC BAA-499 / JS614),proA,429,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1SYT9,Gamma-glutamyl phosphate reductase,protein,357804,Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37),Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37),proA,415,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1TC11,Gamma-glutamyl phosphate reductase,protein,350058,Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1),Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1),proA,415,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1TVU4,Gamma-glutamyl phosphate reductase,protein,397945,Paracidovorax citrulli (strain AAC00-1),Paracidovorax citrulli (strain AAC00-1),proA,426,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1U3C3,Gamma-glutamyl phosphate reductase,protein,351348,Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8),Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8),proA,418,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1UIZ7,Gamma-glutamyl phosphate reductase,protein,189918,Mycobacterium sp. (strain KMS),Mycobacterium sp. (strain KMS),proA,415,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1URN6,Gamma-glutamyl phosphate reductase,protein,360095,"Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)","Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)",proA,412,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1VCR9,Gamma-glutamyl phosphate reductase,protein,391774,Nitratidesulfovibrio vulgaris (strain DP4),Nitratidesulfovibrio vulgaris (strain DP4),proA,419,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1VTR9,Gamma-glutamyl phosphate reductase,protein,365044,Polaromonas naphthalenivorans (strain CJ2),Polaromonas naphthalenivorans (strain CJ2),proA,430,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1VYR7,Gamma-glutamyl phosphate reductase,protein,354242,Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176),Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176),proA,410,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1WCP4,Gamma-glutamyl phosphate reductase,protein,232721,Acidovorax sp. (strain JS42),Acidovorax sp. (strain JS42),proA,426,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1WGI4,Gamma-glutamyl phosphate reductase,protein,391735,Verminephrobacter eiseniae (strain EF01-2),Verminephrobacter eiseniae (strain EF01-2),proA,426,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A1WYZ4,Gamma-glutamyl phosphate reductase,protein,349124,Halorhodospira halophila (strain DSM 244 / SL1),Halorhodospira halophila (strain DSM 244 / SL1),proA,424,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2BQ71,Gamma-glutamyl phosphate reductase,protein,146891,Prochlorococcus marinus (strain AS9601),Prochlorococcus marinus (strain AS9601),proA,436,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2BVQ3,Gamma-glutamyl phosphate reductase,protein,167542,Prochlorococcus marinus (strain MIT 9515),Prochlorococcus marinus (strain MIT 9515),proA,436,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2C148,Gamma-glutamyl phosphate reductase,protein,167555,Prochlorococcus marinus (strain NATL1A),Prochlorococcus marinus (strain NATL1A),proA,438,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2CAS7,Gamma-glutamyl phosphate reductase,protein,59922,Prochlorococcus marinus (strain MIT 9303),Prochlorococcus marinus (strain MIT 9303),proA,438,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2RD38,Gamma-glutamyl phosphate reductase,protein,160491,Streptococcus pyogenes serotype M5 (strain Manfredo),Streptococcus pyogenes serotype M5 (strain Manfredo),proA,416,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2RJM8,Gamma-glutamyl phosphate reductase,protein,416870,Lactococcus lactis subsp. cremoris (strain MG1363),Lactococcus lactis subsp. cremoris (strain MG1363),proA,413,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
A2SCE2,Gamma-glutamyl phosphate reductase,protein,420662,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),proA,429,PTHR11063:SF8,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,True
