scope	accession	gene	organism	pos_term	pos_name	pos_evidence	neg_term	neg_name	neg_evidence	parent_support
local	O94603	jhd1	Schizosaccharomyces pombe (s	GO:0032452	histone demethylase activity	IBA	GO:0141052	histone H3 demethylase activity	IDA	supported
local	Q8BG07	Pld4	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0004630	D-type glycerophospholipase activity	IDA	supported
local	Q8TCG5	CPT1C	Homo sapiens (Human)	GO:0003824	catalytic activity	IEA	GO:0004095	carnitine O-palmitoyltransferase activity	ISS	supported
local	Q8TCG5	CPT1C	Homo sapiens (Human)	GO:0016746	acyltransferase activity	IEA	GO:0004095	carnitine O-palmitoyltransferase activity	ISS	UNSUPPORTED
local	Q9BPU6	DPYSL5	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
local	Q9BPU6	DPYSL5	Homo sapiens (Human)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
local	Q9C105	cts2	Schizosaccharomyces pombe (s	GO:0003674	molecular_function	ND	GO:0004568	chitinase activity	IBA	supported
local	Q9LKL2	APRR1	Arabidopsis thaliana (Mouse-	GO:0003677	DNA binding	IDA	GO:0000976	transcription cis-regulatory region binding	IDA	supported
local	Q9UBN7	HDAC6	Homo sapiens (Human)	GO:0019213	deacetylase activity	IBA	GO:0047611	acetylspermidine deacetylase activity	IDA	supported
local	Q9Y6Z9	?	Schizosaccharomyces pombe (s	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	IEA	GO:0032115	sorbose reductase activity	EXP	UNSUPPORTED
local	Q9Y6Z9	?	Schizosaccharomyces pombe (s	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	IEA	GO:0050085	mannitol 2-dehydrogenase (NADP+) activity	EXP	UNSUPPORTED
net_new	A0A087X1C5	CYP2D7	Homo sapiens (Human)	GO:0004497	monooxygenase activity	IEA	GO:0070330	aromatase activity	IDA	supported
net_new	A0A087X1C5	CYP2D7	Homo sapiens (Human)	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA	GO:0070330	aromatase activity	IDA	supported
net_new	A0A087X1C5	CYP2D7	Homo sapiens (Human)	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	IBA	GO:0070330	aromatase activity	IDA	supported
net_new	A0A0K1SC59	ADA	Plasmodium gallinaceum	GO:0019239	deaminase activity	IEA	GO:0090614	5'-methylthioadenosine deaminase activity	IDA	supported
net_new	A0A0K2S4Q6	CD300H	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0042803	protein homodimerization activity	IDA	supported
net_new	A0A7J6KBZ0	DPA	Toxoplasma gondii	GO:0016829	lyase activity	IEA	GO:0004139	deoxyribose-phosphate aldolase activity	IDA	UNSUPPORTED
net_new	A0A8I6GM68	Hdac6	Rattus norvegicus (Rat)	GO:0019213	deacetylase activity	IEA	GO:0047611	acetylspermidine deacetylase activity	ISO	supported
net_new	A2AQ92	Duox1	Mus musculus (Mouse)	GO:0016491	oxidoreductase activity	IEA	GO:0004601	peroxidase activity	ISS	supported
net_new	A2RUV9	Aebp1	Rattus norvegicus (Rat)	GO:0004180	carboxypeptidase activity	ISO	GO:0004181	metallocarboxypeptidase activity	IBA	supported
