id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A384J409,Aquaporin-7,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP7,454,PTHR19139:SF199,MIP17260P,True
A0A384J441,Aquaporin-2,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP2,377,PTHR19139:SF199,MIP17260P,True
A0A384J983,Aquaporin-5,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP5,383,PTHR19139:SF283,AQUAPORIN,True
A0A384JGJ4,Aquaporin-5,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP6,540,PTHR19139:SF283,AQUAPORIN,True
A0A384JL97,Aquaporin-1,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP1,462,PTHR19139:SF283,AQUAPORIN,True
A0A384JP03,Aquaporin-8,protein,332648,Botryotinia fuckeliana (strain B05.10),Botryotinia fuckeliana (strain B05.10) (Noble rot fungus),AQP8,325,PTHR19139:SF199,MIP17260P,True
A0A509AUY5,Aquaporin-2,protein,5823,Plasmodium berghei (strain Anka),Plasmodium berghei (strain Anka),AQP2,595,PTHR19139:SF199,MIP17260P,True
A2IBY8,Lens fiber major intrinsic protein,protein,9615,Canis lupus familiaris,Canis lupus familiaris (Dog),MIP,263,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
A4L9J0,Lens fiber major intrinsic protein,protein,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),MIP,263,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
A6ZX66,Aquaporin-1,protein,307796,Saccharomyces cerevisiae (strain YJM789),Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),AQY1,305,PTHR19139:SF199,MIP17260P,True
A7A0K7,Putative uncharacterized protein SCY_3531,protein,307796,Saccharomyces cerevisiae (strain YJM789),Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),SCY_3531,152,PTHR19139:SF199,MIP17260P,True
A8W649,Aquaporin-5,protein,9823,Sus scrofa,Sus scrofa (Pig),AQP5,265,PTHR19139:SF38,AQUAPORIN-5,True
B0DMR6,Aquaporin Lacbi1:392091,protein,486041,Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686),Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver),Lacbi1:392091,311,PTHR19139:SF199,MIP17260P,True
B3LTC4,Putative uncharacterized protein SCRG_04940,protein,285006,Saccharomyces cerevisiae (strain RM11-1a),Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),SCRG_04940,152,PTHR19139:SF199,MIP17260P,True
B7XIC4,Aquaporin,protein,481877,Enterocytozoon bieneusi (strain H348),Enterocytozoon bieneusi (strain H348) (Microsporidian parasite),AQP,242,PTHR19139:SF199,MIP17260P,True
C4VBN2,Aquaporin,protein,578460,Vairimorpha ceranae (strain BRL01),Vairimorpha ceranae (strain BRL01) (Microsporidian parasite),AQP,249,PTHR19139:SF199,MIP17260P,True
C7GNE2,Putative uncharacterized protein C1Q_01798,protein,574961,Saccharomyces cerevisiae (strain JAY291),Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),C1Q_01798,152,PTHR19139:SF199,MIP17260P,True
C8ZCS2,Putative uncharacterized protein EC1118_1L10_0100g,protein,643680,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse),Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),EC1118_1L10_0100g,152,PTHR19139:SF199,MIP17260P,True
C8ZJM1,Aquaporin-1,protein,643680,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse),Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),AQY1,327,PTHR19139:SF199,MIP17260P,True
F9UUD2,Glycerol uptake facilitator protein-like 6,protein,220668,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),glpF6,216,PTHR19139:SF199,MIP17260P,True
G5CTG2,Aquaporin-5,protein,46460,Milnesium tardigradum,Milnesium tardigradum (Water bear),AQP5,277,PTHR19139:SF199,MIP17260P,True
G5CTG3,Aquaporin-6,protein,46460,Milnesium tardigradum,Milnesium tardigradum (Water bear),AQP6,285,PTHR19139:SF199,MIP17260P,True
I1Z8E5,Aquaporin-1,protein,29883,Laccaria bicolor,Laccaria bicolor (Bicoloured deceiver),AQP1,311,PTHR19139:SF199,MIP17260P,True
I3W9F6,Aquaporin-1,protein,4876,Rhizophagus irregularis,Rhizophagus irregularis (Arbuscular mycorrhizal fungus),AQPF1,276,PTHR19139:SF199,MIP17260P,True
O26206,Aquaporin AqpM,protein,187420,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H),Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H),aqpM,246,PTHR19139:SF199,MIP17260P,True
O62735,Aquaporin-2,protein,9940,Ovis aries,Ovis aries (Sheep),AQP2,271,PTHR19139:SF45,AQUAPORIN-2,True
O68874,Aquaporin Z,protein,623,Shigella flexneri,Shigella flexneri,aqpZ,231,PTHR19139:SF199,MIP17260P,True
O77697,Aquaporin-2,protein,9391,Amblysomus hottentotus,Amblysomus hottentotus (Hottentot golden mole),AQP2,109,PTHR19139:SF45,AQUAPORIN-2,True
O77714,Aquaporin-2,protein,29137,Dugong dugon,Dugong dugon (Dugong),AQP2,109,PTHR19139:SF45,AQUAPORIN-2,True
O77722,Aquaporin-2,protein,9365,Erinaceus europaeus,Erinaceus europaeus (Western European hedgehog),AQP2,109,PTHR19139:SF45,AQUAPORIN-2,True
O77740,Aquaporin-2,protein,9375,Talpa europaea,Talpa europaea (European mole),AQP2,109,PTHR19139:SF45,AQUAPORIN-2,True
O77750,Aquaporin-4,protein,9913,Bos taurus,Bos taurus (Bovine),AQP4,323,PTHR19139:SF34,AQUAPORIN-4,True
P06624,Lens fiber major intrinsic protein,protein,9913,Bos taurus,Bos taurus (Bovine),MIP,263,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
P09011,Lens fiber major intrinsic protein,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Mip,263,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
P0C112,Aquaporin Z,protein,262698,Brucella abortus biovar 1 (strain 9-941),Brucella abortus biovar 1 (strain 9-941),aqpZ,228,PTHR19139:SF199,MIP17260P,True
P0CD89,Aquaporin-2,protein,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),AQY2,289,PTHR19139:SF199,MIP17260P,True
P0CD91,Aquaporin-1,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),AQY1,305,PTHR19139:SF199,MIP17260P,True
P0CD92,Aquaporin-1,protein,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),AQY1,327,PTHR19139:SF199,MIP17260P,True
P0CD98,Putative uncharacterized protein YLL053C,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),YLL053C,152,PTHR19139:SF199,MIP17260P,True
P23645,Neurogenic protein big brain,protein,7227,Drosophila melanogaster,Drosophila melanogaster (Fruit fly),bib,696,PTHR19139:SF268,NEUROGENIC PROTEIN BIG BRAIN,True
P28238,Lens fiber major intrinsic protein,protein,9031,Gallus gallus,Gallus gallus (Chicken),MIP,262,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
P29972,Aquaporin-1,protein,9606,Homo sapiens,Homo sapiens (Human),AQP1,269,PTHR19139:SF161,AQUAPORIN-1,True
P29975,Aquaporin-1,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Aqp1,269,PTHR19139:SF161,AQUAPORIN-1,True
P30301,Lens fiber major intrinsic protein,protein,9606,Homo sapiens,Homo sapiens (Human),MIP,263,PTHR19139:SF39,LENS FIBER MAJOR INTRINSIC PROTEIN,True
P34080,Aquaporin-2,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Aqp2,271,PTHR19139:SF45,AQUAPORIN-2,True
P41181,Aquaporin-2,protein,9606,Homo sapiens,Homo sapiens (Human),AQP2,271,PTHR19139:SF45,AQUAPORIN-2,True
P47863,Aquaporin-4,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Aqp4,323,PTHR19139:SF34,AQUAPORIN-4,True
P47864,Aquaporin-5,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Aqp5,265,PTHR19139:SF38,AQUAPORIN-5,True
