goId,goName,aspect,qualifier,evidence,reference,assignedBy,withFrom
GO:0002181,cytoplasmic translation,biological_process,involved_in,IMP,PMID:11929994,SGD,
GO:0006364,rRNA processing,biological_process,involved_in,IMP,PMID:20368619,SGD,
GO:0006450,regulation of translational fidelity,biological_process,involved_in,IDA,PMID:15456889,ComplexPortal,
GO:0006450,regulation of translational fidelity,biological_process,involved_in,IMP,PMID:15456889,SGD,
GO:0006452,translational frameshifting,biological_process,involved_in,IMP,PMID:16607023,SGD,
GO:0006457,protein folding,biological_process,involved_in,NAS,PMID:11274393,ComplexPortal,
GO:0042026,protein refolding,biological_process,involved_in,IBA,GO_REF:0000033,GO_Central,P0DMV8;P0DMV9;P11142;P17066;P34931;P54652;PTN000452648;S000000004;S000003806
GO:0051083,'de novo' cotranslational protein folding,biological_process,involved_in,IDA,PMID:11274393,ComplexPortal,
GO:0051083,'de novo' cotranslational protein folding,biological_process,involved_in,IMP,PMID:11274393,SGD,
GO:0005634,nucleus,cellular_component,is_active_in,IBA,GO_REF:0000033,GO_Central,MGI:96243;O73885;P08106;P0DMV8;P0DMV9;P11142;P17066;P34931;P48741;PTN002500132;Q5KKP4;S000000004;S000000905;SPAC13G7.02c;SPCC1739.13;WBGene00002005
GO:0005737,cytoplasm,cellular_component,is_active_in,IBA,GO_REF:0000033,GO_Central,(canonical Hsp70 family seeds; PTN002321897)
GO:0005737,cytoplasm,cellular_component,located_in,IDA,PMID:10792726,SGD,
GO:0005737,cytoplasm,cellular_component,located_in,IEA,GO_REF:0000120,UniProt,SL-0086
GO:0005829,cytosol,cellular_component,is_active_in,IBA,GO_REF:0000033,GO_Central,PTN002500132;(canonical Hsp70 seeds)
GO:0101031,protein folding chaperone complex,cellular_component,part_of,IPI,PMID:11274393,ComplexPortal,
GO:0005515,protein binding,molecular_function,enables,IPI,PMID:11274393,IntAct,P32527(ZUO1)
GO:0005515,protein binding,molecular_function,enables,IPI,PMID:16429126,IntAct,P32527(ZUO1)
GO:0005515,protein binding,molecular_function,enables,IPI,PMID:23202586,IntAct,P32527(ZUO1)
GO:0005515,protein binding,molecular_function,enables,IPI,PMID:37968396,IntAct,P32527(ZUO1)
GO:0005524,ATP binding,molecular_function,enables,IEA,GO_REF:0000002,InterPro,IPR013126
GO:0016887,ATP hydrolysis activity,molecular_function,enables,IBA,GO_REF:0000033,GO_Central,PTN000452648;(canonical Hsp70 seeds)
GO:0016887,ATP hydrolysis activity,molecular_function,enables,IEA,GO_REF:0000002,InterPro,IPR013126
GO:0031072,heat shock protein binding,molecular_function,enables,IBA,GO_REF:0000033,GO_Central,PTN000452648;(canonical Hsp70 seeds)
GO:0031072,heat shock protein binding,molecular_function,enables,IPI,PMID:11274393,SGD,S000003517(ZUO1)
GO:0044183,protein folding chaperone,molecular_function,enables,IBA,GO_REF:0000033,GO_Central,PTN000452648;(canonical Hsp70 seeds)
GO:0051087,protein-folding chaperone binding,molecular_function,enables,IPI,PMID:11274393,SGD,S000003517(ZUO1)
# PROVENANCE: QuickGO/EBI annotation search for P38788, release GO_REF:0000033, fetched Iteration 3 (2026-09-21). 26 unique annotations.
# NOTE: GO:0005886 plasma membrane is ABSENT from live GO_Central (present only in lagging UniProt xref snapshot).
# NOTE: Family-wide QuickGO query for GO:0042026 qualifier=NOT returns 0 hits across ALL species (no refolding-loss NOT/IRD deployed).
