GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	TAXON ID	ASSIGNED BY	DATE
UniProtKB	A0A059TC02	CCR1	involved_in	GO:0007623	P	ECO:0000270	IEP	PMID:24985707	4102	UniProt	20200707
UniProtKB	A0A067XR63	XTH7	involved_in	GO:0070726	P	ECO:0000270	IEP	PMID:27242828	35925	UniProt	20220115
UniProtKB	A0A067YMX8	XTH8	involved_in	GO:0009737	P	ECO:0000270	IEP	PMID:27966647	35925	UniProt	20220115
UniProtKB	A0A067YMX8	XTH8	involved_in	GO:0009835	P	ECO:0000270	IEP	PMID:27966647	35925	UniProt	20220119
UniProtKB	A0A067YMX8	XTH8	involved_in	GO:0071370	P	ECO:0000270	IEP	PMID:27966647	35925	UniProt	20220115
UniProtKB	A0A068BGA5	AT1	involved_in	GO:0009723	P	ECO:0000270	IEP	PMID:21450321	3627	UniProt	20200909
UniProtKB	A0A068BGA5	AT1	involved_in	GO:0009836	P	ECO:0000270	IEP	PMID:21450321	3627	UniProt	20200909
UniProtKB	A0A068BIF1	AT9	involved_in	GO:0009723	P	ECO:0000270	IEP	PMID:21450321	165200	UniProt	20200909
UniProtKB	A0A068BIF1	AT9	involved_in	GO:0009836	P	ECO:0000270	IEP	PMID:21450321	165200	UniProt	20200909
UniProtKB	A0A072TH68	KPI104	involved_in	GO:0009610	P	ECO:0000270	IEP	PMID:12744459	3880	UniProt	20200228
UniProtKB	A0A072TH68	KPI104	involved_in	GO:0009610	P	ECO:0000270	IEP	PMID:23662629	3880	UniProt	20200227
UniProtKB	A0A072TK64	Glb1-3	involved_in	GO:0071731	P	ECO:0000270	IEP	PMID:32003030	3880	UniProt	20231221
UniProtKB	A0A072U307	BCP1B	involved_in	GO:0009610	P	ECO:0000270	IEP	PMID:20687807	3880	UniProt	20200219
UniProtKB	A0A072U307	BCP1B	involved_in	GO:0009610	P	ECO:0000270	IEP	PMID:26511916	3880	UniProt	20200211
UniProtKB	A0A072ULZ1	Glb1-2	involved_in	GO:0001666	P	ECO:0000270	IEP	PMID:33329665	3880	UniProt	20231208
UniProtKB	A0A072ULZ1	Glb1-2	involved_in	GO:0009609	P	ECO:0000270	IEP	PMID:33329665	3880	UniProt	20231208
UniProtKB	A0A072ULZ1	Glb1-2	involved_in	GO:0010167	P	ECO:0000270	IEP	PMID:33329665	3880	UniProt	20231208
UniProtKB	A0A072ULZ1	Glb1-2	involved_in	GO:0060359	P	ECO:0000270	IEP	PMID:33329665	3880	UniProt	20231208
UniProtKB	A0A072ULZ1	Glb1-2	involved_in	GO:0071731	P	ECO:0000270	IEP	PMID:32003030	3880	UniProt	20231221
UniProtKB	A0A072VHJ1	AMT2-5	involved_in	GO:0009610	P	ECO:0000270	IEP	PMID:25841038	3880	UniProt	20200226
