mapping_file	subject_level	subject_code	curation_status	mapping_scope	target_go_id	target_go_label	target_aspect	flags	scrutiny_decision	rationale
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Autophagic lysosome reformation	context_only	too_broad_to_propagate	GO:0007040	lysosome organization		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	Autophagic lysosome reformation is the lysosome-regeneration phase that follows autolysosome formation and cargo degradation. As a class, it is better aligned to lysosome organization than to generic autophagy, but the PN members are mechanistically mixed across membrane remodeling, tubulation, product efflux, and unknown late-stage roles, so class-level propagation would still over-annotate.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation	context_only	too_broad_to_propagate	GO:0016236	macroautophagy		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This class is a real macroautophagy context, but its descendants include core factors, component buckets, upstream modulators, localization roles, and residual categories. Projecting generic macroautophagy from this ancestor creates TRAPP-like overpropagation, so candidate GO annotations must come from narrower curated nodes.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion	context_only	too_broad_to_propagate	GO:0016236	macroautophagy		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This class is a late macroautophagy context, but the subtree mixes docking, fusion, localization, membrane-composition, and unknown late-stage roles. The class-level relation is useful for display while propagation is restricted to narrower mechanism nodes.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Autophagy gene expression	context_only	too_broad_to_propagate	GO:0010506	regulation of autophagy		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This class records autophagy-linked gene-expression programs, but many nodes are transcription program names or upstream modulators rather than direct GO regulation assertions. It is kept as context only; transcription factor or cofactor activities are mapped at narrower nodes.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy	context_only	too_broad_to_propagate	GO:0061684	chaperone-mediated autophagy		high_level_source;too_broad_to_propagate	context_only_not_projected	The class label matches the GO CMA process, but the subtree includes both effectors and positive or negative modulators. The relation is retained as context so modulators are not projected as direct CMA participants unless a narrower node supports it.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Microautophagy	context_only	too_broad_to_propagate	GO:0016237	microautophagy		high_level_source;too_broad_to_propagate	context_only_not_projected	The class names a real GO process, but the subtree includes machinery components and mitochondrion-derived-vesicle contexts as well as process labels. Propagation is restricted to narrower nodes.
autophagy_lysosome_pathway.yaml	class	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling	context_only	too_broad_to_propagate	GO:0010506	regulation of autophagy		high_level_source;source_is_regulatory_or_contextual;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This class organizes upstream signaling inputs to autophagy initiation. Because the subtree contains generic insulin, AMPK, mTORC1, nutrient-sensing, and miscellaneous signaling components, class-level propagation to regulation of autophagy would over-annotate many genes.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagic lysosome reformation|Efflux of autophagy products	mapped	ok_for_propagation_to_go	GO:0007041	lysosomal transport		high_level_source;broad_or_context_loss_target	manual_gene_level_review_required_before_gene_review_change	This PN leaf denotes export of degradation products from the autolysosome during late-stage autophagic lysosome reformation. The closest current GO process term is lysosomal transport, because the key shared semantics are transport across the lysosomal/autolysosomal membrane rather than a specific cargo chemistry.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagic lysosome reformation|Lysosomal tubulation	context_only	too_broad_to_propagate	GO:0007040	lysosome organization		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This PN group specifically captures the tubulation and membrane-remodeling step that regenerates lysosomes from autolysosomes. That aligns better to lysosome organization than to generic autophagy, but the current member set mixes factors annotated in GO to lysosome localization and phagosome/lysosome fusion rather than a clean shared lysosome-organization process role, so propagation would overstate the evidence.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		high_level_source;source_contains_domain_or_family_metadata;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		high_level_source;source_contains_domain_or_family_metadata;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-endosome docking	context_only	too_broad_to_propagate	GO:0061910	autophagosome-endosome fusion		high_level_source;too_broad_to_propagate	context_only_not_projected	Reviewed as an autophagosome-endosome docking context. The descendants currently resolve to machinery such as SNARE components, so the broad fusion relation is retained for context but not propagated.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		high_level_source;too_broad_to_propagate	context_only_not_projected	Reviewed as an autophagosome-lysosome docking context. The subtree mixes component buckets and modulators, so generic fusion propagation should come only from narrower reviewed mechanism leaves.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Ca2+ efflux	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		high_level_source;too_broad_to_propagate	context_only_not_projected	Reviewed as a calcium-efflux context in late autophagosome handling. The label supports relation to fusion biology but not universal propagation to the fusion process.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Class 3 PI3K complex 2, direct	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		high_level_source;source_contains_domain_or_family_metadata;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome	mapped	ok_for_propagation_to_go	GO:0061906	autophagosome localization		high_level_source;source_is_regulatory_or_contextual;broad_or_context_loss_target	manual_gene_level_review_required_before_gene_review_change	This group is explicitly about positioning/autophagosome localization in late autophagy. Autophagosome localization is the correct propagation target rather than autophagosome-lysosome fusion.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the lysosome	mapped	ok_for_propagation_to_go	GO:0032418	lysosome localization		high_level_source;source_is_regulatory_or_contextual;broad_or_context_loss_target	manual_gene_level_review_required_before_gene_review_change	This group is explicitly about lysosome positioning in late autophagy. Lysosome localization is the correct propagation target rather than autophagosome-lysosome fusion.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Regulation of autophagosome membrane composition	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		high_level_source;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a membrane-composition context for late autophagosome handling. The parent is too mixed for generic fusion propagation; narrower leaves carry the safe assertions.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	mapped	ok_for_propagation_to_go	GO:0000045	autophagosome assembly		high_level_source	manual_gene_level_review_required_before_gene_review_change	This group captures autophagophore closure/sealing, a late step in autophagosome assembly. Autophagosome assembly is the safer process target than autophagosome-lysosome fusion.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional coactivator	mapped	ok_for_propagation_to_go	GO:0003713	transcription coactivator activity		high_level_source;source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN group contains YAP/TAZ coactivator members assigned to autophagy-linked gene-expression control. The shared GO assertion is transcription coactivator activity.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional repressor	mapped	ok_for_propagation_to_go	GO:0003714	transcription corepressor activity		high_level_source;source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN group is explicitly curated as transcriptional repressors in autophagy-linked expression programs. The safe shared GO target is transcription corepressor activity.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy	mapped	ok_for_propagation_to_go	GO:0061684	chaperone-mediated autophagy		high_level_source	manual_gene_level_review_required_before_gene_review_change	This group covers direct CMA machinery and substrate-selection effectors, unlike the broader CMA class that also includes regulators. Propagation to chaperone-mediated autophagy is appropriate at this narrower level.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism	context_only	too_broad_to_propagate	GO:0016052	carbohydrate catabolic process		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This group is a carbohydrate-catabolism context, but the subtree contains multiple enzyme classes and helper roles. Specific molecular functions are mapped at the type level.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism	context_only	too_broad_to_propagate	GO:0016042	lipid catabolic process		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This group is a lysosomal lipid-catabolism context, but it mixes lipases, phospholipases, sphingolipid enzymes, and activators. Specific molecular functions are mapped at narrower leaves.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	mapped	ok_for_propagation_to_go	GO:0004518	nuclease activity		high_level_source	manual_gene_level_review_required_before_gene_review_change	This group is restricted to lysosomal DNASE2-family nucleases, so nuclease activity is a safe shared molecular-function target.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	mapped	ok_for_propagation_to_go	GO:0016791	phosphatase activity		high_level_source	manual_gene_level_review_required_before_gene_review_change	This group contains lysosomal acid-phosphatase members, so phosphatase activity is the shared molecular-function target.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism	context_only	too_broad_to_propagate	GO:1905146	lysosomal protein catabolic process		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This group is a lysosomal protein-catabolism context, but it includes peptidases plus processing and redox roles. Specific molecular functions are mapped at the type level.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	mapped	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity		high_level_source	manual_gene_level_review_required_before_gene_review_change	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Microautophagy|Endosomal microautophagy	mapped	ok_for_propagation_to_go	GO:0061738	late endosomal microautophagy		high_level_source	manual_gene_level_review_required_before_gene_review_change	This PN group contains HSPA8/co-chaperone machinery for endosomal microautophagy. The matching GO process is late endosomal microautophagy.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy	context_only	too_broad_to_propagate	GO:0000424	micromitophagy		high_level_source;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	The group is a micromitophagy context, but the descendants are mitochondrion-derived-vesicle budding, docking, HOPS, SNARE, and ubiquitination roles. Direct propagation should come from narrower component or mechanism leaves.
autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Microautophagy|Microreticulophagy	context_only	too_broad_to_propagate	GO:0061709	reticulophagy		high_level_source;too_broad_to_propagate	context_only_not_projected	This group is an ER-autophagy context, but the source label is microreticulophagy and the members mix core autophagy factors with SEC62. Reticulophagy is kept as context only pending a more specific GO term or gene-level review.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ATG8 homolog processing, direct|Deubiquitination of ATG8 homologs	mapped	ok_for_propagation_to_go	GO:0016579	protein deubiquitination		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN type denotes deubiquitination of ATG8-family proteins within the autophagy pathway. GO does not currently provide an ATG8-specific deubiquitination term, so the defensible target is the broader parent process protein deubiquitination.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Autophagy component recruitment to autophagophore|TRAPP complex component	mapped	ok_for_propagation_to_go	GO:0030008	TRAPP complex		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN leaf is a curated component bucket for TRAPP subunits used in autophagophore recruitment. The matching GO cellular-component term is TRAPP complex, and the member genes already converge strongly on that assignment in existing GOA.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct|Class 3 PI3K complex 1 component	mapped	ok_for_propagation_to_go	GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This PN type is a curated component class for the direct autophagy- promoting class III PI3K complex 1. Propagation to the matching GO cellular-component term is appropriate, although the source is a component-role category rather than the complex term itself.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct|Inflammation related autophagy regulation	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
