id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A6QQL9,Signal recognition particle 14 kDa protein,protein,9913,Bos taurus,Bos taurus (Bovine),SRP14,110,,,True
O04421,Signal recognition particle 14 kDa protein,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),SRP14,121,,,True
O04433,Signal recognition particle 14 kDa protein,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),SRP14,132,,,True
O16927,Signal recognition particle 14 kDa protein,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,F25G6.8,116,,,True
O18881,Signal recognition particle 14 kDa protein,protein,9548,Macaca radiata,Macaca radiata (Bonnet macaque),SRP14,74,,,True
P16254,Signal recognition particle 14 kDa protein,protein,10090,Mus musculus,Mus musculus (Mouse),Srp14,110,,,True
P16255,Signal recognition particle 14 kDa protein,protein,9615,Canis lupus familiaris,Canis lupus familiaris (Dog),SRP14,110,,,True
P37108,Signal recognition particle 14 kDa protein,protein,9606,Homo sapiens,Homo sapiens (Human),SRP14,136,,,True
P38985,Signal recognition particle subunit SRP14,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),SRP14,146,,,True
Q4R5C7,Signal recognition particle 14 kDa protein,protein,9541,Macaca fascicularis,Macaca fascicularis (Crab-eating macaque),SRP14,144,,,True
Q556L1,Signal recognition particle 14 kDa protein,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),srp14-1,123,,,True
Q5RBX7,Signal recognition particle 14 kDa protein,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),SRP14,136,,,True
Q9P372,Signal recognition particle subunit srp14,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),srp14,106,,,True
