GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
UniProtKB	P0AFG3	sucA	enables	GO:0000166	F	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	83333	UniProt		20260105
UniProtKB	P0AFG3	sucA	enables	GO:0000287	F	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		20140708
UniProtKB	P0AFG3	sucA	enables	GO:0004591	F	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0010352|MGI:MGI:1098267|PANTHER:PTN000568360|UniProtKB:P0AFG3|UniProtKB:Q02218	83333	GO_Central		20250903
UniProtKB	P0AFG3	sucA	enables	GO:0004591	F	ECO:0000501	IEA	GO_REF:0000120	RHEA:12188|EC:1.2.4.2	83333	UniProt		20260105
UniProtKB	P0AFG3	sucA	enables	GO:0004591	F	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		20120619
UniProtKB	P0AFG3	sucA	enables	GO:0005515	F	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AFG6	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	enables	GO:0005515	F	ECO:0000353	IPI	PMID:15690043	UniProtKB:P63389	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	enables	GO:0005515	F	ECO:0000353	IPI	PMID:19402753	UniProtKB:P63389	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	enables	GO:0005515	F	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG6	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	enables	GO:0016491	F	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	83333	UniProt		20260105
UniProtKB	P0AFG3	sucA	enables	GO:0016624	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001017|InterPro:IPR011603	83333	InterPro		20260105
UniProtKB	P0AFG3	sucA	enables	GO:0030976	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011603	83333	InterPro		20260105
UniProtKB	P0AFG3	sucA	enables	GO:0030976	F	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		20140708
UniProtKB	P0AFG3	sucA	enables	GO:0042802	F	ECO:0000353	IPI	PMID:16858726	UniProtKB:P0AFG3	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	enables	GO:0042802	F	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG3	83333	IntAct		20260103
UniProtKB	P0AFG3	sucA	involved_in	GO:0006099	P	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0010352|MGI:MGI:1098267|PANTHER:PTN000568360|RGD:1310916|UniProtKB:P0AFG3|UniProtKB:P9WIS5	83333	GO_Central		20250903
UniProtKB	P0AFG3	sucA	involved_in	GO:0006099	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0816	83333	UniProt		20260105
UniProtKB	P0AFG3	sucA	involved_in	GO:0006099	P	ECO:0000314	IDA	PMID:17367808		83333	ComplexPortal		20250805
UniProtKB	P0AFG3	sucA	is_active_in	GO:0005829	C	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000568360|UniProtKB:P0AFG3	83333	GO_Central		20170228
UniProtKB	P0AFG3	sucA	located_in	GO:0005737	C	ECO:0000314	IDA	PMID:18304323		83333	ComplexPortal		20250805
UniProtKB	P0AFG3	sucA	located_in	GO:0005829	C	ECO:0007005	HDA	PMID:16858726		83333	UniProt		20080804
UniProtKB	P0AFG3	sucA	located_in	GO:0005829	C	ECO:0000314	IDA	PMID:18304323		83333	EcoCyc		20140602
UniProtKB	P0AFG3	sucA	part_of	GO:0045252	C	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1098267|PANTHER:PTN000568360|RGD:1561359|SGD:S000001387|UniProtKB:P0AFG3|UniProtKB:Q02218	83333	GO_Central		20240731
