id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0AKG3,Protoheme IX farnesyltransferase,protein,386043,Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),ctaB,301,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0JWQ8,Protoheme IX farnesyltransferase,protein,290399,Arthrobacter sp. (strain FB24),Arthrobacter sp. (strain FB24),ctaB,315,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0KAR0,Protoheme IX farnesyltransferase,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),ctaB,300,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0KME5,Protoheme IX farnesyltransferase,protein,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),cyoE,296,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0L2E7,Protoheme IX farnesyltransferase 1,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),cyoE1,300,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0L2I3,Protoheme IX farnesyltransferase 2,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),cyoE2,310,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0LTZ0,Protoheme IX farnesyltransferase,protein,351607,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),ctaB,307,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0LXT1,Protoheme IX farnesyltransferase,protein,411154,Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803),Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803),ctaB,300,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0PPP7,Protoheme IX farnesyltransferase,protein,362242,Mycobacterium ulcerans (strain Agy99),Mycobacterium ulcerans (strain Agy99),ctaB,324,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0Q4E4,Protoheme IX farnesyltransferase,protein,401614,Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),cyoE,282,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0QHX0,Protoheme IX farnesyltransferase,protein,243243,Mycobacterium avium (strain 104),Mycobacterium avium (strain 104),ctaB,308,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0QWY2,Protoheme IX farnesyltransferase,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),ctaB,308,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A0RHW3,Protoheme IX farnesyltransferase,protein,412694,Bacillus thuringiensis (strain Al Hakam),Bacillus thuringiensis (strain Al Hakam),ctaB,307,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0RUY7,Protoheme IX farnesyltransferase 1,protein,414004,Cenarchaeum symbiosum (strain A),Cenarchaeum symbiosum (strain A),ctaB1,296,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A0RZ28,Protoheme IX farnesyltransferase 2,protein,414004,Cenarchaeum symbiosum (strain A),Cenarchaeum symbiosum (strain A),ctaB2,310,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A1A897,Protoheme IX farnesyltransferase,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,cyoE,296,PTHR43448:SF2,"PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL",True
A1AV76,Protoheme IX farnesyltransferase,protein,413404,Ruthia magnifica subsp. Calyptogena magnifica,Ruthia magnifica subsp. Calyptogena magnifica,cyoE,299,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
A1BA40,Protoheme IX farnesyltransferase,protein,318586,Paracoccus denitrificans (strain Pd 1222),Paracoccus denitrificans (strain Pd 1222),ctaB,305,PTHR43448:SF7,4-HYDROXYBENZOATE SOLANESYLTRANSFERASE,True
