id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0MWD1,Interferon-induced GTP-binding protein Mx2,protein,89462,Bubalus bubalis,Bubalus bubalis (Domestic water buffalo),MX2,710,PTHR11566:SF46,INTERFERON-INDUCED GTP-BINDING PROTEIN MX2,True
A1E2I4,Interferon-induced GTP-binding protein Mx1,protein,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),MX1,661,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
A1E2I5,Interferon-induced GTP-binding protein Mx2,protein,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),MX2,715,PTHR11566:SF46,INTERFERON-INDUCED GTP-BINDING PROTEIN MX2,True
A6H7I5,Dynamin-2,protein,9913,Bos taurus,Bos taurus (Bovine),DNM2,866,PTHR11566:SF23,DYNAMIN-2,True
A7VK00,Interferon-induced GTP-binding protein Mx2,protein,9823,Sus scrofa,Sus scrofa (Pig),MX2,711,PTHR11566:SF46,INTERFERON-INDUCED GTP-BINDING PROTEIN MX2,True
F4HPR5,Dynamin-related protein 5A,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),DRP5A,817,PTHR11566:SF169,DYNAMIN-LIKE PROTEIN C,True
G0SGC7,"Dynamin-like GTPase MGM1, mitochondrial",protein,759272,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),MGM1,939,PTHR11566:SF212,DYNAMIN,True
O00429,Dynamin-1-like protein,protein,9606,Homo sapiens,Homo sapiens (Human),DNM1L,736,PTHR11566:SF39,DYNAMIN-1-LIKE PROTEIN,True
O35303,Dynamin-1-like protein,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Dnm1l,755,PTHR11566:SF39,DYNAMIN-1-LIKE PROTEIN,True
O60313,"Dynamin-like GTPase OPA1, mitochondrial",protein,9606,Homo sapiens,Homo sapiens (Human),OPA1,960,PTHR11566:SF67,"DYNAMIN-LIKE 120 KDA PROTEIN, MITOCHONDRIAL",True
O93248,"Dynamin-like GTPase OPA1, mitochondrial",protein,8020,Oncorhynchus masou,Oncorhynchus masou (Cherry salmon),opa1,971,PTHR11566:SF67,"DYNAMIN-LIKE 120 KDA PROTEIN, MITOCHONDRIAL",True
P09922,Interferon-induced GTP-binding protein Mx1,protein,10090,Mus musculus,Mus musculus (Mouse),Mx1,631,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P18588,Interferon-induced GTP-binding protein Mx1,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Mx1,652,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P18589,Interferon-induced GTP-binding protein Mx2,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Mx2,659,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P18590,Interferon-induced GTP-binding protein Mx3,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Mx3,659,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P20591,Interferon-induced GTP-binding protein Mx1,protein,9606,Homo sapiens,Homo sapiens (Human),MX1,662,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P20592,Interferon-induced GTP-binding protein Mx2,protein,9606,Homo sapiens,Homo sapiens (Human),MX2,715,PTHR11566:SF46,INTERFERON-INDUCED GTP-BINDING PROTEIN MX2,True
P20593,Interferon-induced GTP-binding protein Mx,protein,8168,Perca fluviatilis,Perca fluviatilis (European perch),mx,301,PTHR11566:SF225,INTERFERON-INDUCED GTP-BINDING PROTEIN MX-RELATED,True
P21575,Dynamin-1,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Dnm1,864,PTHR11566:SF32,DYNAMIN-1,True
P21576,Vacuolar protein sorting-associated protein 1,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),VPS1,704,PTHR11566:SF220,VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 1,True
P27594,Interferon-induced GTP-binding protein Mx1,protein,9823,Sus scrofa,Sus scrofa (Pig),MX1,663,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P27619,Dynamin,protein,7227,Drosophila melanogaster,Drosophila melanogaster (Fruit fly),shi,877,PTHR11566:SF212,DYNAMIN,True
P32266,"Dynamin-like GTPase MGM1, mitochondrial",protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),MGM1,881,PTHR11566:SF212,DYNAMIN,True
P33237,Interferon-induced GTP-binding protein Mx1,protein,9940,Ovis aries,Ovis aries (Sheep),MX1,654,PTHR11566:SF217,INTERFERON-INDUCED GTP-BINDING PROTEIN MX1,True
P33238,Interferon-induced GTP-binding protein Mx,protein,8839,Anas platyrhynchos,Anas platyrhynchos (Mallard),MX,721,PTHR11566:SF231,INTERFERON-INDUCED GTP-BINDING PROTEIN MX,True
P39052,Dynamin-2,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Dnm2,870,PTHR11566:SF23,DYNAMIN-2,True
P39053,Dynamin-1,protein,10090,Mus musculus,Mus musculus (Mouse),Dnm1,867,PTHR11566:SF32,DYNAMIN-1,True
P39054,Dynamin-2,protein,10090,Mus musculus,Mus musculus (Mouse),Dnm2,870,PTHR11566:SF23,DYNAMIN-2,True
