family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR11566	PTN000170013	GO:0005737	C	IBD	false	AGI_LocusCode:AT1G10290|AGI_LocusCode:AT1G14830|AGI_LocusCode:AT1G53140|AGI_LocusCode:AT1G59610|AGI_LocusCode:AT2G14120|AGI_LocusCode:AT3G19720|AGI_LocusCode:AT3G60190|AGI_LocusCode:AT3G61760|AGI_LocusCode:AT4G33650|AGI_LocusCode:AT5G42080|CGD:CAL0000188111|FB:FBgn0003392|FB:FBgn0026479|FB:FBgn0261276|MGI:MGI:107384|MGI:MGI:1921256|MGI:MGI:1921393|PomBase:SPBC12C2.08|PomBase:SPBC1718.06|RGD:2513|RGD:620416|RGD:628821|RGD:708423|RGD:71096|RGD:727949|SGD:S000001709|SGD:S000003924|SGD:S000005737|UniProtKB:O00429|UniProtKB:O60313|UniProtKB:P20591|UniProtKB:P27594|UniProtKB:P50570|UniProtKB:P79135|UniProtKB:Q08DF4|UniProtKB:Q2KIA5|UniProtKB:Q8IHR4|UniProtKB:Q8IJ32|UniProtKB:Q9N0Y2|WB:WBGene00001093|WB:WBGene00001130|WB:WBGene00001134|dictyBase:DDB_G0268592|dictyBase:DDB_G0277849|dictyBase:DDB_G0277851	taxon:	20260828
PTHR11566	PTN000170013	GO:0005874	C	IBD	false	AGI_LocusCode:AT5G42080|UniProtKB:P50570|WB:WBGene00001130	taxon:	20210421
PTHR11566	PTN000170013	GO:0016020	C	IBD	false	AGI_LocusCode:AT1G14830|AGI_LocusCode:AT1G59610|AGI_LocusCode:AT3G19720|AGI_LocusCode:AT4G33650|AGI_LocusCode:AT5G42080|FB:FBgn0003392|MGI:MGI:107384|MGI:MGI:109547|MGI:MGI:1921256|MGI:MGI:1921393|PomBase:SPBC1718.06|RGD:2513|RGD:620416|RGD:708423|RGD:71096|RGD:727949|SGD:S000001709|SGD:S000003924|SGD:S000005737|UniProtKB:O00429|UniProtKB:O60313|UniProtKB:P20591|UniProtKB:P50570|UniProtKB:Q05193|UniProtKB:Q08DF4|UniProtKB:Q8IHR4|WB:WBGene00001093|WB:WBGene00001130|dictyBase:DDB_G0268592|dictyBase:DDB_G0277849|dictyBase:DDB_G0277851|dictyBase:DDB_G0285931	taxon:	20260528
PTHR11566	PTN000170013	GO:0003924	F	IBD	false	AGI_LocusCode:AT3G19720|AGI_LocusCode:AT4G33650|AGI_LocusCode:AT5G42080|MGI:MGI:107384|MGI:MGI:109547|MGI:MGI:1921256|MGI:MGI:1921393|RGD:2513|RGD:71096|RGD:727949|SGD:S000001709|SGD:S000003924|SGD:S000005737|UniProtKB:O00429|UniProtKB:O60313|UniProtKB:P27594|UniProtKB:P50570|UniProtKB:Q05193|UniProtKB:Q08DF4|WB:WBGene00001130|dictyBase:DDB_G0277849	taxon:	20260828
PTHR11566	PTN000170013	GO:0008017	F	IBD	false	FB:FBgn0003392	taxon:	20170228
PTHR11566	PTN000170355	GO:0006909	P	IBD	false	dictyBase:DDB_G0277849|dictyBase:DDB_G0277851	taxon:554915	20231012
PTHR11566	PTN000170389	GO:0005777	C	IBD	false	AGI_LocusCode:AT3G19720	taxon:33090	20210421
PTHR11566	PTN000170389	GO:0016559	P	IBD	false	AGI_LocusCode:AT3G19720	taxon:33090	20210421
PTHR11566	PTN000170419	GO:0072583	P	IBD	false	AGI_LocusCode:AT5G42080	taxon:3398	20250116
PTHR11566	PTN000745927	GO:0000266	P	IBD	false	AGI_LocusCode:AT1G14830	taxon:3398	20250116
