family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR46807	PTN000797259	GO:0005634	C	IBD	false	AGI_LocusCode:AT5G67110|AGI_LocusCode:AT2G20180|UniProtKB:Q10CH5|AGI_LocusCode:AT1G25310|AGI_LocusCode:AT4G36930|AGI_LocusCode:AT2G43010|AGI_LocusCode:AT5G61270|AGI_LocusCode:AT1G02340|AGI_LocusCode:AT3G59060	taxon:	20221009
PTHR46807	PTN000797259	GO:0000976	F	IBD	false	AGI_LocusCode:AT4G36930|AGI_LocusCode:AT1G02340	taxon:	20250918
PTHR46807	PTN000797259	GO:0003700	F	IBD	false	AGI_LocusCode:AT5G67110|AGI_LocusCode:AT5G61270|AGI_LocusCode:AT2G20180|AGI_LocusCode:AT4G00050|AGI_LocusCode:AT4G36930	taxon:	20250918
PTHR46807	PTN000797259	GO:0006357	P	IBD	false	AGI_LocusCode:AT2G43010	taxon:	20250918
PTHR46807	PTN000797259	GO:0009416	P	IBD	false	AGI_LocusCode:AT4G36930|AGI_LocusCode:AT3G62090|AGI_LocusCode:AT4G00050|AGI_LocusCode:AT2G20180|AGI_LocusCode:AT3G59060|AGI_LocusCode:AT1G02340|AGI_LocusCode:AT2G43010|AGI_LocusCode:AT5G61270|AGI_LocusCode:AT2G46970	taxon:	20250918
PTHR46807	PTN008462672	GO:0010017	P	IBD	false	AGI_LocusCode:AT3G62090|AGI_LocusCode:AT2G46970	taxon:	20250918
PTHR46807	PTN008712042	GO:0005634	C	IBD	false	UniProtKB:Q0JNI9|UniProtKB:Q6AT90|AGI_LocusCode:AT1G09530	taxon:35493	20250225
PTHR46807	PTN008712042	GO:0000976	F	IBD	false	AGI_LocusCode:AT1G09530	taxon:35493	20250225
PTHR46807	PTN008712042	GO:0003700	F	IBD	false	AGI_LocusCode:AT1G09530	taxon:35493	20250225
PTHR46807	PTN008712042	GO:0010017	P	IBD	false	AGI_LocusCode:AT1G09530	taxon:35493	20250225
PTHR46807	PTN009187639	GO:0010161	P	IBD	false	AGI_LocusCode:AT2G20180|AGI_LocusCode:AT2G43010	taxon:3398	20250918
